na,candidate_name,party,votes,rank
NA-14,Mukhtiar Ahmad,,3190,3
NA-15,Syed Qasim Shah,,54936,1
NA-15,Syed Muzammil Shah,,24785,2
NA-15,Shaukat Ali Khan,,7388,3
NA-15,Muhammad Muzaffar Khan,,394,4
NA-16,Nawabzada Salahuddin Saeed,,14709,1
NA-16,Begum Fakhr Uzzaman,,12567,2
NA-16,Habib ur Rehman,,10718,3
NA-16,Abdul Haq,,1956,4
NA-16,Doctor Dilawar Khan,,1677,5
NA-16,Muhammad Sadiq Khan,,897,6
NA-17,Muhammad Ayub Khan,,17755,1
NA-17,Alamzeb Khan,,12382,2
NA-17,Obaidullah,,7800,3
NA-17,Said Ahmad Malik,,5046,4
NA-17,Malik Muhammad Miskeen,,3941,5
NA-17,Aurangzeb,,2382,6
NA-17,Abdul Bar Shah,,1177,7
NA-17,Gul Badshah,,454,8
NA-17,Molvi Abdul Haleem,,442,9
NA-17,Haji Nawab,,344,10
NA-18,Pir Mohammad Sabir Shah,,66750,1
NA-18,Alhaj Sardar Inayatullah Khan,,51801,2
NA-18,Gulzar Ahmad Khan,,9467,3
NA-18,Habibullah Khan,,1982,4
NA-18,Fazal Karim Khan Kundi,,556,5
NA-18,Asmatullah Khan,,243,6
NA-19,Khuda Dad Khan,,19881,1
NA-19,Haji Muhammad Rafiq Khan,,15691,2
NA-19,Molana Sadar ul Shaheed,,9168,3
NA-19,Haji Sher Ajam Khan,,6719,4
NA-19,Alhaj Molvi Muhammad Aamir Khan,,6145,5
NA-19,Haji Wazir Khan,,175,6
NA-19,Naeem Khan,,156,7
NA-20,Ghulam Uddin Khan Marwat,,40339,1
NA-20,Haji Saadullah Khan,,33557,2
NA-20,Moulvi Hameedullah Jan,,2677,3
NA-20,Muhammad Khalid Raza Zakori,,623,4
NA-20,Naseer Muhammad,,238,5
NA-21,Miangul Aurangzeb,,32434,1
NA-21,Faqir Muhammad,,14682,2
NA-21,Siddique Akbar,,11868,3
NA-22,Fazl-e-Raziq,,20568,1
NA-22,Said Karim Khan,,17158,2
NA-22,Amir Wahid,,6267,3
NA-22,Molvi Saleh Faqir,,5898,4
NA-22,Fazal-e-Rab Pirzada,,2839,5
NA-22,Abdul Rauf,,807,6
NA-22,Abdul Matin,,644,7
NA-23,Fateh Muhammad Khan,,20101,1
NA-23,Abdul Rehman,,18233,2
NA-23,Muhammad Faridoon Khan,,9175,3
NA-23,Nawab,,6625,4
NA-23,Abdul Jabbar,,1425,5
NA-24,Shahzada Mohiuddin,,26707,1
NA-24,Moulana Abdul Rahim Chitrali,,22746,2
NA-25,Maulana Muhammad Inayat-ur-Rehman,,25950,1
NA-25,Ajab Khan,,15518,2
NA-25,Doctor Shoaib,,6426,3
NA-25,Muhammad Nawaz Khan,,6190,4
NA-25,Aamir Zaman Khan,,3531,5
NA-26,Sahibzada Fatehullah,,31166,1
NA-26,Haji Amanullah Khan,,26966,2
NA-26,Aziz ur Rehman Khan,,1739,3
NA-27,Malik Fazal e Manan Mohmand,,2022,1
NA-27,Zarin,,1577,2
NA-27,Khanzada Khan,,1019,3
NA-27,Jan Muhammad,,544,4
NA-27,Wazir,,367,5
NA-27,Nadir,,146,6
NA-27,Said Qahar,,57,7
NA-27,Abdul Samad,,52,8
NA-27,Khaista Gul,,47,9
NA-27,Abdul Mateen,,45,10
NA-27,Sher Ali,,39,11
NA-27,Muhammad Afzal,,30,12
NA-27,Noor Jan,,26,13
NA-28,Umer Din Bangash,,830,1
NA-29,Malik Haji Khial Shah,,2253,1
NA-29,Mir Afzal,,1855,2
NA-29,Muhammad Saleem,,763,3
NA-29,Abdul Abbas,,641,4
NA-29,Muhammad Alam Khan,,333,5
NA-29,Aaqil Khan,,115,6
NA-29,Ghazi Said Jamal,,82,7
NA-29,Inayatullah,,33,8
NA-30,Malik Jahangir Khan,,838,1
NA-30,Sultan Muhammad,,19,2
NA-31,Malik Said Khan Mehsud,,,1
NA-32,Abdus Subhan Khan,,1769,1
NA-32,Shah Jehan,,1513,2
NA-32,Rahman Gul,,395,3
NA-32,Ameer Hamza,,395,4
NA-32,Noor Muhammad Khan,,224,5
NA-32,Mehboob Jan,,153,6
NA-32,Shah Tar,,147,7
NA-32,Sher Muhammad Khan,,134,8
NA-32,Gul Muhammad Khan,,77,9
NA-32,Ali Khan,,75,10
NA-32,Bachazada,,70,11
NA-32,Alif Muhammad,,69,12
NA-32,Bismillah Khan,,66,13
NA-32,Taj Muhammad Khan,,56,14
NA-32,Muhammad Ibrahim Khan,,38,15
NA-33,Haji Gul Sher Khan,,1096,1
NA-33,Nawab Khan,,738,2
NA-33,Haji Gul Muhammad,,81,3
NA-33,Major (R) Malik Shahzada,,79,4
NA-33,Haji Anwar Khan,,47,5
NA-33,Muhammad Hashim,,46,6
NA-33,Khiali Khan,,22,7
NA-33,Malik Shain Akbar,,20,8
NA-33,Malikzada Abdul Aziz,,19,9
NA-33,Said Ahmad,,18,10
NA-33,Malik Nadir Khan,,14,11
NA-33,Malik Hisamuddin,,11,12
NA-34,Noor Sher Khan,,1147,1
NA-34,Nasarullah,,15,2
NA-35,Muhammad Nawaz Khokhar,,18391,1
NA-35,Zafar Ali Shah,,16190,2
NA-35,Raja Aurangzeb,,8284,3
NA-35,Major (R) Ghulam Mustafa Khan Shaheen,,7887,4
NA-35,Karamat Rehman Niazi,,7574,5
NA-35,Raja Bashir Ahmad,,7015,6
NA-35,Khan Khuda Bakhsh Khan,,6260,7
NA-35,Ahmad Raza Khan Kasuri,,3545,8
NA-35,Moqeem Ahmad Khan,,2696,9
NA-35,Shujaat Ali,,2019,10
NA-35,Sarfraz Ahmad Mir,,1913,11
NA-35,Muhammad Ishaq Bhatti,,1376,12
NA-35,Doctor Farida Ashraf,,422,13
NA-35,Humayun Shafi,,399,14
NA-35,Muhammad Ikhlaq,,83,15
NA-36,Muhammad Khaqaan Abbasi,,61618,1
NA-36,Raja Muhammad Zafar ul Haq,,53233,2
NA-36,Anis Khan Satti,,2096,3
NA-36,Caption (R) Muhammad Riaz,,706,4
NA-37,Malik Mehboob Hussain,,24569,1
NA-37,Abdul Aziz,,24359,2
NA-37,Riaz Akhtar,,21961,3
NA-37,Raja Muhammad Zaheer,,20533,4
NA-37,Muhammad Akram,,15025,5
NA-37,Haji Ashiq Hussain,,8016,6
NA-38,Sheikh Rasheed Ahmad,,40421,1
NA-38,Ghulam Hussain,,19636,2
NA-38,Allah Ditta Sethi,,9095,3
NA-38,Ishrat Ali,,5788,4
NA-38,Habib ul Wahab ul Khairi,,5638,5
NA-38,Riffat Shaheen,,2924,6
NA-38,Muhammad Riaz,,218,7
NA-38,Zahid Saeed Yazdani,,101,8
NA-39,Raja Shahid Zafar,,41771,1
NA-39,Raja Muhammad Basharat,,37475,2
NA-39,Fateh Muhammad,,13825,3
NA-39,Raja Zafar Ali Khan,,608,4
NA-39,Dr. Mehmood ur Rehman,,574,5
NA-39,Akbar Hussain Hashmi,,277,6
NA-40,Chaudahry Nisar Ali Khan,,49071,1
NA-40,Safdar Ali Shah,,32392,2
NA-40,Muhammad Kamal,,23690,3
NA-40,Muhammad Ayub,,817,4
NA-40,Zaheer Hussain Naqvi,,744,5
NA-41,Malik Muhammad Aslam,,35479,1
NA-41,Taj Muhammad Khan Khanzada,,34709,2
NA-41,Muhammad Bahadur,,16693,3
NA-41,AbduL Rehman,,699,4
NA-41,Muhammad Idrees,,569,5
NA-42,Sardar Muhammad Sarfraz Khan,,59056,1
NA-42,Malik Nasar Ali Khan,,42683,2
NA-42,Molvi Bashir Ahmad Chishti,,9457,3
NA-42,Major (R) Fateh Muhammad,,3425,4
NA-43,Malik Nur Khan,,69828,1
NA-43,Muhammad Akbar Khan,,38835,2
NA-43,Mumtaz Khan,,2716,3
NA-43,Ghulam Hussain,,2390,4
NA-44,Raja Muhammad Afzal Khan,,60626,1
NA-44,Chaudhary Muhammad Altaf Hussain,,56153,2
NA-44,Mirza Muhammad Nawazish Ali,,661,3
NA-44,Muhammad Asmatullah Khan,,512,4
NA-44,Azmat Kamal Khan,,435,5
NA-44,Muhammad Ayub,,413,6
NA-45,Lt. General (R) Abdul Majeed Malik,,53469,1
NA-45,Sardar Muhammad Ashraf Khan,,41549,2
NA-45,Malik Habib Khan,,18301,3
NA-45,Colonel (R) Mumtaz Ali Khan,,14268,4
NA-46,Raja Muhammad Afsar,,40344,1
NA-46,Raja Lehrasab Khan,,27267,2
NA-46,Raja Munawar Ahmad,,25754,3
NA-46,Imtiaz Ahmad Khan,,8701,4
NA-46,Nazar Hussain Janjua,,5912,5
NA-47,Nawabzada Mazhar Ali,,62499,1
NA-47,Chaudhary Tajamal Hussain,,1424,2
NA-47,Choudhary Abdul Razzaq,,924,3
NA-47,Ch. Ghulam Rabbani Zafar,,659,4
NA-47,Mian Khan,,508,5
NA-48,Chaudhary Shujat Hussain,,63184,1
NA-48,Irshad Begum,,18143,2
NA-48,Muzaffar Ali,,619,3
NA-48,Chaudhary Ajmal Ali Khawar,,190,4
NA-49,Syed Manzoor Hussain Shah,,35871,1
NA-49,Chaudhary Muhammad Safdar,,35316,2
NA-49,Muhammad Aslam,,20469,3
NA-49,Chaudhary Nisar Ahmad,,11525,4
NA-49,Chaudhary Mumtaz Akhtar,,1524,5
NA-49,Chaudhary Ghulam Sarwar,,879,6
NA-49,Doctor Haji Muhammad Ahmad Bhatti,,471,7
NA-50,Chaudhary Muhammad Iqbal,,40830,1
NA-50,Masood Ahmad,,31844,2
NA-50,Seth Allah Ditta,,27933,3
NA-50,Nasir Iqbal,,1595,4
NA-50,Mirza Najam ur Rehman,,436,5
NA-51,Ch. Mumtaz Ahmad Tarar,,43446,1
NA-51,Ahmad Yar,,38403,2
NA-51,Munawar Hussain,,25801,3
NA-52,Chaudhary Muhammad Nawaz Bosal,,22583,1
NA-52,Umar Hayat Gondal,,17456,2
NA-52,Muhammad Gulzar,,12586,3
NA-52,Umar Hayat,,12031,4
NA-52,Muhammad Hayat,,11770,5
NA-52,Liaqat Ali,,6116,6
NA-52,Ch. Manzoor Hussain Dudhra,,738,7
NA-52,Muhammad Iqbal,,621,8
NA-53,Malik Naseem Ahmed Aheer,,35450,1
NA-53,Aziz ul Haq Qureshi,,33683,2
NA-53,Muhammad Salman Salfi,,23138,3
NA-53,Muhammad Ismail Majid,,947,4
NA-54,Malik Muhammad Naeem Khan,,51914,1
NA-54,Al-haj Karam Bakhsh Awan,,38604,2
NA-55,Syed Nusrat Ali Shah,,62838,1
NA-55,Muhammad Aslam Hayat,,49347,2
NA-56,Malik Muhammad Aslam Katcheela,,38758,1
NA-56,Malik Muhammad Khan Awan,,32677,2
NA-56,Muhammad Saleem,,22085,3
NA-56,Irshad Ahmad,,269,4
NA-57,Chaudhary Anwar Ali Cheema,,69001,1
NA-57,Afzaal Khalid,,34572,2
NA-57,Mian Nazar Muhammad,,1707,3
NA-57,Siraj Din,,1347,4
NA-58,Ch. Amanullah Khan Badhrana,,37984,1
NA-58,Shaikh Ahmad,,35096,2
NA-58,Mian Akram,,13997,3
NA-58,Karam Ellahi,,1997,4
NA-59,Malik Nur Hayat Khan Noon,,56461,1
NA-59,Mian Nasir Ahmad,,39872,2
NA-60,Maqbool Ahmad Khan,,64875,1
NA-60,Nawabzada Malik Muhammad Muzaffar Khan,,33449,2
NA-60,Hafiz Ahmad Khan,,4227,3
NA-61,Doctor Sher Afgan Khan Niazi,,61924,1
NA-61,Aamer Hayat Khan,,60955,2
NA-61,Haji Ghulam Muhammad,,8666,3
NA-62,Amanullah Khan Shahani,,68709,1
NA-62,Rasheed Akbar Khan Nawani,,65781,2
NA-63,Sardarzada Muhammad Ali Shah,,47487,1
NA-63,Dost Muhammad Lali,,44632,2
NA-63,Malik Rab Nawaz,,13033,3
NA-63,Qazi Safdar Ali,,1349,4
NA-64,Maulana Muhammad Rahmatullah,,66645,1
NA-64,Mehar Muhammad Fuzail Khan,,40412,2
NA-64,Mirza Khan,,3701,3
NA-65,Nawab Amanullah Khan Siyal,,47575,1
NA-65,Iftikhar Ahmad Ansari,,45034,2
NA-65,Umar Hayat Sial,,15861,3
NA-65,Sheikh Muhammad Aslam,,835,4
NA-65,Shaikh Muhammad Iqbal,,428,5
NA-65,Muhammad Ibrahim,,281,6
NA-66,Begum Syeda Abida Hussain,,75063,1
NA-66,Haji Ghulam Ahmad,,49240,2
NA-67,Khan Muhammad Arif Khan,,54549,1
NA-67,Sahabzada Muhammad Nazeer Sultan,,49199,2
NA-67,Chaudhary Muhammad Idrees,,8963,3
NA-68,Muhammad Anwar Ali Khan,,41602,1
NA-68,Sabiha Shakeel,,17925,2
NA-68,Doctor Afsar Ali Khan,,16977,3
NA-68,Mian Amjad Yasin,,5880,4
NA-68,Muhammad Asif Yousaf,,398,5
NA-68,Khalid Anwar,,321,6
NA-68,Malik Aziz-ur-Rehman,,257,7
NA-69,Raja Nadir Parvaiz Khan,,37202,1
NA-69,Mian Zahid Sarfraz,,20092,2
NA-69,Tufail Ahmad Zia,,16628,3
NA-69,Muhammad Riaz Shahid,,15346,4
NA-69,Asmat Akram,,608,5
NA-70,Muhammad Hanif Ansari,,26055,1
NA-70,Muhammad Iqbal Haider,,20966,2
NA-70,Chaudhary Muhammad Siddique Randhawa,,20398,3
NA-70,Sakeena Begum Chaudhary,,18768,4
NA-70,Sajjad Akbar,,15513,5
NA-71,Ch. Muhammad Nazir Ahmad,,55457,1
NA-71,Dildar Ahmad Cheema,,45868,2
NA-71,Akhtar Hussain Gill,,401,3
NA-72,Rai Salahuddin Khan,,35652,1
NA-72,Mian Ghulam Dastgir Bari,,33560,2
NA-72,Azhar Hussain,,14066,3
NA-72,Atiqullah Khan,,5856,4
NA-73,Doctor Muhammad Shafiq Chaudhary,,23138,1
NA-73,Ch. Muhammad Afzal,,15585,2
NA-73,Muhammad Ishaq Sahi,,14666,3
NA-73,Saleem Jehangir,,14437,4
NA-73,Zahoor Ahmad Khan,,13181,5
NA-73,Chaudhary Umer Khitab,,7245,6
NA-74,Ch. Muhammad Bashir Randhawa,,29054,1
NA-74,Imtiaz Ahmad Gill,,28879,2
NA-74,Ghulam Mustafa Bajwa,,28298,3
NA-74,Syed Abdul Hussan Gilani,,2241,4
NA-74,Shaukat Ali Gill,,517,5
NA-75,Muhammad Ashraf Khan Lashari,,56906,1
NA-75,Rai Arif Hussain,,23098,2
NA-75,Shahadat Ali Khan,,19949,3
NA-75,Chaudhary Ghulam Nabi,,18653,4
NA-75,Muhammad Ali Khan,,11770,5
NA-75,Syed Ibrar Hussain Bukhari,,7978,6
NA-75,Rana Abdul Hameed,,3865,7
NA-75,Muhammad Tufail,,2704,8
NA-75,Haji Sarfraz Khan,,461,9
NA-76,Muhammad Abdullah Ghazi,,32771,1
NA-76,Malik Muhammad Ali Shad,,30510,2
NA-76,Chudhary Muhammad Yaseen,,15631,3
NA-77,Mian Nasir Ali Khan Baloch,,35777,1
NA-77,Shahid Khalil Noor,,17679,2
NA-77,Muhammad Sibtain Shah,,15663,3
NA-77,Muhammad Ashraf Rao,,9588,4
NA-77,Haider Hassan Toor,,8539,5
NA-78,Makhdoom Syed Ali Raza Shah,,68480,1
NA-78,Chaudhary Asad ur Rehman,,46749,2
NA-78,Abdul Rasheed,,2042,3
NA-78,Iqbal Hussain,,496,4
NA-79,Chaudhary Abdul Sattar,,36641,1
NA-79,Malik Nadir Khan Tiwana,,34484,2
NA-79,Muhammad Latif,,19262,3
NA-79,Asad Masood,,11166,4
NA-79,Akhtar Iqbal Kahloon,,3385,5
NA-79,Riaz Ahmad,,879,6
NA-80,Hamza,,42954,1
NA-80,Haji Muhammad Ishaq,,27706,2
NA-80,Muhammad Khalid Malik,,22297,3
NA-80,Syed Ghias Mehmood,,10011,4
NA-80,Muhammad Tufail,,4828,5
NA-80,Muhammad Hanif,,2764,6
NA-81,Pir Muhammad Ashraf,,28954,1
NA-81,Khawaja Ahmad Tariq Rahim,,16847,2
NA-81,Alhaj Mukhtar Ahmad Butt,,6991,3
NA-81,Zafarullah Khan,,2347,4
NA-81,Wali Muhammad,,1665,5
NA-81,Doctor Asghar Hussain,,522,6
NA-81,Maqsood Ahmad,,349,7
NA-81,Mian Liaqat Ali,,291,8
NA-82,Iqbal Ahmad Khan,,30979,1
NA-82,Mian Miraj Din,,21986,2
NA-82,Gulzar Ahmad,,3611,3
NA-82,Chaudhary Muhammad Arshad,,1990,4
NA-82,Syed Tasawar Hussain Bukhari,,357,5
NA-83,Shaikh Rohail Asghar,,46646,1
NA-83,Mian Abdul Kabir,,19056,2
NA-83,Doctor Atiq Hasan Bukhari,,2653,3
NA-83,Ali Basher Agha,,2314,4
NA-83,Chuddhary Muhammad Sharif,,1795,5
NA-83,Mirza Tahir Baig,,1041,6
NA-83,Muhammad Idrees,,611,7
NA-83,Abdul Hakim Qazi,,551,8
NA-83,Mian Riaz Ahmad Kashif,,175,9
NA-83,Muhammad Ashraf,,173,10
NA-83,Malik Zulfiqar Ahmad,,117,11
NA-84,Liaqat Baloch,,26258,1
NA-84,Begum Afsar Raza Qazilbash,,16388,2
NA-84,Mehmood Ali,,14050,3
NA-84,Muhammad Qavi Khan,,9132,4
NA-84,Mian Muhammad Ashfaq,,9004,5
NA-84,Hafiz Qari Muhammad Zawar Bahadur,,3304,6
NA-84,Nawabzada Farhad Ali Khan,,1704,7
NA-84,Professor Haji Mirza Muhammad Ahmad   Zarrar,,242,8
NA-85,Mian Muhammad Asif,,21415,1
NA-85,Rehmat Ellahi,,15567,2
NA-85,Muhammad Ilyas,,14268,3
NA-85,Inayat Hussain Bhatti,,13343,4
NA-85,Muhammad Farooq Maudoodi,,659,5
NA-86,Mian Muhammad Nawaz Sharif,,35719,1
NA-86,Syed Ahmad Hasan Asad Gilani,,17896,2
NA-86,Syed Moinuddin,,888,3
NA-86,Muzammal Hussain Butt,,502,4
NA-86,Irfan Saeed,,341,5
NA-86,Professor Farid Ahmad Faridi,,212,6
NA-86,Mian Muhammad Saeed,,201,7
NA-86,Mian Shahbaz Ahmad,,198,8
NA-86,Muhammad Daryab Yousaf Qureshi Al   Hashmi,,114,9
NA-87,Hafiz Salman Butt,,18895,1
NA-87,Mian Salahuddin,,15377,2
NA-87,Muhammad Iftikhar Ali Sheikh,,7286,3
NA-87,Effatullah,,1593,4
NA-87,Malik Abdul Mateen,,711,5
NA-87,Syed Shahid Iqbal Gilani,,349,6
NA-87,Azhar Saeed Butt,,168,7
NA-87,Haji Muneer Ahmad,,159,8
NA-87,Azhar Zaidi,,141,9
NA-87,Mian Yousaf Salahuddin,,117,10
NA-88,Haji Muhammad Asghar,,28210,1
NA-88,Malik Shah Muhammad Awan,,28040,2
NA-88,Wazir Ali Bhatti,,19533,3
NA-88,Molvi Abdul Ghafoor Alwari,,18625,4
NA-88,Ch. Riasat Ali Sindhu,,12199,5
NA-88,Amanat Ali Advocate,,4550,6
NA-88,Murad Ali,,1598,7
NA-88,Chaudhary Muhammad Hayat,,1160,8
NA-88,Khan Afzaal Ahmad Khan,,797,9
NA-88,Abdul Khaliq Awan,,520,10
NA-89,Sardar Aseff Ahmad Ali,,41930,1
NA-89,Khizar Hayat Khan,,28233,2
NA-89,Sallahuddin,,18469,3
NA-89,Sardar Liaqat Ali,,13440,4
NA-89,Muhammad Iqbal,,2064,5
NA-90,Rao Muhammad Khizar Hayat,,35430,1
NA-90,Kamaluddin Kamal Salarpuri,,19145,2
NA-90,Ghulam Sarwar,,18833,3
NA-90,Sahabzada Sher Ali Khan,,3224,4
NA-90,Muhammad Siddique alias Shadi Khan,,2459,5
NA-91,Sardar Abdul Hameed,,52880,1
NA-91,Rana Phool Muhammad Khan,,44544,2
NA-91,Doctor Abdul Khaliq,,5357,3
NA-91,Muhammad Hayat Khan,,1679,4
NA-91,Muhammad Sarwar Khan,,701,5
NA-92,Maulana Moeenuddin Lakhvi,,33615,1
NA-92,Sardar Muhammad Ashiq,,25217,2
NA-92,Malik Muhammad Ashiq,,24312,3
NA-92,Ch. Sardar Muhammad Khan Meo,,7926,4
NA-92,Saleem Raza,,5312,5
NA-92,Ch. Muhammad Taqi,,5242,6
NA-92,Chaudhary Muhammad Saeed Sindhu,,2129,7
NA-93,Rana Tanveer Hussain,,43337,1
NA-93,Muhammad Jamil,,35056,2
NA-93,Manzoor Hussain,,27267,3
NA-93,Malik Barkat Ali Atiq,,4699,4
NA-94,Mian Abdul Raouf,,52871,1
NA-94,Nazir Ahmad Virk,,44642,2
NA-94,Mushtaq Ahmad Khan,,3455,3
NA-94,Abdul Haleem,,317,4
NA-94,Hamid Saeed Khan,,199,5
NA-95,Mian Shamim Haider,,55625,1
NA-95,Chaudahry Muhammad Barjees Tahir,,47222,2
NA-95,Ch. Rashid Ahmad Kahloon,,2883,3
NA-96,Malik Sarfraz Ahmad,,36612,1
NA-96,Abdul Rasheed,,25208,2
NA-96,Rana Iftikhar Hussain,,21745,3
NA-96,Malik Nasrullah Khan,,12053,4
NA-96,Nazir Ahmad,,6327,5
NA-96,Tariq Mehmood,,5335,6
NA-97,Rai Mansab Ali Khan,,52923,1
NA-97,Bashir Ahmad Khan,,39878,2
NA-98,Hamid Nasir Chattha,,80834,1
NA-98,Saif Ali Chattha,,39779,2
NA-98,Bawa Nazir Hussain,,5350,3
NA-99,Brigadier (R) Iftikhar e Bashir,,41690,1
NA-99,Malik Fazal Hussain,,33371,2
NA-99,Irshadullah Tarar,,33113,3
NA-99,Mian Saifullah Tarar,,21413,4
NA-100,Sheikh Muhammad Mansoor,,64069,1
NA-100,Ghulam Dastagir Khan,,39785,2
NA-100,Ghulam Nasir Bhatti,,644,3
NA-100,Mian Muhammad Masood Ahmad,,348,4
NA-100,Ghazi Nazir Ahmad,,228,5
NA-100,Babu Muhammad Munir Chaudhary,,75,6
NA-101,Brigadier (R) Chaudhary Muhammad   Asghar,,46593,1
NA-101,Ch. Muhammad Anwar,,44459,2
NA-101,Choudhary Muhammad Nawaz,,4616,3
NA-101,Rana Zahoor Ahmad,,4328,4
NA-101,Pervaiz Ahmad,,3199,5
NA-101,Mufti Muhammad Hussain,,1503,6
NA-101,Chaudhary Amanullah,,490,7
NA-102,Rana Nazir Ahmad Khan,,57000,1
NA-102,Syed Muhammad Khalil-ur-Rehman Chishti,,47816,2
NA-103,Chaudahry Ejaz Ahmad,,69215,1
NA-103,Kazim Ali,,42732,2
NA-104,Khawaja Muhammad Safdar,,41987,1
NA-104,Mian Muhammad Naeem ur Rehman,,37168,2
NA-104,Professor Amin Javed,,8357,3
NA-104,Chaudhary Ghulam Qadir,,1033,4
NA-104,Allah Ditta,,938,5
NA-104,Rao Muhammad Ikram ul Haq Khan,,489,6
NA-105,Chaudhary Ameer Hussain,,23415,1
NA-105,Muhammad Rashid Akhtar,,22821,2
NA-105,Chaudhary Javed Mehdi,,20508,3
NA-105,Ch. Muhammad Aslam,,20455,4
NA-105,Muhammad Suleman Saddal,,16241,5
NA-105,Mureed Hussain,,6339,6
NA-105,Majar (R) Ghulam Rasool,,6328,7
NA-106,Muhammad Akram Khan,,43971,1
NA-106,Nazir Ahmad Khan,,30759,2
NA-106,Chaudhary Sultan Ahmad,,15527,3
NA-106,Muhammad Sarfraz,,6836,4
NA-106,Ch. Gul Nawaz,,6299,5
NA-106,Abdul Hafeez Akmal,,5351,6
NA-106,Chaudhary Riaz Ahmad,,3208,7
NA-106,Muhammad Sadiq,,1698,8
NA-106,Muhammad Arshad,,1415,9
NA-107,Sahibzada Muhammad Ahmad,,55626,1
NA-107,Abdul Sattar,,44617,2
NA-107,Akhtar Ali,,1859,3
NA-108,Chaudhary Muhammad Sarwar Khan,,56368,1
NA-108,Ch. Muhammad Akbar Kahloon,,45756,2
NA-108,Haji Abdul Haq,,3164,3
NA-109,Chaudhary Shafaat Ahmad Khan,,43240,1
NA-109,Ch. Anwar ul Haq,,35389,2
NA-109,Abdul Aziz,,13183,3
NA-109,Khaqan Babar,,2918,4
NA-109,Iftikhar Ali Sheikh,,955,5
NA-109,Habibullah Bhatti,,567,6
NA-109,Muhammad Sadiq Bhatti,,548,7
NA-110,Anwar Aziz Chaudhary,,58538,1
NA-110,Muhammad Idrees Taj,,27397,2
NA-110,Malik Muhammad Suleman,,11859,3
NA-110,Muhammad Azam Khan,,938,4
NA-111,Syed Fakhar Imam Shah,,61410,1
