cluster_id,family_tokens,districts,n_members,n_winners,total_wins,span,members,member_ids
F0188,qureshi|islam,rawalpindi,6,1,1,1993-2024,"Raja Qamar Ul Islam (1W/2C, PMLN); Talib Hussain Qureshi, Adv. (0W/1C, Jamiat Ulema-e-Pakistan); Aga Riaz-Ul-Islam (0W/2C, PPP); Khursheed Anwar Qureshi (0W/1C, IND); Qazi Noor Ul Islam Qureshi (0W/1C, IND); M. Siddiq Qureshi (0W/1C, PTI)",P01010|P02376|P04093|P08911|P09945|P12323
F0193,yar,attock,3,1,1,1993-2024,"Malik Allah Yar Khan (1W/2C, IND|PMLQ); Hassan Yar (0W/1C, IND); Malik Bahadur Yar (0W/1C, IND)",P01034|P12232|P12235
F0195,kiani,jhelum,4,1,1,1993-2024,"Bilal Azhar Kiani (1W/1C, PMLN); Mehdi Hassan Kiani (0W/1C, IND); Raja M. Nawaz Kiani (0W/1C, MMA); Raja Irshad-Ul-Haq Kiani (0W/1C, JI)",P01047|P01050|P04162|P12409
F0197,paracha,sargodha,4,1,1,1993-2024,"Inam-Ul-Haq Paracha (1W/3C, IND|PPP); Ihsan-Ul-Haq Paracha (0W/1C, PPP); Hasan Inam Paracha (0W/1C, IND); Haroon Ehsan Paracha (0W/3C, IND|PMLQ)",P01052|P01055|P02409|P04172
F0202,lak,sargodha,4,1,1,1993-2013,"Ahmad Zia-Ur-Rehamn Khan Lak (1W/1C, PMLN); Mehar Ahmed Shujjah Khan Lak (0W/1C, NA(alliance)); Mehar M. Yar Khan Lak (0W/3C, IND); Mehar Khaliq Yar Khan Lak (0W/2C, PPP)",P01061|P04173|P04175|P04181
F0207,rokhri|hayat|rokhari,mianwali,5,1,1,1993-2024,"Humair Hayat Rokhari (1W/3C, IND|PMLN); Khurram Hameed Khan Rokhari (0W/1C, IND); Gul Hameed Rokhri (0W/1C, IND); Gul Hamid Khan Rokhri (0W/1C, IND); Humair Hayat Khan (0W/1C, IND)",P01082|P01089|P02446|P02451|P12791
F0215,sarfraz,faisalabad|lahore|sialkot,9,1,1,1993-2024,"Muhammad Ali Sarfraz (1W/2C, IND); Sarfraz Ahmad (0W/2C, IND); Mian Khalid Sarfraz (0W/1C, PTI); Malik Hamid Sarfraz (0W/1C, IND); Malik Noor Muhammad Sarfraz Awan Advocate (0W/1C, Pakistan Justice Party); Sarfraz (0W/1C, IND); Mian Zahid Sarfraz (0W/3C, PML-H|PMLJ|PMLQ); Amina Sarfraz (0W/1C, IND); Muhammad Sarfraz Akbar (0W/1C, SIC)",P01134|P02495|P02818|P06289|P09155|P09209|P12977|P12993|P13017
F0216,yaseen,faisalabad|gujranwala|muzaffargarh,3,1,1,1993-2018,"Mian Amjad Yaseen (1W/1C, PMLN); Muhammad Yaseen Khan (0W/1C, IND); Muhammad Yaseen (0W/3C, IND|MQM)",P01138|P09192|P09195
F0218,kharal,toba tek singh,4,1,1,1993-2024,"Khalid Ahmad Khan Kharal (1W/3C, PPP); Javed Ahmad Khan Kharal (0W/1C, IND); Haida Ali Khan Kharal (0W/2C, IND|PPP); Sajida Abbas Kharal (0W/1C, IND)",P01173|P01180|P05909|P13049
F0230,fazlullah,lower dir|swabi,2,1,1,1993-2013,"Qazi Molana Fazlullah (1W/2C, IJM|JUIF); Fazlullah (0W/1C, JUIF)",P01223|P08508
F0232,shehzad,faisalabad|gujrat,3,1,1,1993-2024,"Khurram Shahzad (1W/4C, IND|PNP|PTI|Pakistan Awami Raj); Shehzad Anwar (0W/1C, IND); Safeer Shehzad (0W/1C, IND)",P01238|P10010|P12969
F0240,ishfaq,kasur|narowal,3,1,1,1993-2024,"M. Ishfaq (1W/2C, IND|PMLN); Imran Ishfaq (0W/2C, IND); M. Ishfaq Taj (0W/1C, IND)",P01291|P02660|P04611
F0289,junejo,larkana|qambar shahdadkot,2,1,1,1997-2024,"Khursheed Ahmed Junejo (1W/2C, IND|PPP); Moula Bakhsh Junejo (0W/1C, PTI)",P01692|P10915
F0320,tareen,loralai cum barkhan cum musakhel|loralai cum musa khail cum ziarat cum dukki cum,2,1,1,1997-2018,"Muhammad Israr Tareen (1W/2C, BAP|IND); Muhammad Iqbal Tareen (0W/1C, IND)",P01992|P11462
F0338,afridi,ta bara tehsil of khyber agency|ta khyber agency,3,1,1,1997-2002,"Molana Khalil-Ur-Rehman Afridi (1W/1C, IND); Mian Gul Afridi (0W/2C, IND); Dr. Bakht Wazir Afridi (0W/1C, IND)",P02307|P04039|P04042
F0341,afridi,ta tas attached to peshawar kohat bbannu di khan tank and lakki marwat districts,8,1,1,1997-1997,"Malik Haji Baz Gul Afridi (1W/1C, IND); Ibrahim Afridi (0W/1C, IND); Haji M. Jan Khan Afridi (0W/1C, IND); M. Azam Afridi (0W/1C, IND); Malik Taj Ali Afridi (0W/1C, IND); Masood Khan Afridi (0W/1C, IND); Ghulam Hassan Afridi (0W/1C, IND); Maliik Anayatullah Afridi (0W/1C, IND)",P02334|P02337|P02342|P02343|P02348|P02349|P02350|P02359
F0343,satti,rawalpindi,4,1,1,1997-2018,"Ghulam Murtaza Satti (1W/3C, PPP); Javed Iqbbal Satti (0W/2C, IND|PMLQ); MUHAMMAD MUNEEB SATTI (0W/1C, Pakistan Sunni Tehreek); Solat Majeed Satti Advocate (0W/1C, JI)",P02364|P04091|P08846|P09937
F0349,gondal|afzal,sargodha,4,1,1,1997-2024,"Nadeem Afzal Gondal (1W/4C, PPP|PTI); Zubair Ahmad Gondal (0W/2C, JI); Ch. M. Afzal Gondal (0W/1C, IND); Sajjad Haider Gondal (0W/3C, IND)",P02408|P05775|P09016|P12734
F0357,wirk,faisalabad,4,1,1,1997-2008,"Muhammad Ijaz Virk (1W/1C, PPP); M. Ijaz Virk, Adv. (0W/1C, IND); Ch. M. Ijaz Virk (0W/1C, PPP); Ch. M. Abid Virk (0W/1C, IND)",P02478|P04259|P04263|P05866
F0360,manan,bahawalnagar|faisalabad,2,1,1,1997-2024,"Mian Abdul Manan (1W/4C, IND|PMLN); Abdul Manan Aslam (0W/1C, IND)",P02492|P13014
F0365,abida,jhang,2,1,1,1997-2008,"Syeda Abida Hussain (1W/2C, PMLN|PPP); Abida Hussain (0W/1C, PMLQ)",P02520|P04290
F0379,dar|saira,lahore,3,1,1,1997-2013,"M. Ishaq Dar (1W/1C, PMLN); Saira Goga (0W/1C, APML); Saira Dar (0W/1C, IND)",P02691|P06250|P06332
F0385,sajid,peshawar,2,1,1,2002-2024,"Sajid Nawaz (1W/2C, IND|PTI); Sajid Abdullah (0W/1C, PTI)",P02713|P08453
F0395,anees,narowal,3,1,1,2002-2024,"Ch. Muhammad Tariq Anees (1W/1C, IND); Muhammad Talha Anees (0W/1C, IND); Muhammad Tariq Anees (0W/3C, IND|PPP)",P02797|P04442|P12617
F0396,riffat,narowal,2,1,1,2002-2024,"Riffat Javed (1W/1C, PMLQ); Riffat Javaid (0W/1C, IND)",P02803|P12636
F0398,qureshi|aleem,lahore,6,1,1,2002-2024,"Abdul Aleem Khan (1W/4C, IPP|PMLQ|PTI); M. Duryab Yousaf Qureshi Alhashmi (0W/2C, IND); Nouman hussain qureshi (0W/1C, Barabri Party Pakistan); Altaf Ahmed Qureshi (0W/1C, PPP); Noor Alam Qureshi (0W/1C, Qaumi Jamhoori Party); Moqaddus Aleem Qureshi (0W/1C, IND)",P02812|P02827|P02871|P02876|P10468|P13162
F0401,qadri,jhang|lahore|rawalpindi,7,1,1,2002-2018,"Dr. M. Tahir-Ul-Qadri (1W/3C, PAT); Syed Zaeem Hussain Qadri (0W/6C, IND); Hassan Mir Qadri (0W/1C, IND); Mian Ghulam Shabir Qadri (0W/1C, ST); Sajjad Haider Qadri (0W/1C, ST); Haji Rana Sharafat Ali Qadri (0W/1C, SIC); Rana Muhammad Riaz Qadri (0W/1C, ST)",P02838|P02841|P02875|P04123|P06257|P06340|P06351
F0408,bhutta,lahore,2,1,1,2002-2013,"Chaudry Nasir Ahmed Bhutta (1W/2C, PMLN); Sarfraz Asghar Bhutta (0W/1C, IND)",P02877|P06385
F0410,warraich,lahore,2,1,1,2002-2018,"Maj. (R) Habibullah Warraich (1W/2C, PMLQ); Waqar Nadeem Warraich (0W/2C, MMA)",P02884|P02894
F0413,dhillon,shekhupura,3,1,1,2002-2024,"Brig. (R) Zulfiqar Ahmad Dhillon (1W/2C, PMLQ); Muhtarma Amna Zulfiqar Dhillon (0W/1C, PMLQ); Umer Aftab Dhillon (0W/3C, IND)",P02896|P04541|P06443
F0414,sharaqpuri,shekhupura,2,1,1,2002-2024,"Mian Jalil Ahmad Sharkpuri (1W/2C, IND|PMLN); Sahhabzada Mian Jalil Sharaqpuri (0W/1C, IND)",P02899|P06454
F0417,haidar,shekhupura,2,1,1,2002-2013,"Mian Shamim Haider (1W/3C, PMLQ|PPP); Shehzad Ali Haidar (0W/1C, IND)",P02923|P04569
F0423,mujtaba|kharral,okara,5,1,1,2002-2024,"Capt. Rai Ghulam Mujtaba Kharral (1W/2C, PPP); Muhammad Aslam Khan Kharral (0W/1C, PMLQ); GHULAM MUJTABA (0W/1C, PPP); Rai Muhammad Saleem Raza Kharral (0W/1C, PMLN); Capt. (R) Ghulam Mujtaba Kharal (0W/1C, PPP)",P02968|P04612|P04613|P04614|P10529
F0424,gilani,okara,6,1,1,2002-2024,"Syed Raza Ali Gillani (1W/4C, IND); Syed Mehr Hassani Gillani (0W/1C, JI); Syed Aamir Hassain Gilani (0W/1C, IND); Syed Ali Abbas Gillani (0W/3C, IND); Syed Muhammad Ali Gillani (0W/3C, IND); Syed Afzaal Ali Gillani (0W/1C, IND)",P02969|P04635|P06649|P10545|P10546|P13375
F0425,bukhari,okara,2,1,1,2002-2024,"Syed Sumsan Ali Shah Bukhari (1W/4C, IND|PPP|PTI); Hissan Bukhari (0W/1C, IND)",P02976|P13350
F0433,khagga,pakpattan,4,1,1,2002-2024,"Pir M. Shah Khaggah (1W/2C, PMLQ); Pir Ahmad Shah Khagga (0W/1C, IND); Moeen Uddin Shah Khagga (0W/1C, IND); Muhammad Shah Khagga (0W/2C, PMLQ|PTI)",P03079|P06876|P06879|P13400
F0437,yousafzai,vehari,2,1,1,2002-2013,"Azhar Ahmad Khan Yousufzai (1W/3C, IND|PPP); Jahangir Ahmed Khan Yousafzai (0W/1C, IND)",P03108|P06957
F0449,bokhari,muzaffargarh,5,1,1,2002-2024,"Syed Basit Ahmad Sultan Bokhari (1W/3C, IND|PMLQ); Syed Jameel Ahmed Hussain Bokhari (0W/2C, PTI); Syeda Shehr Bano Bukhari (0W/2C, IND|PMLN); Makhdoom Jamil Ahmad Hussain Bokhari (0W/2C, PMLN); Syeda Maria Batool Bokhari (0W/1C, IND)",P03159|P03161|P07068|P07071|P13754
F0468,alamgir,peshawar,3,1,1,2002-2024,"Dr. Arbab Alamgir Khan (1W/5C, PPP); Asma Alamgir (0W/1C, PPP); Muhammad Alamgir Khalil (0W/1C, ANP)",P03275|P09601|P09615
F0477,memon,larkana,2,1,1,2002-2013,"Khalid Iqbal Memon (1W/2C, IND|PPP); Ali Muhammad Memon (0W/1C, MQM)",P03324|P07417
F0488,rashdi,khairpur,2,1,1,2002-2024,"Pir Syed Saddaruddin Shah Rashdi (1W/2C, GDA|PMLF); Syed Shahabuddin Shah Syed Deenar Ali Shah Rashdi (0W/1C, IND)",P03396|P05002
F0498,mehboobullah,kohistan|kohistan cum lower kolai pallas kohistan|kohistan upper cum kohistan lo,2,1,1,2002-2024,"Mehboobullah (1W/1C, IND); Mehboobullah Jan (0W/3C, PML|PMLQ|PPP)",P03499|P05134
F0502,nizamani,sanghar,3,1,1,2002-2018,"Haji Khuda Bakhsh Nizamani (1W/2C, IND|PMLF); SAEED KHAN NIZAMANI (0W/1C, IND); Nisar Ahmed Nizamani (0W/1C, IND)",P03520|P05198|P11042
F0504,soomro,thatta,2,1,1,2002-2013,"Dr. Abdul Wahid Soomro (1W/3C, IND|PPP); Molvi Ahmed Alias Abdu Alashraf Soomro (0W/1C, MMA)",P03538|P03540
F0505,malkani,thatta,3,1,1,2002-2013,"M. Ali Malkani (1W/1C, PMLQ); Haji Muhammad Usman Malkani (0W/1C, IND); Aslam Malkani (0W/1C, IND)",P03541|P07905|P07908
F0508,miankhel,di khan|di khan cum tank,3,1,1,2002-2024,"Fateh Ullah Khan Miankhel (1W/1C, PPP); Alhaj Sardar Umar Farooq Khan Miankhel (0W/1C, PMLQ); Alhaj Sanaullah Khan Miankhel (0W/2C, IND|PMLQ)",P03557|P03653|P12135
F0509,sarkaruddin,karachi,2,1,1,2002-2002,"Sarkaruddin, Adv. (1W/1C, MQM); Sarkaruddin (0W/1C, IND)",P03561|P03649
F0515,baig,karachi|karachi south,5,1,1,2002-2024,"Mirza Ikhtiar Baig (1W/3C, PPP); Mirza M. Ishtiaq Baig (0W/1C, IND); Sohail Baig Noori (0W/1C, ST); Naveed Ali Baig (0W/1C, JI); Mirza Shakeel Arman Baig (0W/1C, ST)",P03577|P03648|P03657|P05232|P14446
F0518,khanzada,karachi|karachi east|karachi west,3,1,1,2002-2024,"Dr. Abdul Qadir Khanzada (1W/3C, IND|MQM); Javed Iqbal Khanzada (0W/2C, IND|PML-Z); Khanzada Imran (0W/1C, PMLQ)",P03592|P03732|P05229
F0548,bugti,sibi cum kohlu cum dera bugti,2,1,1,2002-2002,"Haider Bugti (1W/1C, JWP); Tariq Hussain Bugti (0W/1C, IND)",P03826|P03833
F0556,subhan,swat,2,1,1,2002-2024,"Fazal-E-Subhan (1W/2C, JI|MMA); Fazale Subhan (0W/1C, JI)",P03892|P08465
F0569,afridi,ta tas of peshawar kohat bannu di khan tank and lakki marwat districts,4,1,1,2002-2002,"Dr. Aseem Afridi (1W/1C, IND); Shehzada Mehmood Afridi, Adv. (0W/1C, IND); Noor Aslam Afridi (0W/1C, IND); Said Anwar Afridi (0W/1C, IND)",P04050|P04057|P04058|P04062
F0583,kiani|kayani|wajid|khaliq,rawalpindi,10,1,1,2002-2024,"Aamir Mehmood Kiani (1W/2C, PTI); Muhammad Zubair Kayani (0W/3C, IND|JUIF); Wajid Kiani (0W/1C, PNP); Abdul Wajid Hussain (0W/1C, JUIF); Muhammad Ashraf Kayani (0W/1C, IND); Ziad Khaliq Kiani (0W/1C, IND); Group Captain (Ret.) Mushtaq Ahmed Kayani (0W/1C, IND); Wajid Murtaza (0W/1C, IND); Zahid Khaliq kayani (0W/1C, IND); Zahid Mehmood Kiani (0W/1C, MQM)",P04122|P05719|P05747|P08869|P08895|P09966|P12302|P12311|P12321|P12367
F0584,eman,attock,2,1,1,2002-2024,"Eman Wasim (1W/1C, PMLQ); Eman Waseem (0W/2C, IND)",P04136|P05750
F0592,wasi,faisalabad,4,1,1,2002-2024,"M. Wasi Zafar (1W/1C, PMLQ); Ch. Muhammad Wasi Zafar. (0W/2C, IND); UMAIR WASI CHOUDHARY (0W/2C, IND); Muhammad Waqar Wasi Chaudhary. (0W/3C, IND|PTI)",P04221|P05829|P05834|P10261
F0597,safdar,faisalabad,3,1,1,2002-2013,"M. Safdar Shaker (1W/1C, PMLQ); Muhammad Safdar Shakir (0W/2C, IND|PMLQ); Ch. Safdar-Ur-Rehman (0W/3C, IND|PMLN)",P04236|P04238|P05846
F0607,imranullah,gujranwala,2,1,1,2002-2024,"Ch. Imranullah, Adv. (1W/1C, PPP); Haji M. Imranullah Ch. (0W/3C, IND|PMLQ)",P04330|P04333
F0616,kaira,gujrat,2,1,1,2008-2024,"Qamar Zaman Kaira (1W/4C, PPP); Hamza Qamar Kaira (0W/1C, IND)",P04398|P12478
F0617,awan|ashiq,sialkot,5,1,1,2008-2024,"Dr. Fardos Ashiq Awan (1W/1C, PPP); Mubashir Maqsood Awan (0W/1C, IND); Nadeem Ahmad Awan (0W/1C, PPP); Dr Firdous Ashiq Awan (0W/3C, IPP|PPP); FIRDOUS ASHIQ (0W/1C, PTI)",P04421|P06118|P10035|P12553|P12578
F0622,yaseen|cheema,lahore,5,1,1,2008-2024,"Bilal Yaseen (1W/1C, PMLN); Tariq Yaseen (0W/1C, Pakistan Falah Party); Shoaib ullah Cheema (0W/1C, IND); Azeem Yaseen (0W/1C, IND); Ch Muhammad Yaseen Cheema (0W/1C, Pakistan Muhafiz Watan Party)",P04463|P06323|P06368|P10451|P13149
F0646,manais,vehari,3,1,1,2008-2024,"Saeed Ahmed Khan Manais (1W/5C, IND|PMLN); Asim Saeed Khan Manais (0W/1C, IND); Asif Saeed Manais (0W/2C, IND)",P04722|P04726|P06962
F0647,hayat,vehari,2,1,1,2008-2024,"Mehmood Hayat Khan (1W/2C, PPP); Abdullah Hayat Khan (0W/2C, IND)",P04729|P10684
F0653,saud,bahawalpur,2,1,1,2008-2024,"Ch. Saud Majeed (1W/2C, IND|PMLN); Saud Majeed (0W/2C, PMLN)",P04808|P07152
F0654,cheema,bahawalnagar,5,1,1,2008-2024,"Tahir Bashir Cheema (1W/2C, PMLN|PMLQ); Fatima Tahir Cheema (0W/2C, IND|PTI); Muhammad Allah Dad Cheema (0W/1C, PML-Z); Saif-Ur-Rahman Cheema (0W/1C, IND); Muhammad Nawaz Cheema (0W/1C, Tehreek-e-Tahaffuze Pakistan)",P04819|P07162|P07184|P10696|P13610
F0657,ghous,rahim yar khan|rahimyar khan,2,1,1,2008-2024,"Mian Ghous Muhammad (1W/3C, IND|PTI); Ghous Muhammad (0W/1C, IND)",P04834|P07218
F0696,chang,badin,4,1,1,2008-2024,"Sardar Kamal Khan Chang (1W/3C, IND|PPP); Asad Kamal Khan Chang (0W/2C, IND); Peroz Khan Chang (0W/1C, IND); Muhammad Aslam Chang (0W/1C, IND)",P05085|P07739|P07761|P14198
F0707,gandapur,d khan cum tank|di khan,6,1,1,2008-2024,"Ali Amin Khan Gandapur (1W/1C, IND); Fahimullah Gandapur (0W/1C, IND); Akram Rasti Gandapur (0W/1C, IND); Al-Haaj Ikram Ullah Khan Gandapur (0W/1C, IND); Hizbullah Gandapur (0W/2C, PMLN); Mohammad Younas Khan Gandapur (0W/1C, IND)",P05212|P05214|P05270|P07945|P08053|P12122
F0709,mehboob,karachi,2,1,1,2008-2013,"Mehboob Alam (1W/1C, MQM); Tariq Mahboob (0W/2C, IND|SIC)",P05238|P07982
F0713,akhter,karachi|karachi west,2,1,1,2008-2024,"Waseem Akhter (1W/2C, MQM|PPP); Kamran Akhter (0W/1C, IND)",P05282|P11358
F0714,abidi,karachi|karachi east,4,1,1,2008-2024,"Syed Ali Raza Abidi (1W/1C, MQM); Syed Marghoob Hussain Abidi (0W/4C, APML|IND); Syed Faisal Raza Abidi (0W/1C, PPP); Syed Sohail Abidi (0W/1C, PPP)",P05293|P05347|P07992|P08082
F0716,shahjahan,karachi|karachi east,2,1,1,2008-2018,"Shahjahan Baloch (1W/1C, PPP); Shahjahan (0W/2C, IND|PMLN)",P05318|P08030
F0717,zaidi,karachi|karachi east,4,1,1,2008-2024,"Syed Ali Haider Zaidi (1W/2C, PTI); Mir Humayun Ali Zaidi (0W/1C, IND); Kausar Fatima Zaidi (0W/1C, GDA); Syed Asghar Abbas Zaidi (0W/1C, MWM)",P05319|P08096|P08110|P14418
F0723,tareen,musakhel cum barkhan cum loralai cum duki|old loralai,4,1,1,2008-2024,"Sardar Muhammad Israr Tareen (1W/2C, PMLQ|PPP); Azam Khan Tareen (0W/1C, IND); Muhammad Asif Tareen (0W/1C, IND); Sardar Muhammad Shafique Tareen (0W/1C, IND)",P05397|P05401|P14643|P14644
F0725,domki,dera bugti cum kohlu cum barkhan cum sibi cum lehri|old sibi|ziarat cum harnai c,5,1,1,2008-2024,"Mir Dostain Khan Domki (1W/4C, BAP|IND|PMLN); Mir Ali Mardan Khan Domki (0W/1C, IND); Mir Balach Khan Domki (0W/1C, IND); Mir Durakh Khan Domki (0W/1C, IND); Mir Hair Bayar Khan Domki (0W/1C, IND)",P05411|P08313|P11466|P14678|P14682
F0735,marwat,lakki marwat,5,1,1,2008-2024,"Sher Afzal Khan Marwat (1W/1C, IND); Khan Bahader Marwat (0W/2C, IND); Rafi Ullah Khan Marwat (0W/1C, IND); Akhtar Munir Marwat (0W/1C, IND); Mansoor Kamal Marwat (0W/2C, IND|PMLN)",P05456|P09667|P12067|P12069|P12083
F0739,mulk,swat,2,1,1,2008-2013,"Muzafer Ul Mulk (1W/1C, ANP); Muzaffar-Ul-Mulk (0W/1C, ANP)",P05485|P08443
F0752,akhunzada,bajaur|ta,2,1,1,2008-2024,"Syed Akhun Zada Chittan (1W/5C, IND|PPP); Rehman Gul Akhunzada (0W/1C, IND)",P05620|P09830
F0759,bhattani,ta,4,1,1,2008-2013,"Zafar Baig Bhattani (1W/2C, IND); Ashfaq Khan Bhattani (0W/2C, IND); Kamran Khan Bhattani (0W/1C, IND); Abdullah Nanglal Bhattani (0W/1C, IND)",P05658|P05667|P08751|P08757
F0776,waseer,faisalabad,2,1,1,2008-2024,"Malik Nawab Sher Waseer (1W/3C, PMLN|PPP); Zia Shahid Waseer (0W/1C, IND)",P05827|P09123
F0777,tallal|badar,faisalabad,3,1,1,2008-2024,"Muhammad Tallal Choudhary (1W/2C, PMLN); MUHAMMAD BILAL BADAR (0W/1C, IND); MUHAMMAD TALLAL BADAR (0W/2C, IND|PMLN)",P05838|P10256|P10265
F0802,cheema,gujranwala|sialkot|wazirabad,8,1,1,2013-2024,"NISAR AHMED CHEEMA (1W/2C, PMLN); Shahbaz Ahmad Cheema (0W/1C, IND); Mumtaz Ahmad Cheema (0W/1C, IND); Fiaz Hussain Cheema (0W/1C, IND); Ch Ejaz Ahmed Cheema (0W/4C, IND|PPP); Omar Khalid Cheema (0W/1C, IND); Tasadduq Hussain Cheema (0W/1C, IND); Mubasar Hussain Cheema (0W/1C, IND)",P06138|P10084|P12489|P12492|P12493|P12497|P12500|P12502
F0814,hammad,lahore,2,1,1,2013-2018,"Muhammad Hammad Azhar (1W/2C, PTI); Saleem Hammad (0W/1C, IND)",P06254|P10409
F0816,khosa,lahore,2,1,1,2013-2024,"Sardar Muhammad Latif Khan Khosa (1W/1C, IND); Sardar Khurram Latif Khan Khosa (0W/1C, PPP)",P06350|P13198
F0823,sahi,nankana sahib|shekhupura,3,1,1,2013-2024,"Muhammad Arshad Sahi (1W/2C, IND|PTI); Atiq Ur Rehman Sahi (0W/1C, IND); Muhammad Ammar Arshad Sahi (0W/1C, IND)",P06496|P13081|P13086
F0876,channar,bahawalpur,4,1,1,2013-2024,"Malik Muhammad Iqbal Channar (1W/1C, PMLN); Malik Ejaz Ahmad Channar (0W/1C, MQM); Malik Abdul Majeed Channar (0W/1C, IND); Mian Zubair Mahmood Channar (0W/1C, IND)",P07126|P07136|P07143|P13659
F0885,attaullah,karachi|karachi west|multan|sukkur,2,1,1,2013-2024,"Attaullah (1W/4C, AAT|IND|JUIS|PTI); Syed Atta Ullah Shah (0W/3C, JI|MMA|TLP)",P07281|P07959
F0931,durrani,bannu,2,1,1,2013-2024,"Akram Khan Durrani (1W/2C, JUIF|MMA); Zahid Akram Durrani (0W/1C, JUIF)",P08212|P12046
F0950,qaisar,ta,2,1,1,2013-2018,"Qaisar Jamal (1W/2C, PTI); Sayed Qaisar Hussain (0W/1C, IND)",P08562|P08747
F0963,afridi,khyber|ta,5,1,1,2013-2024,"Alhaj Shah Jee Gul Afridi (1W/3C, IND|PMLN); Muhammad Iqbal Afridi (0W/1C, IND); Shah Faisal Afridi (0W/3C, IND|JI); Abid Afridi (0W/1C, IND); Hameed Ullah Jan Afridi (0W/1C, JUIF)",P08715|P08732|P11882|P11884|P11887
F0971,aqeel,rawalpindi,3,1,1,2013-2024,"Aqeel Malik (1W/1C, IND); Tahir Aqeel (0W/1C, JUIS); Zahid Aqeel (0W/1C, IND)",P08900|P12294|P12371
F0974,khadim,gujranwala|jhelum|sialkot,2,1,1,2013-2024,"Chaudhry Khadim Hussain (1W/3C, IND|PMLN); CHAUDHARY NADEEM KHADIM (0W/1C, PMLN)",P08985|P09990
F1029,malook,lahore,2,1,1,2018-2024,"Malik Saif Ul Mulook Khokhar (1W/2C, PMLN); Saif Ul Malook (0W/1C, IND)",P10482|P13237
F1037,fiaz,kot addu|muzaffargarh,2,1,1,2018-2024,"Mian Fiaz Hussain (1W/2C, IND); Mubashir Fiaz (0W/1C, IND)",P10784|P13796
F1042,magsi,kamber shahdadkot,2,1,1,2018-2018,"Mir Amer Ali Khan Magsi (1W/1C, PPP); Nazeer Hussain Magsi (0W/1C, IND)",P10926|P10931
F1062,aamir,karachi east,2,1,1,2018-2024,"Aamir Hussain (1W/1C, PTI); Aamir Nawaz (0W/1C, IND)",P11304|P14387
F1071,raisani|lashkari,quetta,3,1,1,2018-2024,"Nawabzada Mir Jamal Khan Raisani (1W/1C, PPP); Mir Lashkari Raisani (0W/1C, BNP); Nawabzada Haji Mir Lashkari Raisani (0W/1C, IND)",P11548|P14865|P14893
F1075,zeb,bajaur,2,1,1,2024-2024,"Mubarak Zeb Khan (1W/1C, IND); Khan Zeb (0W/1C, ANP)",P11720|P11722
F1089,ghuman,sialkot,3,1,1,2024-2024,"Muhammad Aslam Ghuman (1W/1C, IND); Fakhar Nishat Ghuman (0W/1C, IND); Chaudhry Azeem Ghuman (0W/1C, IND)",P12603|P12607|P12610
F1094,nawani,bhakkar,2,1,1,2024-2024,"Rasheed Akbar Khan Nawani (1W/1C, IND); Saeed Akbar Khan Nawani (0W/1C, IND)",P12810|P12819
F1109,qureshi,kot addu,3,1,1,2024-2024,"Mian Muhammad Shabbir Ali Qureshi (1W/2C, IND); Ali Abbas Qureshi (0W/1C, IND); Mian Amjad Abbas Qureshi (0W/1C, PPP)",P13776|P13778|P13800
F0004,gulfam,shekhupura,2,0,0,1993-2018,"Gulfam Jameel (0W/1C, IND); M. Gulfam Ashraf (0W/1C, IND)",P00028|P10399
F0006,awan,lahore|shekhupura,5,0,0,1993-2013,"Malik Maqsood Ahmad Awan (0W/4C, IND|MQM|PML-H); Malik Muhammad Asif Awan (0W/1C, MQM); M. Arif Awan (0W/1C, PPP); Muhammad Naseef Awan (0W/1C, JUIF); Sajid Ali Awan, Adv. (0W/1C, PPP)",P00037|P01373|P02901|P06457|P06461
F0008,noorka,shekhupura,2,0,0,1993-1997,"Malak Hussain Ali Noorka (0W/1C, IND); Malik Nazir Ali Noorka (0W/1C, IND)",P00042|P01378
F0010,hakim,kasur,2,0,0,1993-2013,"Chudhary Hakim Ali (0W/1C, IND); Tariq Hakim Ali (0W/2C, PPP)",P00054|P06538
F0011,mehdi,kasur,3,0,0,1993-2002,"Syeda Nelofar Mehdi (0W/1C, IND); Syeda Nelofar Qasim Mehdi (0W/1C, IND); Syeda Nielofer Mehdi (0W/1C, IND)",P00055|P01394|P02949
F0012,hashmi,kasur,2,0,0,1993-2002,"Allama Syed Shabbir Ahmed Hashmi (0W/1C, MMA); Allam Syed Shabbir Ahmad Hashmi (0W/1C, IJM)",P00065|P02962
F0016,abbasi,abbottabad cum haripur,4,0,0,1993-1997,"Abdul Latif Abbasi (0W/1C, PPP); Jamal Khan Abbasi (0W/1C, JI); S. M. Gulzar Abbasi (0W/1C, PPP); Col. (R) Abdur Razzaq Khan Abbasi (0W/1C, Hazara Front)",P00074|P00129|P01406|P01451
F0019,gill,okara,4,0,0,1993-2013,"Shahid Mehmood Gill (0W/1C, PAT); Major (Ret) Mahmood Ahmed Gill (0W/1C, IND); Ch. Mehmood Ahmad Gill (0W/1C, PTI); Maj. (R) Mehmood Ahmad Gill (0W/1C, National Democratic Alliance)",P00090|P01415|P02970|P06622
F0020,afzal,okara,2,0,0,1993-2013,"Rao M. Afzal Khan (0W/1C, PPP); Muhammad Ameer Afzal (0W/1C, IND)",P00092|P06658
