cluster_id,family_tokens,districts,n_members,n_winners,total_wins,span,members,member_ids
F0474,bukhari,larkana,2,0,0,2002-2008,"Syed Peer Shah Bukhari (0W/1C, IND); Syed M. Younas Bukhari (0W/1C, PAT)",P03315|P04916
F0476,choliyani,larkana,2,0,0,2002-2013,"Manzoor Ali Choliyani (0W/1C, IND); Imdad Hussain Choliyani (0W/1C, IND)",P03322|P07431
F0478,rashidi,larkana,3,0,0,2002-2013,"Asghar Shah Rashidi (0W/1C, Sindh United Party); Syed Asghar Hussain Rashidi (0W/1C, NA(alliance)); Mehtab Akbar Rashidi (0W/1C, PMLF)",P03325|P04918|P07392
F0479,ubedullah,larkana,2,0,0,2002-2013,"Ubedullah (0W/1C, MQM); Ubedullah Lolai (0W/1C, MQM)",P03331|P07436
F0480,pathan,jacobabad,2,0,0,2002-2013,"Munir Ahmed Pathan (0W/1C, MQM); Agha Munir Ahmed Pathan (0W/1C, MQM)",P03334|P07481
F0482,domki,jacobabad,2,0,0,2002-2013,"Mir Ghalib Hussain Khan Domki (0W/1C, IND); Zaffarullah Khan Domki (0W/1C, IND)",P03350|P07494
F0483,chachar,jacobabad|jacobabad cum kashmore,2,0,0,2002-2024,"M. Murad Khan Chachar (0W/1C, PMLN); Ghulam Asghar Khan Chachar (0W/2C, IND)",P03354|P07498
F0484,sundrani,jacobabad,5,0,0,2002-2013,"Mir Ghulam Wahid Alias Nasrullah Khan Sundrani (0W/1C, IND); Mir Ghulam Abid Khan Sundrani (0W/2C, IND); Sardar Mir Hakim Ali Khan Sundrani (0W/1C, PMLF); Mir Qudaratullah Khan Sundrani (0W/1C, IND); Mir Iqbal Khan Sundrani (0W/1C, IND)",P03355|P03356|P04962|P07495|P07503
F0485,mughal,naushero feroz|naushero feroze,2,0,0,2002-2013,"Abdul Sattar Mughal (0W/1C, IND); M. Akram Mughal (0W/2C, PMLN)",P03359|P07523
F0486,soomro,khairpur,4,0,0,2002-2013,"Mohammad Ismail Soomro (0W/1C, IND); Naveed Ahmed Soomro (0W/1C, Sindh United Party); Allah Warayo Soomro (0W/1C, NA(alliance)); Zulfiqar Ali Soomro (0W/1C, Sindh United Party)",P03390|P07593|P07607|P07637
F0487,sahito,khairpur,3,0,0,2002-2013,"Mumtaz Hussain Sahito (0W/2C, JI|MMA); Ghulam Mustafa Sahito (Rtd) (0W/1C, IND); Noor Mohammad Sahito (0W/1C, MQM)",P03395|P03404|P05010
F0489,banbhan,khairpur,3,0,0,2002-2013,"Bashir Ahmed Banbhan (0W/1C, IND); Mohammad Rafique Banbhan (0W/1C, IND); Sajid Ali Banbhan (0W/2C, PPP)",P03397|P05003|P05009
F0490,rajpar,khairpur,2,0,0,2002-2024,"Ameer Ali Rajpar (0W/1C, IND); Shaukat Ali Rajpar (0W/2C, IND)",P03398|P13985
F0491,dino,khairpur,2,0,0,2002-2008,"Sardar Shah Dino (0W/1C, PMLN); Muhammad Dino (0W/1C, Sindh United Party)",P03403|P05017
F0492,qadri,hyderabad,2,0,0,2002-2024,"Mehmood Ahmed Qadri (0W/1C, JUP-N); Syed Mushtaq Ali Qadri (0W/1C, PAT)",P03415|P14143
F0493,dilshad,hyderabad,2,0,0,2002-2018,"Dilshad Ahmed (0W/1C, PMLQ); Dilshad Pathan (0W/1C, IND)",P03459|P11139
F0494,aleem,badin|karachi|karachi south|karachi west|keamari|sanghar,2,0,0,2002-2024,"M. Aleem Qaimkhani (0W/1C, MQM); Muhammad Saleem (0W/8C, IND|MQM|Pasban Pakistan.|ST)",P03461|P05075
F0495,gill,lahore|mirpur khas|old mirpurkhas,3,0,0,2002-2018,"Muazzam Iqbal Gill Advocate (0W/1C, IND); Ch. M. Aslam Gill (0W/3C, IND|PPP); Nasir Gill (0W/1C, MQM)",P03485|P04466|P06411
F0496,chand,mirpur khas|old mirpurkhas,2,0,0,2002-2018,"Roop Chand (0W/1C, IND); Kishan Chand Parwani (0W/2C, IND|NA(alliance))",P03489|P11072
F0497,lot,tharparkar,2,0,0,2002-2002,"Gul M. Lot (0W/1C, PPP); Ghulam M. Lot (0W/1C, IND)",P03494|P03508
F0499,shoro,dadu,2,0,0,2002-2013,"Suhail Ahmed Shoro (0W/2C, IND); Ali Nawaz Shoro (0W/2C, IND|MQM)",P03510|P05157
F0500,solangi,dadu,3,0,0,2002-2013,"Ghulam Murtza Solangi (0W/1C, MQM); Mr Mohammad Ashraf Solangi (0W/1C, IND); Hussain Bakhsh Solangi, Adv. (0W/1C, MQM)",P03515|P05163|P07855
F0501,channa,dadu,3,0,0,2002-2018,"Bashir Ahmed Channa (0W/1C, IND); Muhammad Channa (0W/2C, Sindh United Party); Shafi Muhammad Channa (0W/1C, IND)",P03516|P05164|P07846
F0503,shar,sanghar,2,0,0,2002-2008,"Riaz Shar (0W/1C, MQM); Abdul Malik Shar (0W/1C, MQM)",P03522|P05181
F0506,lal,karachi,3,0,0,2002-2013,"Muhammad Asghar Lal (0W/1C, PPP); Lal Badshan (0W/1C, IND); Arshad Lal Junejo (0W/1C, IND)",P03552|P08023|P08069
F0507,afridi,karachi|karachi central,8,0,0,2002-2024,"Gul Mohammad Afridi (0W/1C, IND); Doctor Saeed Ahmed Afridi (0W/1C, PTI); Wazeer Ahmed Afridi (0W/1C, PMLN); Rujhanullah Afridi (0W/1C, IND); M. Tariq Afridi (0W/1C, IND); Danish Inder Gul Afridi (0W/1C, IND); Wazirzada Afridi (0W/2C, IND|PMLN); Muhammad Khan Afridi (0W/2C, ANP|IND)",P03555|P03576|P05224|P05225|P07915|P07967|P08009|P14557
F0510,bhatti,karachi,2,0,0,2002-2002,"M. Iftikhar Ahmed Bhatti (0W/2C, ST); M. Iftikhar Ahmed Bhatti Qadri (0W/1C, ST)",P03564|P03644
F0511,bukhari,karachi,2,0,0,2002-2013,"Iftikhar Shah Bukhari (0W/2C, PAT); Syed Mustafir Hussain Bukhari (0W/1C, AML)",P03567|P08013
F0512,islam,karachi,2,0,0,2002-2008,"M. Islam (0W/1C, IND); Khizarul Islam (0W/1C, QWP)",P03569|P05244
F0514,ghori,karachi,2,0,0,2002-2013,"Zafar Ahmed Ghori (0W/1C, AML); Aurangzeb Ghori (0W/1C, IND)",P03572|P07981
F0516,swati,karachi,2,0,0,2002-2002,"Ali Asghar Khan Swati (0W/1C, PTI); Dr. Qari Naseeruddin Swati (0W/1C, MMA)",P03580|P03632
F0517,shakir,karachi,2,0,0,2002-2008,"Dr. M. Shakir Alam (0W/2C, PPP); Syed Shakir Ali (0W/1C, MQM-H)",P03589|P03693
F0519,jafri,karachi,3,0,0,2002-2013,"Syed Shahenshah Ali Jafri (0W/1C, PPP); Syed Adnan Haider Jafri (0W/1C, APML); Saman Sultana Jafri (0W/1C, IND)",P03604|P08024|P08068
F0520,idrees,karachi,2,0,0,2002-2008,"Hamid Idrees (0W/1C, ST); M. Idrees (0W/1C, Pakistan Muslim Alliance)",P03606|P05302
F0521,ameer,karachi,2,0,0,2002-2013,"Dr. Ameer Ahmed (0W/1C, PTI); Mohammad Ameer Tariq (0W/1C, IND)",P03626|P07922
F0522,nizamani,karachi,2,0,0,2002-2002,"Sohrab Nizamani (0W/1C, MQM); Qaiser Khan Nizamani (0W/1C, PPP)",P03634|P03670
F0523,shaheen,karachi,2,0,0,2002-2013,"Prof. Ali M. Shaheen Korai (0W/1C, NA(alliance)); Shaheen Munawer (0W/1C, APML)",P03637|P08118
F0524,noorani|siddiqui|owais,karachi|korangi karachi,6,0,0,2002-2024,"M. Fazal Abdul Majeed Noorani (0W/1C, ST); Muhammad Owais Siddiqui (0W/2C, JUP|JUP-N); Taufeequddin Siddiqui (0W/2C, JI); RASHEED SIDDIQUI (0W/1C, APML); Abdul Majeed Noorani (Mewawala) (0W/1C, MMA); Shah Muhammad Owais Noorani (0W/1C, JUP)",P03643|P03691|P08041|P08138|P08149|P11232
F0525,dars,karachi,2,0,0,2002-2013,"Akbar Dars (0W/2C, Pakistan Muslim League (Sher-e-Bangal)); Molana M. Asghar Dars (0W/1C, PTI)",P03645|P08159
F0526,muneer,karachi|qambar shahdadkot,2,0,0,2002-2024,"Muneer Ahmed (0W/2C, IND); M. Shahzad Muneer Qadri (0W/1C, ST)",P03647|P03672
F0527,wajid,karachi,2,0,0,2002-2008,"M. A. Wajid Jawad (0W/1C, PMLQ); Wajid Nazeer (0W/1C, IND)",P03659|P05292
F0528,altaf,karachi,2,0,0,2002-2013,"S. M. Altaf (0W/1C, Pakistan Mazdoor Kissan Party); Altaf Zikar (0W/1C, IND)",P03667|P08104
F0529,shafiq,karachi|karachi east,3,0,0,2002-2024,"Shafiq But Advocate (0W/1C, IND); Muhammad Saeed Shafiq (0W/3C, IND|PMLN|PSP); Muhammad Shafiq (0W/1C, IND)",P03692|P05219|P08075
F0530,asim,karachi,3,0,0,2002-2013,"Muhammad Asim Ahsan (0W/1C, IND); Wing Comdr. (R) M. Nawaz Asim (0W/1C, PMLQ); Muhammad Asim Ishtiaq (0W/1C, APML)",P03703|P05261|P08011
F0531,niazi,bhakkar|karachi,7,0,0,2002-2024,"Rab Nawaz Kahn Niazi, Adv. (0W/1C, PMLN); Sher Khan Niazi (0W/1C, IND); Najeeb Ullah Khan Niazi (0W/2C, IND|PMLN); Syed Sitwat Hussain Niazi, Adv. (0W/1C, PAT); Muhammad Nawaz Khan Niazi (0W/1C, IND); Rafique Ahmad Khan Niazi (0W/2C, IND|PTI); M. Tariq Khan Niazi (0W/2C, PPP)",P03705|P03769|P04210|P07957|P07984|P08090|P09087
F0532,awan,karachi,6,0,0,2002-2013,"Farah Awan (0W/1C, PMLN); Malik Matloob Ali Awan (0W/2C, ST); Malik Shamriz Awan (0W/1C, APML); Faheem Ahmed Awan (0W/1C, IND); Matloob Awan (0W/1C, ST); Akhtar Hussain Awan (0W/2C, PMLN)",P03719|P05220|P05237|P05346|P07998|P08072
F0533,naeemuddin,karachi,2,0,0,2002-2013,"Naeemuddin (0W/1C, IND); Syed Naeemuddin (0W/1C, PPP)",P03728|P08046
F0534,naz,karachi,2,0,0,2002-2013,"Naseem Naz (0W/1C, IND); Naz Baloch (0W/1C, PTI)",P03758|P07954
F0536,abideen,karachi|karachi central,2,0,0,2002-2024,"Zain-Ul-Abideen Ansari (0W/1C, PMLN); Molana Zain-Ul-Abdeen (0W/2C, ALI|Pakistan Muslim Alliance)",P03767|P05321
F0537,usmani,karachi,2,0,0,2002-2008,"Molvi Shabbir Ahmed Usmani (0W/1C, Pakistan Awami Party); Haji Nafees Ahmed Usmani (0W/1C, PPP)",P03771|P05316
F0538,soomro,karachi,2,0,0,2002-2013,"Gulzar Ahmad Soomro (0W/1C, Sindh Taraqi Passand Party); Nisar Ahmed Soomro (0W/2C, IND)",P03772|P08115
F0539,hazara|khaliq,khuzdar|killa abdullah cum chaman|old zhob|quetta,7,0,0,2002-2024,"Arbab Liaqat Ali Hazara (0W/1C, MWM); Abdul Kahliq Hazara (0W/2C, Hazara Democratic Party|IND); Mirza Hussain Hazara (0W/1C, HDP); Muhammad Ishaq Hazara (0W/1C, IND); Abdul Khaliq Khan (0W/2C, IND|PMLN); Abdul Khaliq (0W/5C, Hazara Democratic Party|IND|JUIS|PMLN|PRHP); Saadat Ali Hazara (0W/1C, Balochistan National Democratic Party)",P03782|P05360|P05408|P08207|P14867|P14868|P14932
F0540,khudai,quetta,2,0,0,2002-2008,"Khudai Dad (0W/1C, ANP); Khudai Noor (0W/2C, JWP|PMLN)",P03786|P05351
F0541,shahwani,kalat|kalat cum mastung|mastung cum shaheed sikandarabad cum kalat|quetta,7,0,0,2002-2018,"Ghulam Farooq Shahwani (0W/1C, MQM); M. Yousaf Shahwani (0W/1C, MQM); Malik Mehmood Yar Shahwani (0W/1C, IND); Mir Munir Ahmed Shahwani (0W/3C, BNP|IND); Sardar Ahmed Khan Shahwani (0W/1C, IND); Meer Riaz Ahmed Shahwani (0W/1C, PPP); Nawab Muhammad Khan Shahwani (0W/2C, NP)",P03788|P03850|P08389|P11572|P11573|P11575|P11580
F0542,kasi,quetta,3,0,0,2002-2024,"Nasir Haidar Kasi (0W/1C, IND); Malik Abdul Qahir Khan Kasi (0W/1C, ANP); Arbab Abdul Ghani Kasi (0W/1C, MQM)",P03791|P05355|P14882
F0543,sanjrani,quetta|quetta cum chagai cum mastung,2,0,0,2002-2013,"Sardar Atif Ali Sanjrani (0W/1C, IND); Sardarzada M. Najeeb Sanjrani (0W/2C, IND)",P03796|P08192
F0544,roshan,bannu,2,0,0,2002-2008,"M. Roshan (0W/1C, MQM); Muhammad Roshan Khan (0W/1C, MQM)",P03798|P05365
F0545,mengal,quetta cum chagai cum mastung,2,0,0,2002-2002,"Haji Baloch Khan Mengal (0W/1C, PMLQ); Mir Nauroz Mengal, Adv. (0W/1C, IND)",P03799|P03803
F0546,baloch,quetta cum chagai cum mastung,2,0,0,2002-2002,"Habib Jalib Baloch, Adv. (0W/1C, BNP); Ghulam Farooq Baloch (0W/1C, Balochistan National Movement)",P03800|P03801
F0547,tareen|kaleemullah,karachi east|keamari|pishin cum ziarat,6,0,0,2002-2024,"Noor Khan Tareen, Adv. (0W/1C, IND); Noor Khan Tareen Advocate (0W/1C, IND); Muhammad Anwar Khan Tareen (0W/4C, IND|MQM); Abbdul Hadi Tareen (0W/1C, IND); Kaleemullah Tareen (0W/1C, IND); Dr. Kaleemullah Khan (0W/1C, PkMAP)",P03808|P03815|P03817|P05381|P05384|P05386
F0549,khosa,nasirabad,3,0,0,2002-2002,"Dr. Hafeez-Ur-Rehman Khosa (0W/1C, MMA); Munawar Alii Khosa (0W/1C, PPP); Yasir Hussain Khosa (0W/1C, IND)",P03836|P03837|P03840
F0550,jamoot,kacchi,2,0,0,2002-2002,"Pir Bakhsh Jamoot (0W/1C, PTI); Mehar Ali Jamoot (0W/1C, IND)",P03846|P03847
F0551,zehri|sanaullah,kalat|kalat cum mastung|khuzdar|mastung cum shaheed sikandarabad cum kalat,9,0,0,2002-2024,"Sardar Sanaullah Zehri (0W/6C, Balochistan National Democratic Party|IND|NP|PMLN); Nawabzada Meer Israr ullah Zehri (0W/1C, IND); Mir Abdul Rehman Zehri (0W/2C, IND|PPP); Sanaullah (0W/1C, PRHP); Engineer Muhammad Khan Zehri (0W/1C, IND); Mir Zafarullah Zehri (0W/1C, IND); Mir Muhammad Ibrahim Zehri (0W/1C, IND); Mir Younas Aziz Zehri (0W/1C, IND); Sanaullah Brohi (0W/1C, TLP)",P03851|P03853|P03855|P05446|P08394|P08396|P11594|P14737|P14744
F0552,umrani,khuzdar,2,0,0,2002-2008,"Mir Mehrullah Khan Umrani (0W/1C, PMLN); Mir Meehrullah Umrani (0W/1C, PMLN)",P03857|P05453
F0553,lasi,awaran cum lasbela,2,0,0,2002-2002,"Allah Warayo Lasi (0W/1C, IND); Abdul Karim Lasi (0W/1C, PPP)",P03860|P03866
F0554,bizenjo,awaran cum lasbela,2,0,0,2002-2002,"Bizan Bizenjo (0W/1C, Balochistan National Democratic Party); Abdul Wahab Bizenjo (0W/1C, Balochistan National Movement)",P03863|P03864
F0559,chamkani,ta frontier region kurram and parts of lower kurram,3,0,0,2002-2002,"Haji Daulat Khan Chamkani (0W/1C, IND); Engr. Toor Gul Chamkani (0W/1C, IND); Engr. Rashid Ahmad Khan Chamkani (0W/1C, IND)",P03945|P03946|P03952
F0561,orakzai,ta orakzai agency,4,0,0,2002-2002,"Saifullah Khan Orakzai (0W/1C, IND); Engr. Naveed Yousaf Orakzai (0W/1C, IND); M. Jan Orakzai (0W/1C, IND); Syed Gul Hussain Orakzai, Adv. (0W/1C, IND)",P03956|P03957|P03958|P03960
F0562,abdur,peshawar,2,0,0,2002-2013,"Pir Abdur Rehman (0W/1C, IND); Haji Abdur Raziq (0W/1C, PMLN)",P03964|P05956
F0563,barki,peshawar,2,0,0,2002-2018,"Haji Javed Iqbal Barki (0W/1C, PTI); Muhammad Daud Khan Barki (0W/1C, IND)",P03965|P09611
F0564,laiq,ta|ta north waziristan agency,2,0,0,2002-2013,"Haji Laiq Zaman (0W/3C, IND); Laiq Zada (0W/1C, IND)",P03976|P08767
F0565,shahi,ta|ta ladha makin sarogha and sarakai tehsils of south waziristan agency,2,0,0,2002-2018,"Badshahi Khan (0W/2C, IND); Shahi Khan (0W/2C, ANP)",P04011|P08752
F0566,afridi,ta jamrud landi kotal and mulagore tehsils of khyber agency,4,0,0,2002-2002,"Nawab Shah Afridi (0W/1C, IND); Hidaytullah Afridi (0W/1C, IND); Sardar Khan Afridi (0W/1C, IND); Ajab Khan Afridi (0W/1C, IND)",P04027|P04033|P04035|P04037
F0567,shinwari,ta jamrud landi kotal and mulagore tehsils of khyber agency,2,0,0,2002-2002,"M. Zakria Shinwari (0W/1C, IND); M. Hassan Shinwari (0W/1C, IND)",P04030|P04038
F0568,ikramullah,ta|ta jamrud landi kotal and mulagore tehsils of khyber agency,2,0,0,2002-2013,"Ikramullah Jan (0W/2C, IND); Ikramullah Khan (0W/1C, IND)",P04032|P05553
F0570,awan|noon,islamabad,8,0,0,2002-2024,"Saeed Ahmed Awan (0W/1C, JUIF); Malik Ikhlaq Ahmad Awan (0W/1C, IND); Iftikhar Hussain Awan (0W/1C, IND); Malik Tariq Mehmood Noon (0W/1C, IND); Altaf Hussain Awan Pakistani (0W/1C, IND); M. Rahim Awan (0W/1C, PML-H); Chan Mehboob Noon Awan (0W/2C, IND); Dr. Babar Awan (0W/1C, PPP)",P04066|P04085|P08821|P08825|P09914|P12166|P12198|P12207
F0571,mughal,islamabad,4,0,0,2002-2024,"Muhammad Haneef Mughal (0W/1C, PTS); Jamshaid Ahmad Mughal (0W/1C, IND); Aammar Masood Mughal (0W/1C, IND); Munawar Mughal (0W/1C, PMLQ)",P04068|P12140|P12151|P12206
F0572,butt,islamabad,2,0,0,2002-2013,"Faisal Sakhi Butt (0W/1C, PPP); M. Farooq Butt (0W/1C, IND)",P04076|P08777
F0573,amir,islamabad,2,0,0,2002-2018,"Amir Naeem (0W/1C, PkMAP); Syed Shaukat Amir (0W/1C, IND)",P04080|P09911
F0575,gujjar,rawalpindi,2,0,0,2002-2013,"Ch Ijaz Hussain Gujjar Advocate (0W/1C, Pakistan Justice Party); Ch. Tariq Mehmood Naqshbandi Gujjar (0W/1C, MMA)",P04096|P08881
F0576,rizvi,rawalpindi,2,0,0,2002-2013,"Syed Saeed Ul Hassan Rizvi (0W/1C, IND); Syed Mozam Ali Rizvi (0W/1C, Pakistan Workers Party)",P04097|P08918
F0577,khokhar,rawalpindi,2,0,0,2002-2008,"Abdul Hafeez Khokhar (0W/1C, Shan-e-Pakistan Party); M. Saghir Khokhar (0W/2C, IND|PPP)",P04099|P04117
F0578,kazmi,rawalpindi,2,0,0,2002-2013,"Syed Zahid Abbas Kazmi (0W/2C, Pak Wattan Party|Pakistan Workers Party); Agha Syed Qamar Abbas Kazmi (0W/1C, Pakistan Workers Party)",P04104|P04111
F0579,siddiqi,rawalpindi,2,0,0,2002-2013,"Shaukat Aziz Siddiqi (0W/1C, MMA); Muhammad Awais Siddiqi (0W/1C, JUP)",P04108|P08902
F0580,butt,rawalpindi,7,0,0,2002-2024,"Rizwan Majeed Butt (0W/1C, IND); Zeeshan Siddique Butt (0W/1C, IND); Umair Tanveer Butt (0W/1C, IND); Naveed Sharif Butt (0W/1C, ST); Tariq Munir Butt (0W/1C, MMA); Shaukat Rasheed Butt (0W/1C, IND); Muhammad Nisar Butt (0W/1C, APML)",P04116|P04118|P08870|P09958|P12297|P12322|P12331
F0581,hayat,rawalpindi,4,0,0,2002-2024,"Mian Imran Hayat (0W/1C, IND); Nasir Hayat (0W/1C, IND); Sardar Shaukat Hayat Khan (0W/1C, PPP); Sardar Shoukat Hayat (0W/1C, PPP)",P04119|P05746|P12335|P12358
F0582,afzal,rawalpindi,3,0,0,2002-2013,"Ch Hamad Afzal (0W/2C, IND); Ch. Sarfraz Afzal (0W/1C, IND); Dr. M. Afzal Azaz (0W/1C, MMA)",P04120|P05722|P08877
F0585,hayat,attock|charsadda,2,0,0,2002-2018,"Dr. Sikandar Hayat Khan (0W/2C, PPP|QWP); ZULFIQAR HAYAT KHAN (0W/1C, PPP)",P04137|P09924
F0586,amir,chakwal,2,0,0,2002-2002,"M. Amir (0W/1C, MMA); Ayaz Amir (0W/1C, PMLN)",P04145|P04151
F0587,bukhari,chakwal,2,0,0,2002-2018,"SYED IMRAN HUSSAIN BUKHARI (0W/1C, MMA); Syed M. Ijaz Shabbir Bukhari (0W/1C, PPP)",P04152|P09981
F0588,mehboob,gujranwala|jhelum,2,0,0,2002-2024,"Mehboob Hussain (0W/1C, PTI); Mehboob Elahi (0W/3C, IND)",P04166|P05929
F0589,baig,jhelum,2,0,0,2002-2013,"Mirza Saeed Mehmood Baig (0W/1C, PTI); Mirza M. Nawazish Ali Baig (0W/1C, IND)",P04167|P08995
F0591,bhutta,faisalabad,3,0,0,2002-2002,"Prof. Dr. Saleem Iqbal Bhutta (0W/1C, PML-H); M. Athar Iqbal Bhutta (0W/1C, MMA); Prof. Dr. M. Jameel Bhutta (0W/1C, PML-H)",P04218|P04220|P04257
F0593,watto|bakar|bakr,faisalabad|lahore,5,0,0,2002-2024,"Abu Bakr Hamza (0W/2C, MMA|PML-Z); Muhammad Abu Bakar (0W/2C, Pakistan Quami Yakjehti Party|TLP); Mian Sarfaz Watto (0W/1C, MQM); Muhammad Abu Bakar Watto (0W/1C, Tehreek-e-Tahaffuze Pakistan); Zahoor Ahmad Watto (0W/1C, JI)",P04222|P06198|P06353|P06369|P10442
F0594,fiaz,faisalabad,2,0,0,2002-2024,"Rai Fiaz Hussain (0W/1C, IND); Sheikh Fiaz Ahmed (0W/1C, PMML)",P04223|P12938
F0596,kharal,faisalabad,2,0,0,2002-2013,"Rai Naeem Asad Kharal (0W/1C, PTI); Rai M. Akram Khan Kharal (0W/1C, MMA)",P04227|P09132
F0599,rahi,faisalabad,2,0,0,2002-2013,"Fazal Hussain Rahi (0W/1C, NA(alliance)); Raj Shuja Tanveer Rahi (0W/1C, IND)",P04267|P09113
F0600,qadri,faisalabad,3,0,0,2002-2013,"Sajid Mehmood Qadri (0W/1C, ST); Rana Asad Elahi Qadri (0W/1C, IND); Mian Riffat Javed Qadri (0W/1C, IND)",P04272|P09125|P09138
F0601,ghafari,faisalabad,2,0,0,2002-2024,"Ch. Abdul Ghafoor Ghafari (0W/1C, IND); M. Qasim Ghafari (0W/1C, IND)",P04273|P12963
F0603,qaiser,jhang,2,0,0,2002-2013,"Irfan Qaiser Sheikh (0W/1C, IND); Sheikh Qaiser Mahmood (0W/1C, IND)",P04292|P09243
F0604,cheema,jhang,2,0,0,2002-2018,"MUHAMMAD ISRAR UL HAQ CHEEMA (0W/1C, TLP); M. Anwar Cheema (0W/1C, MMA)",P04299|P10342
F0605,gilani,jhang,2,0,0,2002-2013,"Syed Tariq Gilani (0W/1C, PPP); Syed Abdul Basit Gilani (0W/2C, IND)",P04300|P09271
F0610,sindhu,gujranwala,3,0,0,2002-2024,"Irshad Ullah Sindhu (0W/1C, IND); Sardar Hassan Sindhu (0W/1C, IND); Allah Yar Sindhu (0W/1C, IND)",P04349|P12699|P12727
F0611,mughal,gujranwala,2,0,0,2002-2024,"Aamar Sohail Mughal (0W/1C, PMLN); Ali Ashraf Mughal (0W/1C, IND)",P04361|P12713
F0612,yawar,peshawar,2,0,0,2008-2024,"Yawar Aftab (0W/1C, PMML); Khawaja Yawar Naseer (0W/1C, IND)",P04372|P11926
F0614,fateh,gujranwala,2,0,0,2008-2013,"Saud Fateh Muhammad (0W/1C, IND); Tariq Yaqoob Fateh Muhammad (0W/1C, PPP)",P04383|P05979
F0615,mohal,hafizabad,2,0,0,2008-2018,"Afrasiab Mohal (0W/1C, IND); Mushtaq Ahmad Mohal (0W/1C, PPP)",P04394|P10159
F0618,rizvi,sialkot,2,0,0,2008-2018,"Syed Akhtar Hussain Rizvi (0W/1C, PTI); Dr.zaheer-Ul-Hassan Rizvi (0W/2C, PPP)",P04429|P06151
F0619,qayyum,sialkot,2,0,0,2008-2013,"Mirza Abdul Qayyum (0W/2C, IND|PTI); Ch Abdul Qayyum Bajwa Advocate (0W/1C, MQM)",P04430|P06141
F0620,sahi,sialkot,2,0,0,2008-2013,"Chaudhary Tariq Maqsood Sahi (0W/1C, JUP); Ahmed Jalal Sahi (0W/1C, IND)",P04432|P06146
F0623,jabbar,kasur|lahore,2,0,0,2008-2024,"Ch. Abdul Jabbar (0W/2C, IND); Zafar Jabbar Chishti (0W/1C, IND)",P04485|P10495
F0625,heera|ditta,lahore|shekhupura,4,0,0,2008-2013,"Malik Javed Shahbaz Heera (0W/2C, IND); Ch. Allah Ditta Hera (0W/2C, IND); Allah Ditta Heera (0W/1C, IND); Malik Javaid Shahbaz Heera (0W/1C, IND)",P04493|P04549|P06335|P06407
F0626,omer|aqil,lahore,4,0,0,2008-2024,"Omer Chaudhary (0W/1C, IND); Sardar Aqil Omer (0W/1C, PMLQ); Aqil Omar (0W/1C, IND); Rana Javed Omer (0W/1C, IND)",P04519|P06386|P06388|P13232
F0627,adil,lahore,2,0,0,2008-2018,"Sardar Adil Umar (0W/2C, IND|PMLN); Malik Adil Hsseeb (0W/1C, IND)",P04525|P06347
F0628,shehzad,lahore,2,0,0,2008-2024,"Shehzad Farooq (0W/1C, IND); Amir Shehzad Khan (0W/1C, IND)",P04539|P13166
F0629,nazar,shekhupura,2,0,0,2008-2013,"Nazar Hussain (0W/2C, IND); Saeeda Nazar (0W/2C, IND)",P04544|P04567
F0630,bukhari,shekhupura,6,0,0,2008-2024,"Syed Gayoor Abbas Bukhari (0W/2C, PPP); Pir Syed Zaheer Ul Hassan Bukhari (0W/1C, TLP); Syed Muhammad Ali Mehdi Bukhari (0W/2C, IND); Syed Taqawal Hussain Shah Bukhari (0W/2C, IND|ST); Syed Muqadas Abbas Bukhari (0W/1C, IND); Syed Muhammad Abu Talib Bukhari (0W/2C, IND)",P04545|P04552|P06446|P10386|P10397|P13131
F0631,gill,shekhupura,2,0,0,2008-2013,"Choudhary Anwar Ali Gill (0W/1C, MQM); Shahid Manzoor Gill. (0W/2C, PMLQ)",P04546|P04568
F0632,javaid,shekhupura,2,0,0,2008-2024,"Maj(R) Javaid Nasarullah (0W/1C, IND); Malik Javaid Akbar (0W/2C, IND)",P04551|P10383
F0633,rizvi,nankana sahib|shekhupura,3,0,0,2008-2018,"Syed Afzaal Hussain Rizvi (0W/2C, TLP); Alambardar Hussain Rizvi (0W/1C, MQM); Syed Raza Hussain Babar Rizvi (0W/1C, IND)",P04563|P06476|P10366
F0635,doger,kasur,2,0,0,2008-2024,"Saad Ullah Hameed Doger (0W/1C, IND); Sardar Muhammad Hussain Dogar (0W/3C, IND|PTI)",P04589|P06552
F0636,mokal,kasur,2,0,0,2008-2024,"Waqas Hassan Mokal (0W/1C, IND); Sardar Hassan Akhtar Mokal (0W/1C, IND)",P04600|P13322
F0637,bhatti,okara,3,0,0,2008-2024,"Ch.sarfraz Hussain Bhatti (0W/1C, IND); Paulus Bhatti (0W/1C, IND); Malik Muhammad Akram Bhatti (0W/1C, IND)",P04615|P06634|P13344
F0638,lashari|hasan,okara,4,0,0,2008-2024,"Naeem Ajmal Khan Lashari Bedar (0W/1C, MQM); Muhammad Arif Lashari (0W/1C, IND); Hammad Hasan Lashari (0W/1C, JI); Syed Sajjad Hasan (0W/1C, IND)",P04619|P13347|P13353|P13374
F0639,chandoor,okara,2,0,0,2008-2013,"Mian Riaz Ul Haq Chandoor (0W/1C, IND); Chodhary Jawied Iqbal Kanwal Chandoor (0W/1C, IND)",P04623|P06653
