year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2024,NA-205,Naushahro Feroze,Sindh,Syed Abrar Ali Shah,Pakistan Peoples Party Parliamentarians,126056,57.7,477319,46.5,32.5,18
2024,NA-206,Naushahro Feroze II,Sindh,Zulfiqar Ali Behan,Pakistan Peoples Party Parliamentarians,135864,60.9,465846,49.6,26.3,15
2024,NA-207,Shaheed Benazirabad,Sindh,Asif Ali Zardari,Pakistan Peoples Party Parliamentarians,147465,68.5,496037,44.5,44.4,13
2024,NA-208,Shaheed Benazirabad,Sindh,Syed Ghulam Mustafa Shah,Pakistan Peoples Party Parliamentarians,127181,61.4,429942,50.7,32.7,19
2024,NA-209,Sanghar,Sindh,Shazia Jannat Marri,Pakistan Peoples Party Parliamentarians,156723,51.2,607638,52.1,5.3,16
2024,NA-210,Sanghar II,Sindh,Salahuddin Junejo,Pakistan Peoples Party Parliamentarians,150196,54.6,600865,47.1,15.3,12
2024,NA-211,Mirpur Khas,Sindh,Pir Aftab Hussain Shah Jeelani,Pakistan Peoples Party Parliamentarians,84512,46.5,433059,43.9,16.8,18
2024,NA-212,Mirpurkhas II,Sindh,Mir Munwar Ali Talpur,Pakistan Peoples Party Parliamentarians,122291,62.1,432341,47.3,39.1,10
2024,NA-213,Umerkot,Sindh,Nawab Muhammad Yousif Talpur,Pakistan Peoples Party Parliamentarians,179188,62.8,589350,50.6,47.1,19
2024,NA-214,Tharparkar,Sindh,Pir Ameer Ali Shah Jellani,Pakistan Peoples Party Parliamentarians,132365,61.7,308482,70.9,33.4,11
2024,NA-215,Tharparkar II,Sindh,Mahesh Kumar Malani,Pakistan Peoples Party Parliamentarians,135287,50.1,415109,67.1,7.8,20
2024,NA-216,Matiari,Sindh,Makhdoom Jamil uz Zaman,Pakistan Peoples Party Parliamentarians,124536,57.6,417629,53.8,20.4,12
2024,NA-217,Tando Allahyar,Sindh,Zulfiqar Bachani,Pakistan Peoples Party Parliamentarians,119530,57.3,451632,47.8,21.9,15
2024,NA-218,Hyderabad I,Sindh,Syed Hussain Tariq,Pakistan Peoples Party Parliamentarians,108598,81.4,338955,40.8,75.5,11
2024,NA-219,Hyderabad II,Sindh,Abdul Aleam Khan,Muttahida Qaumi Movement Pakistan,55050,37.9,424449,34.9,11.5,38
2024,NA-220,Hyderabad III,Sindh,Syed Waseem Hussain,Muttahida Qaumi Movement Pakistan,64531,36.8,461032,38.6,7.1,31
2024,NA-221,Tando Muhammad Khan,Sindh,Syed Naveed Qamar,Pakistan Peoples Party Parliamentarians,111738,68.6,356444,48.2,53.9,17
2024,NA-222,Badin,Sindh,Mir Ghulam Ali Talpur,Pakistan Peoples Party Parliamentarians,113989,57.0,471595,44.9,23.5,15
2024,NA-223,Badin II,Sindh,Haji Rasool Bakhsh Chandio,Pakistan Peoples Party Parliamentarians,115299,52.3,470581,49.8,16.6,16
2024,NA-224,Sujawal,Sindh,Syed Ayaz Ali Shah Sheerazi,Pakistan Peoples Party Parliamentarians,134056,72.1,424328,46.7,63.8,9
2024,NA-225,Thatta,Sindh,Sadiq Ali Memon,Pakistan Peoples Party Parliamentarians,140773,75.4,522386,37.3,59.9,11
2024,NA-226,Jamshoro,Sindh,Malik Asad Sikandar,Pakistan Peoples Party Parliamentarians,165044,74.2,477062,48.4,60.3,11
2024,NA-227,Dadu-I,Sindh,Irfan Ali Leghari,Pakistan Peoples Party Parliamentarians,104141,50.7,479411,44.7,4.5,12
2024,NA-228,Dadu-II,Sindh,Rafiq Ahmad Jamali,Pakistan Peoples Party Parliamentarians,98873,58.3,451062,39.4,29.2,15
2024,NA-229,Malir-I,Sindh,Jam Abdul Karim Bijar,Pakistan Peoples Party Parliamentarians,55730,53.7,232439,45.6,32.7,15
2024,NA-230,Malir-II,Sindh,Syed Rafi Ullah,Pakistan Peoples Party Parliamentarians,32099,32.2,250009,40.9,8.8,25
2024,NA-231,Malir-III,Sindh,Abdul Hakeem Baloch,Pakistan Peoples Party Parliamentarians,43634,33.5,342427,38.7,0.3,25
2024,NA-232,Korangi Karachi-I,Sindh,Aasia Ishaq Siddique,Muttahida Qaumi Movement Pakistan,84592,33.6,594131,43.1,7.1,36
2024,NA-233,Korangi Karachi-II,Sindh,Muhammad Javed Haneef Khan,Muttahida Qaumi Movement Pakistan,103967,42.2,532267,46.8,18.4,27
2024,NA-234,Korangi Karachi-III,Sindh,Muhammad Moin Aamir Pirzada,Muttahida Qaumi Movement Pakistan,72009,41.6,385628,45.4,15.9,20
2024,NA-235,Karachi East-I,Sindh,Muhammad Iqbal Khan,Muttahida Qaumi Movement Pakistan,20185,30.0,170181,40.5,8.9,26
2024,NA-236,Karachi East-II,Sindh,Hassan Shabbir,Muttahida Qaumi Movement Pakistan,38871,28.8,542409,24.9,4.9,34
2024,NA-237,Karachi East-III,Sindh,Asad Alam Niazi,Pakistan Peoples Party Parliamentarians,40840,28.2,413942,35.7,5.2,36
2024,NA-238,Karachi East-IV,Sindh,Sadiq Iftikhar,Muttahida Qaumi Movement Pakistan,54885,32.7,561283,30.5,10.7,25
2024,NA-239,Karachi South-I,Sindh,Nabeel Ahmad Gabool,Pakistan Peoples Party Parliamentarians,40027,31.0,422081,31.2,2.1,19
2024,NA-240,Karachi South-II,Sindh,Arshad Abdullah Vohra,Muttahida Qaumi Movement Pakistan,30573,26.6,385971,30.0,2.8,19
2024,NA-241,Karachi South-III,Sindh,Mirza Ikhtiar Baig,Pakistan Peoples Party Parliamentarians,52456,47.6,462512,23.0,3.5,37
2024,NA-242,Keamari-I,Sindh,Syed Mustafa Kamal,Muttahida Qaumi Movement Pakistan,71727,37.9,437790,43.7,9.5,29
2024,NA-243,Keamari-II,Sindh,Abdul Qadir Patel,Pakistan Peoples Party Parliamentarians,60266,36.1,453424,37.5,6.9,19
2024,NA-244,Karachi West-I,Sindh,Muhammad Farooq Sattar,Muttahida Qaumi Movement Pakistan,20048,33.8,155682,39.0,10.1,24
2024,NA-245,Karachi West-II,Sindh,Syed Hafeez Uddin,Muttahida Qaumi Movement Pakistan,57356,36.0,375285,43.2,12.9,23
2024,NA-246,Karachi West-III,Sindh,Syed Amin ul Haq,Muttahida Qaumi Movement Pakistan,74177,40.4,423861,44.3,22.9,24
2024,NA-247,Karachi Central-I,Sindh,Khawaja Izhar Ul Hassan,Muttahida Qaumi Movement Pakistan,65050,34.8,436934,43.5,6.9,27
2024,NA-248,Karachi Central-II,Sindh,Khalid Maqbool Siddique,Muttahida Qaumi Movement Pakistan,103082,38.9,599811,44.4,6.3,34
2024,NA-249,Karachi Central-III,Sindh,Ahmad Saleem Siddique,Muttahida Qaumi Movement Pakistan,77529,38.7,554641,36.6,13.2,27
2024,NA-250,Karachi Central-IV,Sindh,Farhan Chishti,Muttahida Qaumi Movement Pakistan,79925,42.4,553540,34.5,19.3,25
2024,NA-251,Sherani-cum-Zhob-cum-Killa Saifullah,Balochistan,Maulana Syed Sami Ullah,Jamiat Ulema-e-Islam (F),46210,32.9,323588,44.9,0.1,17
2024,NA-252,Musakhel-cum-Barkhan-cum-Loralai-cum-Duki,Balochistan,Sardar Yaqoob Khan Nasir,Pakistan Muslim League (N),55003,28.5,339816,56.6,1.0,35
2024,NA-253,Ziarat-cum-Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,Mian Khan Mandrani Bugti,Independent,54506,23.4,453352,51.2,3.8,30
2024,NA-254,Jhal Magsi-cum-Kachhi-cum-Nasirabad,Balochistan,Khalid Hussain Magsi,Balochistan Awami Party,79304,54.7,324739,47.0,23.8,27
2024,NA-255,Sohbatpur-cum-Jaffarabad-cum-Usta Muhammad-cum-Nasirabad,Balochistan,Mir Khan Muhammad Jamali,Pakistan Muslim League (N),45404,24.9,531704,37.0,3.3,46
2024,NA-256,Khuzdar,Balochistan,Muhammad Akhtar Mengal,Balochistan National Party (Mengal),65952,48.3,300082,48.3,27.0,15
2024,NA-257,Hub-cum-Lasbela-cum-Awaran,Balochistan,Jam Kamal Khan,Pakistan Muslim League (N),78649,44.0,368218,51.1,10.8,18
2024,NA-258,Panjgur-cum-Kech,Balochistan,Phullain,National Party,22318,37.5,225058,27.0,14.3,18
2024,NA-259,Kech-cum-Gwadar,Balochistan,Haji Malik Shah Gorgaij,Pakistan Peoples Party Parliamentarians,40778,35.9,304040,38.2,16.3,19
2024,NA-260,Chagai-cum-Nushki-cum-Kharan-cum-Washuk,Balochistan,Muhammad Usman Badini,Jamiat Ulema-e-Islam (F),42800,25.2,365595,48.5,4.2,25
2024,NA-261,Surab-cum-Kalat-cum-Mastung,Balochistan,Maulana Abdul Ghafoor Haidari,Jamiat Ulema-e-Islam (F),31713,27.9,307143,36.8,3.7,27
2024,NA-262,Quetta-I,Balochistan,Adil Khan Bazai,Independent,20278,26.0,239192,32.3,9.5,37
2024,NA-263,Quetta-II,Balochistan,Haji Jamal Shah Kakar,Pakistan Muslim League (N),27175,22.4,418280,28.3,1.5,42
2024,NA-264,Quetta-III,Balochistan,Nawabzada Mir Jamal Khan Raisani,Pakistan Peoples Party Parliamentarians,14977,24.9,196762,28.7,8.2,35
2024,NA-265,Pishin,Balochistan,Moulana Fazal ur Rehman,Jamiat Ulema-e-Islam (F),52436,42.2,315401,40.9,16.9,23
2024,NA-266,Killa Abdullah-cum-Chaman,Balochistan,Mehmood Khan Achakzai,Pashtunkhwa Milli Awami Party,67028,33.3,357834,57.0,4.3,18
