na,constituency_name,province,winner_name,winner_party,winner_votes,runnerup_name,runnerup_party,runnerup_votes,registered_voters,votes_polled,turnout_pct
NA-16,Abbottabad-I,Khyber Pakhtunkhwa,Ali Asghar Khan,Independent,105300,Murtaza Javed Abbasi,PML-N,86621,,,
NA-17,Abbottabad-II,Khyber Pakhtunkhwa,Ali Khan Jadoon,Independent,97366,Malik Mohabbat Awan,PML-N,44760,,,
NA-18,Haripur,Khyber Pakhtunkhwa,Omar Ayub Khan,Independent,194157,Babar Nawaz Khan,PML-N,113079,,,
NA-19,Swabi-I,Khyber Pakhtunkhwa,Asad Qaiser,Independent,115719,Maulana Fazal Ali Haqqani,JUI-F,45764,,,
NA-20,Swabi-II,Khyber Pakhtunkhwa,Shahram Khan Tarakai,Independent,123828,Waris Khan,ANP,48286,,,
NA-21,Mardan-I,Khyber Pakhtunkhwa,Mujahid Ali,Independent,119068,Azam Khan,JUI-F,52222,,,
NA-22,Mardan-II,Khyber Pakhtunkhwa,Muhammad Atif Khan,Independent,115935,Ameer Haidar Azam Khan Hoti,ANP,66952,,,
NA-23,Mardan-III,Khyber Pakhtunkhwa,Ali Muhammad Khan,Independent,102188,Ahmad Khan Bahadur,ANP,33922,,,
NA-24,Charsadda-I,Khyber Pakhtunkhwa,Malik Anwar Taj,Independent,89841,Mufti Gohar Ali Shah,JUI-F,48624,,,
NA-25,Charsadda-II,Khyber Pakhtunkhwa,Fazal Muhammad Khan,Independent,100742,Aimal Wali Khan,ANP,68019,,,
NA-26,Mohmand,Khyber Pakhtunkhwa,Sajid Khan S/O Sultan,Independent,41502,Maulana Muhammad Arif,JUI-F,19985,,,
NA-27,Khyber,Khyber Pakhtunkhwa,Muhammad Iqbal Khan,Independent,85647,Alhaj Shah Jee Gul Afridi,PML-N,18979,,,
NA-28,Peshawar-I,Khyber Pakhtunkhwa,Noor Alam Khan,JUI-F,138389,Haji Sajid Nawaz,Independent,65119,,,
NA-29,Peshawar-II,Khyber Pakhtunkhwa,Arbab Amir Ayub,Independent,68792,Saqib Ullah Khan,ANP,18888,,,
NA-30,Peshawar-III,Khyber Pakhtunkhwa,Shandana Gulzar Khan,Independent,78971,Nasir Khan Musazai,JUI-F,20950,,,
NA-31,Peshawar-IV,Khyber Pakhtunkhwa,Sher Ali Arbab,Independent,82985,Arbab Alamgir Khan,PPP,22543,,,
NA-32,Peshawar-V,Khyber Pakhtunkhwa,Asif Khan S/O Ghulam Jan,Independent,122792,Haji Ghulam Ahmad Bilour,ANP,45846,,,
NA-33,Nowshera-I,Khyber Pakhtunkhwa,Syed Shah Ahad Ali Shah,Independent,93474,Pervez Khattak,PTI-P,26592,,,
NA-34,Nowshera-II,Khyber Pakhtunkhwa,Zulfiqar Ali,Independent,95704,Imran Khattak,PTI-P,32732,,,
NA-35,Kohat,Khyber Pakhtunkhwa,Shehryar Khan Afridi,Independent,128594,Abbas Afridi,PML-N,59034,,,
NA-36,Hangu-cum-Orakzai,Khyber Pakhtunkhwa,Yousaf Khan,Independent,73347,Mufti Ubaid Ullah,JUI-F,35178,,,
NA-37,Kurram,Khyber Pakhtunkhwa,Hameed Hussain,MWM,58661,Sajid Hussain Turi,PPP,54792,,,
NA-38,Karak,Khyber Pakhtunkhwa,Shahid Ahmad,Independent,117998,Shah Abdul Aziz,JUI-F,40949,,,
NA-39,Bannu,Khyber Pakhtunkhwa,Nasim Ali Shah,Independent,146667,Zahid Akram Durrani,JUI-F,111293,,,
NA-40,North Waziristan,Khyber Pakhtunkhwa,Mufti Misbha Uddin S/O Ahmad Uddin,JUI-F,43400,Aurangzeb Khan,Independent,33799,,,
NA-41,Lakki Marwat,Khyber Pakhtunkhwa,Sher Afzal Khan Marwat,Independent,117599,Maulana Asjad Mahmood,JUI-F,69000,,,
NA-42,South Waziristan,Khyber Pakhtunkhwa,Zubair Khan,Independent,20240,Muhammad Ali,Independent,16302,,,
NA-43,Tank-cum-Dera Ismail Khan,Khyber Pakhtunkhwa,Dawar Khan Kundi,Independent,64575,Maulana Asad Mahmood,JUI-F,64020,,,
NA-44,Dera Ismail Khan-I,Khyber Pakhtunkhwa,Ali Amin Khan Gandapur,Independent,92161,Maulana Fazl Ur Rahman,JUI-F,59585,,,
NA-45,Dera Ismail Khan-II,Khyber Pakhtunkhwa,Fateh Ullah Khan Miankhel,PPP,56944,Maulana Obaid Ur Rehman,JUI-F,48361,,,
NA-46,Islamabad-I,Islamabad Capital Territory,Anjum Aqeel Khan,PML-N,82536,Aammar Masood Mughal,Independent,46313,,,
NA-47,Islamabad-II,Islamabad Capital Territory,Tariq Fazal Chaudhary,PML-N,101575,Muhammad Shoaib Shaheen,Independent,87105,,,
NA-48,Islamabad-III,Islamabad Capital Territory,Raja Khuram Shahzad Nawaz,Independent,69701,Syed Muhammad Ali Bukhari,Independent,59865,,,
NA-49,Attock-I,Punjab,Sheikh Aftab Ahmad,PML-N,120158,Tahir Sadiq,Independent,110462,,,
NA-50,Attock-II,Punjab,Malik Sohail Khan,PML-N,118288,Eman Waseem,Independent,109908,,,
NA-51,Murree,Punjab,Raja Osama Sarwar,PML-N,149400,Muhammad Latasub Satti,Independent,113911,,,
NA-52,Rawalpindi-I,Punjab,Raja Parvaiz Ashraf,PPP,113015,Tariq Aziz Bhatti,Independent,91918,,,
NA-53,Rawalpindi-II,Punjab,Raja Qamar Ul Islam,PML-N,72006,Ajmal Sabir Raja,Independent,58480,,,
NA-54,Rawalpindi-III,Punjab,Aqeel Malik,Independent,85930,Azra Masood,Independent,73729,,,
NA-55,Rawalpindi-IV,Punjab,Ibrar Ahmad,PML-N,112345,Muhammad Basharat Raja,Independent,96799,,,
NA-56,Rawalpindi-V,Punjab,Muhammad Hanif Abbasi,PML-N,96655,Shahryar Riaz,Independent,82619,,,
NA-57,Rawalpindi-VI,Punjab,Danyal Choudhary,PML-N,83333,Seemabia Tahir,Independent,59803,,,
NA-58,Chakwal-cum-Talagang,Punjab,Tahir Iqbal,PML-N,163873,Ayaz Ameer,Independent,152819,,,
NA-59,Talagang-cum-Chakwal,Punjab,Sardar Ghulam Abbas,PML-N,135123,Muhammad Roman Ahmad,Independent,125632,,,
NA-60,Jhelum-I,Punjab,Bilal Azhar Kiani,PML-N,99973,Chaudhary Hassan Adeel,Independent,90579,,,
NA-61,Jhelum-II,Punjab,Chaudhary Farrukh Altaf,PML-N,88100,Shaukat Iqbal Mirza,Independent,84636,,,
NA-62,Gujrat-I,Punjab,Muhammad Ilyas Choudhary,Independent,97436,Choudhary Abid Raza,PML-N,71154,,,
NA-63,Gujrat-II,Punjab,Hussain Elahi,PML-Q,87567,Sajid Yousaf,Independent,82176,,,
NA-64,Gujrat-III,Punjab,Choudhary Salik Hussain,PML-Q,100379,Qaisara Elahi,Independent,89795,,,
NA-65,Gujrat-IV,Punjab,Chaudhry Naseer Ahmad Abbas,PML-N,90772,Syed Wajahat Hussain Shah,Independent,82351,,,
NA-66,Wazirabad,Punjab,Muhammad Ahmad Chattha,Independent,160850,Dr. Nisar Ahmad Cheema,PML-N,100684,,,
NA-67,Hafizabad,Punjab,Aneeqa Mehdi Bhatti,Independent,211044,Saira Afzal Tarar,PML-N,183947,,,
NA-68,Mandi Bahauddin-I,Punjab,Haji Imtiaz Ahmad Choudhary,Independent,166229,Mushahid Raza,PML-N,71008,,,
NA-69,Mandi Bahauddin-II,Punjab,Nasir Iqbal Bosal,PML-N,113506,Kousar Parveen Bhatti,Independent,108900,,,
NA-70,Sialkot-I,Punjab,Choudhary Armghan Subhani,PML-N,123495,Hafiz Hamid Raza,Independent,112145,,,
NA-71,Sialkot-II,Punjab,Khawaja Muhammad Asif,PML-N,119017,Rehana Imtiaz Dar,Independent,100563,,,
NA-72,Sialkot-III,Punjab,Ali Zahid,PML-N,109507,Choudhary Amjad Ali Bajwa,Independent,103640,,,
NA-73,Sialkot-IV,Punjab,Nosheen Iftikhar,PML-N,112178,Ali Asjad Malhi,Independent,104190,,,
NA-74,Sialkot-V,Punjab,Muhammad Aslam Ghuman,Independent,130606,Rana Shameem Ahmad Khan,PML-N,96018,,,
NA-75,Narowal-I,Punjab,Anwar ul Haq Chaudhry,PML-N,100116,Dr. Tahir Ali Javed,Independent,75626,,,
NA-76,Narowal-II,Punjab,Chaudhary Ahsan Iqbal,PML-N,137042,Javaid Safdar khalon,Independent,110278,,,
NA-77,Gujranwala-I,Punjab,Chaudhry Mahmood Bashir Virk,PML-N,109704,Rashida Tariq,Independent,91825,,,
NA-78,Gujranwala-II,Punjab,Muhammad Mobeen Arif,Independent,106504,Khurram Dastagir Khan,PML-N,89478,,,
NA-79,Gujranwala-III,Punjab,Ch. Zulfiqar Ali Bhindar,PML-N,95604,Ehsan Ullah Virk,Independent,92581,,,
NA-80,Gujranwala-IV,Punjab,Shahid Usman,PML-N,98206,Lala Asad Ullah,Independent,94895,,,
NA-81,Gujranwala-V,Punjab,Azhar Qayyum Nahra,PML-N,110057,Chaudhry Bilal Ejaz,Independent,106860,,,
NA-82,Sargodha-I,Punjab,Mukhtar Ahmed Malik,PML-N,108954,Nadeem Afzal Gondal,PPP,87458,,,
NA-83,Sargodha-II,Punjab,Usama Ahmed Mela,Independent,136604,Mohsin Nawaz Ranjha,PML-N,98700,,,
NA-84,Sargodha-III,Punjab,Shafqat Abbas Awan,Independent,101949,Liaqat Ali Khan,PML-N,77478,,,
NA-85,Sargodha-IV,Punjab,Zulfiqar Ali Bhatti,PML-N,121015,Khudadad Ahmed Kalyar,Independent,111165,,,
NA-86,Sargodha-V,Punjab,Muhammad Miqdad Ali Khan,Independent,105882,Syed Javed Hasnain Shah,PML-N,94487,,,
NA-87,Khushab-I,Punjab,Malik Shakir Bashir Awan,PML-N,117775,Malik Umar Aslam Khan,Independent,108314,,,
NA-88,Khushab-II,Punjab,Gul Asghar Khan Baghoor,IPP,82577,Muhammad Moazzam Sher Kallu,Independent,64156,,,
NA-89,Mianwali-I,Punjab,Muhammad Jamal Ahsan Khan Niazi,Independent,217613,Obaid Ullah Khan Shadi Khel,PML-N,34573,,,
NA-90,Mianwali-II,Punjab,Umair Khan Niazi,Independent,179956,Muhammad Humair Hayyat Khan Niazi,PML-N,51266,,,
NA-91,Bhakkar-I,Punjab,Muhammad Sana Ullah Khan Masti Khel,Independent,106153,Abdul Majeed Khan Khanankhel,PML-N,85532,,,
NA-92,Bhakkar-II,Punjab,Rasheed Akbar Khan Nawani,Independent,143604,Muhammad Afzal Khan Dhandla,Independent,131789,,,
NA-93,Chiniot-I,Punjab,Mehar Ghulam Muhammad Lali,Independent,94406,Malik Ghulam Abbas Niswana,Independent,59909,,,
NA-94,Chiniot-II,Punjab,Qaiser Ahmad Sheikh,PML-N,79623,Muhammad Khalid,Independent,72476,,,
NA-95,Faisalabad-I,Punjab,Ali Afzal Sahi,Independent,144229,Azad Ali Tabassum,PML-N,93586,,,
NA-96,Faisalabad-II,Punjab,Rai Haidar Ali Khan,Independent,134724,Nawab Sher Waseer,PML-N,92554,,,
NA-97,Faisalabad-III,Punjab,Mohammad Saad Ullah Khan Baloch,Independent,72846,Ali Gohar Khan Baloch,PML-N,70532,,,
NA-98,Faisalabad-IV,Punjab,Chaudhary Muhammad Shahbaz Babar,PML-N,119559,Mumtaz Ahmad,Independent,105653,,,
NA-99,Faisalabad-V,Punjab,Umar Farooq,Independent,120797,Muhammad Qasim Farooq,PML-N,80401,,,
NA-100,Faisalabad-VI,Punjab,Dr. Nisar Jutt,Independent,131980,Rana Sana Ullah Khan,PML-N,112651,,,
NA-101,Faisalabad-VII,Punjab,Rana Atif,Independent,134886,Mian Irfan Ahmad,PML-N,89612,,,
NA-102,Faisalabad-VIII,Punjab,Changez Ahmed Khan,Independent,132553,Chaudhary Abid Sher Ali,PML-N,100328,,,
NA-103,Faisalabad-IX,Punjab,Muhammad Ali Sarfraz,Independent,147987,Haji Muhammad Akram Ansari,PML-N,86643,,,
NA-104,Faisalabad-X,Punjab,Sahibzada Muhammad Hamid Raza,Independent,132655,Raja Daniyal Ahmad,PML-N,92610,,,
NA-105,Toba Tek Singh-I,Punjab,Usama Hamza,Independent,138494,Chaudhary Khalid Javed Warraich,PML-N,108003,,,
NA-106,Toba Tek Singh-II,Punjab,Muhammad Junaid Anwar Chaudhry,PML-N,137779,Khalid Nawaz,Independent,137105,,,
NA-107,Toba Tek Singh-III,Punjab,Muhammad Riaz Khan Fatyana,Independent,129971,Chaudhary Asad Ur Rehman,PML-N,96083,,,
NA-108,Jhang-I,Punjab,Sahibzada Muhammad Mehboob Sultan,Independent,169676,Makhdoom Syed Faisal Saleh Hayat,PML-N,134369,,,
NA-109,Jhang-II,Punjab,Sheikh Waqas Akram,Independent,176699,Muhammad Yaqub Sheikh,PML-N,61803,,,
NA-110,Jhang-III,Punjab,Sahibzada Muhammad Ameer Sultan,Independent,199853,Muhammad Asif Muavia Sial,PML-N,104422,,,
NA-111,Nankana Sahib-I,Punjab,Muhammad Arshad Sahi,Independent,113711,Muhammad Barjees Tahir,PML-N,93467,,,
NA-112,Nankana Sahib-II,Punjab,Dr. Shizra Mansab Ali Khan Kharal,PML-N,105646,Ijaz Ahmad Shah,Independent,93329,,,
NA-113,Sheikhupura-I,Punjab,Ahmad Atteeq Anwar,PML-N,119407,Rahat Aman Ullah Bhatti,Independent,90872,,,
NA-114,Sheikhupura-II,Punjab,Rana Tanveer Hussain,PML-N,101111,Arshad Mehmood Manda,Independent,82026,,,
NA-115,Sheikhupura-III,Punjab,Khurram Shahzad Wirk,Independent,130416,Mian Javed Latif,PML-N,94161,,,
NA-116,Sheikhupura-IV,Punjab,Khurram Munawar Manj,Independent,135129,Sardar Muhammad Arfan Dogar,PML-N,89960,,,
NA-117,Lahore-I,Punjab,Abdul Aleem Khan,IPP,91490,Ali Ijaz,Independent,80854,,,
NA-118,Lahore-II,Punjab,Muhammad Hamza Shehbaz Sharif,PML-N,105948,Aliya Hamza Malik,Independent,100984,,,
NA-119,Lahore-III,Punjab,Maryam Nawaz Sharif,PML-N,83856,Shehzad Farooq,Independent,68384,,,
NA-120,Lahore-IV,Punjab,Sardar Ayaz Sadiq,PML-N,68037,Usman Hamza,Independent,49309,,,
NA-121,Lahore-V,Punjab,Waseem Qadir,Independent,78707,Sheikh Rohail Asgher,PML-N,70598,,,
NA-122,Lahore-VI,Punjab,Sardar Muhammad Latif Khan Khosa,Independent,117124,Khawaja Saad Rafique,PML-N,77913,,,
NA-123,Lahore-VII,Punjab,Mian Muhammad Shehbaz Sharif,PML-N,63953,Afzaal Azeem Pahat,Independent,48489,,,
NA-124,Lahore-VIII,Punjab,Rana Mubashir Iqbal,PML-N,55391,Rana Zameer Ahmad Jedhu,Independent,43603,,,
NA-125,Lahore-IX,Punjab,Muhammad Afzal Khokhar,PML-N,65102,Javaid Umar,Independent,51144,,,
NA-126,Lahore-X,Punjab,Malik Saif Ul Mulook Khokhar,PML-N,67121,Malik Touqeer Abbas Khokhar,Independent,60506,,,
NA-127,Lahore-XI,Punjab,Attah Ullah Tarrar,PML-N,98214,Malik Zaheer Abbas Khokhar,Independent,82282,,,
NA-128,Lahore-XII,Punjab,Mohammad Awn Saqlain,IPP,172578,Salman Akram Raja,Independent,159026,,,
NA-129,Lahore-XIII,Punjab,Mian Muhammad Azhar,Independent,103739,Hafiz Muhammad Numan,PML-N,71546,,,
NA-130,Lahore-XIV,Punjab,Mian Muhammad Nawaz Sharif,PML-N,179312,Dr. Yasmeen Rashid,Independent,104491,,,
NA-131,Kasur-I,Punjab,Saad Waseem,PML-N,110556,Muhammad Maqsood Sabir Ansari,Independent,79545,,,
NA-132,Kasur-II,Punjab,Mian Muhammad Shehbaz Sharif,PML-N,137234,Sardar Muhammad Hussain Doger,Independent,111128,,,
NA-133,Kasur-III,Punjab,Dr. Azeem Ud Din Zahid Lakhvi,Independent,130167,Rana Muhammad Ishaq Khan,PML-N,119343,,,
NA-134,Kasur-IV,Punjab,Rana Muhammad Hayat Khan,PML-N,142322,Sidra Faisal,Independent,76887,,,
NA-135,Okara-I,Punjab,Nadeem Abbas,PML-N,129281,Malik Muhammad Akram Bhatti,Independent,106755,,,
NA-136,Okara-II,Punjab,Riaz ul Haq Jujj,PML-N,127806,Rao Hassan Sikandar,Independent,80191,,,
NA-137,Okara-III,Punjab,Syed Raza Ali Gillani,Independent,132067,Rao Muhammad Ajmal Khan,PML-N,105470,,,
NA-138,Okara-IV,Punjab,Mian Muhammad Mueen Wattoo,PML-N,122775,Mian Manzoor Ahmed Khan Wattoo,Independent,79731,,,
NA-139,Pakpattan-I,Punjab,Mian Ahmed Raza Maneka,PML-N,121870,Rao Umar Hasham Khan,Independent,116746,,,
NA-140,Pakpattan-II,Punjab,Rana Iradat Sharif Khan,PML-N,139434,Raja Talia Saeed,Independent,104915,,,
NA-141,Sahiwal-I,Punjab,Syed Imran Ahmad Shah,PML-N,118242,Rana Aamir Shahzad Tahir,Independent,107060,,,
NA-142,Sahiwal-II,Punjab,Usman Ali,Independent,107498,Chaudhry Muhammad Ashraf,PML-N,96126,,,
NA-143,Sahiwal-III,Punjab,Rai Hassan Nawaz Khan,Independent,147887,Chaudhary Muhammad Tufail Jatt,Independent,83806,,,
NA-144,Khanewal-I,Punjab,Muhammad Raza Hayat Hiraj,Independent,119133,Syed Abid Hussain Imam,Independent,78384,,,
NA-145,Khanewal-II,Punjab,Muhammad Khan Daha,PML-N,102952,Abid Mehmood,Independent,56217,,,
NA-146,Khanewal-III,Punjab,Zahoor Hussain Qureshi,Independent,112777,Peer Muhammad Aslam Bodla Siddiqi,PML-N,104875,,,
NA-147,Khanewal-IV,Punjab,Chaudry Iftikhar Nazir,PML-N,107933,Naveed Hameed,Independent,83813,,,
NA-148,Multan-I,Punjab,Syed Yousuf Raza Gilani,PPP,68110,Barrister Taimur Altaf Malik,Independent,67979,,,
NA-149,Multan-II,Punjab,Malik Mohammad Amir Dogar,Independent,143692,Jahangir Khan Tareen,IPP,50175,,,
NA-150,Multan-III,Punjab,Makhdoom Zain Hussain Qureshi,Independent,126775,Javed Akhtar Ansari,PML-N,76760,,,
NA-151,Multan-IV,Punjab,Syed Ali Moosa Gilani,PPP,79082,Mehar Bano Qureshi,Independent,71659,,,
NA-152,Multan-V,Punjab,Syed Abdul Qadir Gilani,PPP,97065,Syed Jawaid Ali Shah,PML-N,71376,,,
NA-153,Multan-VI,Punjab,Rana Muhammad Qasim Noon,PML-N,95202,Dewan Ashiq Hussain Bukhari,Independent,49104,,,
NA-154,Lodhran-I,Punjab,Abdul Rehman Khan Kanju,PML-N,127984,Rana Muhammad Faraz Noon,Independent,120683,,,
NA-155,Lodhran-II,Punjab,Khan Muhammad Saddique Khan Baloch,PML-N,117687,Jahangir Khan Tareen,IPP,71131,,,
NA-156,Vehari-I,Punjab,Ayesha Nazir Jatt,Independent,119758,Chaudhry Nazeer Ahmad Arrain,PML-N,90065,,,
NA-157,Vehari-II,Punjab,Syed Sajid Mehdi,PML-N,99615,Sabeen Safdar,Independent,80187,,,
NA-158,Vehari-III,Punjab,Begum Tehmina Doultana,PML-N,111219,Tahir Iqbal Chaudhry,Independent,103137,,,
NA-159,Vehari-IV,Punjab,Aurangzeb Khan Khichi,Independent,116302,Saeed Ahmad Khan Manais,PML-N,96637,,,
NA-160,Bahawalnagar-I,Punjab,Muhammad Abdul Ghafar Wattoo,PML-N,118557,Syed Muhammad Asghar Shah,Independent,110492,,,
NA-161,Bahawalnagar-II,Punjab,Alam Dad Laleka,PML-N,100679,Shahid Amin,Independent,81772,,,
NA-162,Bahawalnagar-III,Punjab,Chaudhary Ehsan Ul Haq Bajwa,PML-N,114379,Khalil Ahmed,Independent,97980,,,
NA-163,Bahawalnagar-IV,Punjab,Muhammad Ijaz Ul Haq,PML-Z,84343,Ch. Shoukat Mehmood Basra,Independent,75198,,,
NA-164,Bahawalpur-I,Punjab,Mian Riaz Hussain Pirzada,PML-N,123377,Malik Ejaz Ahmad Gaddan,Independent,117176,,,
NA-165,Bahawalpur-II,Punjab,Tariq Bashir Cheema,PML-Q,116571,Ch. Saud Majeed,Independent,105758,,,
NA-166,Bahawalpur-III,Punjab,Makhdoom Syed Sami Ul Hassan Gillani,PML-N,62157,Prince Bahawal Khan Abbasi,Independent,48606,,,
NA-167,Bahawalpur-IV,Punjab,Muhammad Usman Awaisi,PML-N,88670,Malik Aamir Yar Warn,Independent,64037,,,
NA-168,Bahawalpur-V,Punjab,Malik Muhammad Iqbal Channar,PML-N,122302,Samiullah Chaudhary,Independent,50360,,,
NA-169,Rahim Yar Khan-I,Punjab,Makhdoomzada Syed Murtaza Mahmood,PPP,81187,Syed Mubeen Ahmed,PML-N,73533,,,
NA-170,Rahim Yar Khan-II,Punjab,Mian Ghous Muhammad,Independent,113336,Sheikh Fayyaz uddin,PML-N,79144,,,
NA-171,Rahim Yar Khan-III,Punjab,Mumtaz Mustafa,Independent,103834,Makhdum Hashim Jawan Bakht,Independent,56028,,,
NA-172,Rahim Yar Khan-IV,Punjab,Javed Iqbal Waraich,Independent,129727,Mian Imtiaz Ahmad,PML-N,84893,,,
NA-173,Rahim Yar Khan-V,Punjab,Syed Mustafa Mehmood,PPP,83120,Barrister Muhammad Nabeel Dahar,Independent,80304,,,
NA-174,Rahim Yar Khan-VI,Punjab,Muhammad Azhar Khan Leghari,PML-N,78680,Syed Usman Mehmood,PPP,71559,,,
NA-175,Muzaffargarh-I,Punjab,Jamshed Ahmad Khan Dasti,Independent,113391,Mehar Irshad Ahmad Khan Sial,PPP,72058,,,
NA-176,Muzaffargarh-II,Punjab,Nawabzada Iftikhar Ahmed Khan Babar,PPP,53944,Makhdoomzada Syed Basit Ahmad Sultan Bukhari,PML-N,43711,,,
NA-177,Muzaffargarh-III,Punjab,Muhammad Muazzam Ali Khan Jatoi,Independent,114057,Syeda Shehr Bano Bokhari,PML-N,68333,,,
NA-178,Muzaffargarh-IV,Punjab,Amir Talal Gopang,PML-N,114678,Abdul Qayyom Khan Jatoi,Independent,88404,,,
NA-179,Kot Addu-I,Punjab,Mian Muhammad Shabbir Ali Qureshi,Independent,104329,Malik Ghulam Qasim Hanjra,PML-N,83851,,,
NA-180,Kot Addu-II,Punjab,Mian Fiaz Hussain,Independent,96275,Malik Raza Rabani Khar,PPP,49515,,,
NA-181,Layyah-I,Punjab,Umber Majeed Niazi,Independent,120544,Sahibzada Faiz ul Hassan Sewag,PML-N,95109,,,
NA-182,Layyah-II,Punjab,Awais Haider Jhakkar,Independent,141973,Pir Syed Muhammad Saqlain Bukhari,PML-N,118686,,,
NA-183,Taunsa,Punjab,Khawja Sheraz Mehmood,Independent,134501,Sardar Muhammad Amjad Farooq Khan Khosa,PML-N,88489,,,
NA-184,Dera Ghazi Khan-I,Punjab,Abdul Qadir Khan Khosa,PML-N,112296,Ali Muhammad,Independent,109856,,,
NA-185,Dera Ghazi Khan-II,Punjab,Zartaj Gull,Independent,94927,Mehmood Qadir Khan Leghari,Independent,39235,,,
NA-186,Dera Ghazi Khan-III,Punjab,Sardar Awais Ahmad Khan Leghari,PML-N,100252,Mehar Sajjad Hussain Cheena,Independent,97990,,,
NA-187,Rajanpur-I,Punjab,Ammar Ahmad Khan Leghari,PML-N,79811,Atif Ali Khan Dareshak,Independent,67321,,,
NA-188,Rajanpur-II,Punjab,Hafeez Ur Rehman Khan Dreshak,PML-N,85979,Sardar Ahmad Ali Khan Dreshak,Independent,70262,,,
NA-189,Rajanpur-III,Punjab,Shamsher Ali Mazari,Independent,83628,Sardar Riaz Mehmood Khan Mazari,PML-N,73394,,,
NA-190,Jacobabad,Sindh,Mir Aijaz Hussain Jakhrani,PPP,126411,Muhammad Mian Soomro,Independent,61555,,,
NA-191,Jacobabad-cum-Kashmore,Sindh,Ali Jan Mazari,PPP,103548,Mir Shah Zain Khan Bijarani,JUI-F,101874,,,
NA-192,Kashmore,Sindh,Mir Shabir Ali Bijarani,PPP,124979,Muhammad Ibrahim Jatoi,JUI-F,76970,,,
NA-193,Shikarpur,Sindh,Muhammad Shahryar Khan Mahar,PPP,138634,Maulana Rashid Mehmood Soomro,JUI-F,59519,,,
NA-194,Larkana-I,Sindh,Bilawal Bhutto Zardari,PPP,136167,Rashid Mahmood Soomro,JUI-F,35526,,,
NA-195,Larkana-II,Sindh,Nazir Ahmed Bughio,PPP,133830,Safdar Ali Abbasi,GDA,48893,,,
NA-196,Qambar Shahdadkot,Sindh,Bilawal Bhutto Zardari,PPP,85370,Nasir Mahmood Somro,JUI-F,34499,,,
NA-197,Qambar Shahdadkot-II,Sindh,Mir Amir Ali Khan Magsi,PPP,88130,Muhammad Uzair Jagirani,JUI-F,24199,,,
NA-198,Ghotki,Sindh,Khalid Ahmad Khan Lund,PPP,120259,Abdul Haque Alias Mian Mitha,Independent,90629,,,
NA-199,Ghotki-II,Sindh,Ali Gohar Khan Mahar,PPP,154832,Abdul Qayyum,JUI-F,40204,,,
NA-200,Sukkur,Sindh,Nauman Islam Shaikh,PPP,98244,Deedar Ali Jatoi,GDA,41970,,,
NA-201,Sukkur-II,Sindh,Syed Khursheed Ahmed Shah,PPP,121556,Maulana Muhammad Saleh Indhar,JUI-F,53625,,,
NA-202,Khairpur,Sindh,Nafisa Shah,PPP,152511,Syed Ghous Ali Shah,GDA,30026,,,
NA-203,Khairpur-II,Sindh,Pir Syed Fazal Ali Shah Jillani,PPP,128830,Pir Syed Sadaruddin Shah Rashidi,GDA,98236,,,
