na,candidate_name,party,votes,rank
NA-17,Haji Pir Dad,Independent,3982,3
NA-17,Moulana Abdul Baqi,IJM,3903,4
NA-17,Syed Gul Badshah,Independent,1432,5
NA-17,Abdur Rehman,Independent,477,6
NA-17,Haji Ali Dad,Independent,323,7
NA-18,Moualna Fazal-ur-Rehman,IJM,59233,1
NA-18,Alhaj Umar Farooq Khan Miankhel,PML-N,54272,2
NA-18,Fazal Karim Khan Kundi,Independent,32287,3
NA-18,Jehanzaib Khan Gandapur,Independent,9670,4
NA-18,Gul Momin Khan,Independent,1363,5
NA-18,Sardar Munir Ahmad Khan Qasuria,Independent,878,6
NA-18,Asmat Ullah Khan Masti Khel,Independent,582,7
NA-18,Hamid Nawaz Khan Kundi,Independent,493,8
NA-19,Syed Abbas Shah,PML-N,23615,1
NA-19,Moulvi Ali Akbar,IJM,20890,2
NA-19,Ahmad Nawaz Khan,Independent,9953,3
NA-19,Haji Maulvi Noor Ahmad Shah,MDM,2888,4
NA-19,Haji Khaliq Dad,Independent,1251,5
NA-19,Maulvi Hafiz ur Rehman Madni,Independent,967,6
NA-19,Zafar Ali Khan,Independent,771,7
NA-19,Haji Umar Daraz Alias Madraz,Independent,584,8
NA-20,Muhammad Kabir Khan,PML-N,35033,1
NA-20,Ameer Nawaz Advocate,IJM,34771,2
NA-20,Khawja Attaullah,Independent,15953,3
NA-20,Ahmad Jan,MDM,2220,4
NA-20,Haji Amir Nawaz Khan,Independent,1526,5
NA-20,Munawar Khan,Independent,588,6
NA-20,Mufti Muhammad Anwar Shah,Independent,398,7
NA-21,Mian Gul Aurungzaib,PML-N,32533,1
NA-21,Ubaidur Rehman,IJM,25616,2
NA-21,Haji Khaliq Dad Khan,PIF,9214,3
NA-22,Muhammad Afzal Khan,PKQP,41168,1
NA-22,Shujat Ali Khan,PML-N,32284,2
NA-22,Saren Zaib Khan,PIF,14380,3
NA-22,Sher Bahadar,Independent,6270,4
NA-22,Abdul Jabbar Khan,Independent,1804,5
NA-23,Abdul Mateen Khan,ANP,22151,1
NA-23,Haji Fazal Khaliq,PIF,16312,2
NA-23,Fanoos,Independent,14608,3
NA-23,Moulana Abdul Rehman,IJM,11714,4
NA-23,Muhammad Sehrab,Independent,8554,5
NA-24,Moulana Abdur Raheem,PIF,16275,1
NA-24,Zauja Muhammad Suleman Khan,PPP,15765,2
NA-24,Shahzada Moheyuddin,PML-N,14560,3
NA-24,Ghulam Nabi Khan,Independent,8234,4
NA-24,Syed Qasim Ali Jan,Independent,2333,5
NA-25,Sahibzada Fathullah,PIF,38687,1
NA-25,Najmud Din,PPP,30586,2
NA-25,Akhundza Bahawar Saeed,PML-N,13912,3
NA-25,Liaqat Ali,Independent,3030,4
NA-26,Muzaffar Khan,PPP,40048,1
NA-26,Maulana Gauhar Rehman Khan,PIF,35879,2
NA-26,Muhammad Islam,IJM,2908,3
NA-26,Alamgir,Independent,1452,4
NA-26,Wali Akbar Khan,Independent,123,5
NA-27,Haji Baroz,Independent,1786,1
NA-27,Abdur Rehman Khan,Independent,604,2
NA-27,Haji Tahir Akbar,Independent,551,3
NA-27,Gul Muhammad Khan,Independent,224,4
NA-27,Haji Zahir Shah,Independent,189,5
NA-27,Bakhat Jamal,Independent,165,6
NA-27,Nayar Zaman,Independent,133,7
NA-27,Haji Firdus,Independent,113,8
NA-27,Jan Said,Independent,92,9
NA-27,Said Qahar,Independent,57,10
NA-27,Ajmal Khan,Independent,48,11
NA-27,Malik Raham Din,Independent,38,12
NA-27,Fazal Manan,Independent,33,13
NA-27,Said Mahmood Jan,Independent,32,14
NA-27,Muhammad Iqbal Khan Mohmand,Independent,27,15
NA-27,Zarif Khan,Independent,26,16
NA-27,Malik Noor Jan,Independent,23,17
NA-27,Muhammad Akram Khan,Independent,20,18
NA-27,Abdur Rahim Khan,Independent,18,19
NA-27,Haji Haya Khan,Independent,14,20
NA-27,Doctor Bakhat Muhammad Khan,Independent,13,21
NA-28,Zulfiqar Ali,Independent,717,1
NA-28,Haji Kamal Hussain,Independent,512,2
NA-28,Haji Barang,Independent,30,3
NA-28,Sardar Syed Mian,Independent,29,4
NA-28,Sayed Yousif Hussain,Independent,27,5
NA-28,Malik Muhammad Alam Khan,Independent,10,6
NA-29,Muhammad Afzal,Independent,2425,1
NA-29,Alhaj Ghazi Said Jamal,Independent,1888,2
NA-29,Muhammad Azad Gul,Independent,423,3
NA-29,Colonel (r) Aman Ullah Khan,Independent,295,4
NA-29,Malik Spin Gull,Independent,125,5
NA-29,Syed Munir Said,Independent,110,6
NA-29,Hakim Jan,Independent,79,7
NA-29,Said Ahmad,Independent,79,8
NA-29,Khail Shah,Independent,57,9
NA-29,Gul Azam,Independent,49,10
NA-30,Arsala Khan,Independent,585,1
NA-30,Muhammad Ajmal Khan,Independent,466,2
NA-30,Muhammad Sharif,Independent,19,3
NA-30,Sahib Gul,Independent,11,4
NA-31,Abdul Qayyum Khan,Independent,677,1
NA-31,Moulvi Muhammad Saleh Shah,Independent,344,2
NA-31,Lal Muhammad,Independent,27,3
NA-32,Bismillah Khan,Independent,1467,1
NA-32,Molvi Muhammad Sharif,Independent,947,2
NA-32,Mian Shah Jahan,Independent,704,3
NA-32,Haji Atif Khan,Independent,64,4
NA-33,Haji Muhammad Shah,Independent,1215,1
NA-33,Haji Taj Muhammad,Independent,695,2
NA-33,Abdul Latif Afridi Advocate,Independent,190,3
NA-34,Malik Muhammad Aslam Khan,Independent,713,1
NA-34,Akbar Khan,Independent,329,2
NA-34,Amjad Afridi,Independent,284,3
NA-34,Malik Fida Muhammad,Independent,44,4
NA-34,Malik Haji Gul Wali Afridi,Independent,21,5
NA-34,Malik Haji Said Wazir,Independent,20,6
NA-34,Malik Wazir Khan,Independent,12,7
NA-35,Haji Muhammad Nawaz Khokhar,PML-N,59308,1
NA-35,Syed Nayyar Hussain Bukhari,PPP,49518,2
NA-35,Major (R) Tariq Mehmood,PIF,8248,3
NA-35,Chaudhary Muhammad Aslam,Independent,890,4
NA-35,Mian Mumtaz Rabbani,Independent,702,5
NA-35,Muhammad Ashraf,Independent,356,6
NA-35,Syed Liaqat Hussain Banori ( Retired ),ANP,322,7
NA-35,Fauzia Saleem Abbas,Independent,242,8
NA-35,Wasul Ahmad Sheikh,HPG,240,9
NA-35,Muhammad Riaz,Independent,233,10
NA-35,Arshad Ali Khan,PNL,136,11
NA-36,Shahid Khaqan Abbasi,PML-N,76596,1
NA-36,Colonel (R) Habib Khan,PPP,45173,2
NA-36,Raja Imtiaz Ahmad Taj,PIF,9451,3
NA-36,Raja Muhammad Iftikhar,Independent,2132,4
NA-36,Muhammad Aziz Abbasi,Independent,271,5
NA-37,Chaudhary Muhammad Riaz,PML-N,72124,1
NA-37,Raja Abdul Aziz Bhatti,PPP,59261,2
NA-37,Raja Muhammad Zaheer Khan,PIF,7677,3
NA-37,Malik Mahboob Hussain,Independent,4675,4
NA-38,Sheikh Rasheed Ahmad,PML-N,80758,1
NA-38,Agha Riaz ul Islam,PPP,53841,2
NA-38,Muhammad Akmal Mirza,PIF,7688,3
NA-38,Haji Muhammad Shafi,IPP,1235,4
NA-38,Qari Abdul Malik,IJM,619,5
NA-38,Raja Abid Hussain,Independent,369,6
NA-38,Haji Muhammad Saleem Khan Cheeema,HPG,75,7
NA-38,A.Z Malik Abdul Hamid Khan,AFTP,58,8
NA-38,Raja Ejaz Hussain,Independent,54,9
NA-39,Muhammad Ejaz ul Haq,PML-N,87676,1
NA-39,Raja Shahid Zafar,PPP,64655,2
NA-39,Raja Shoaib Adil,PIF,5147,3
NA-39,Sardar Aftab Ahmad Mughal,IJM,742,4
NA-39,Muhammad Inam ul Haq,Independent,546,5
NA-40,Ch. Nisar Ali Khan,PML-N,76288,1
NA-40,Khan Ghulam Sarwar Khan Bojh,PPP,64800,2
NA-40,Doctor Muhammad Kamal,PIF,6898,3
NA-41,Shaikh Aftab Ahmad,PML-N,70671,1
NA-41,Malik Muhammad Aslam Khan,PPP,54052,2
NA-41,Haji Mujahid Kahn,PIF,5746,3
NA-42,Malik Lal Khan,PML-N,60460,1
NA-42,Malik Ameer Muhammad Khan,PPP,52226,2
NA-42,Malik Allah Yar Khan,Independent,42620,3
NA-42,Sarfraz Hussain,PIF,5108,4
NA-43,Lt. General Abdul Majeed Malik,PML-N,77483,1
NA-43,Sardar Muhammad Ashraf Khan,PPP,67001,2
NA-43,Muhammad Sana ul Haq Advocate,Independent,9313,3
NA-43,Sahibzada Pir Abdul Rahim Naqshbandi,MDM,4597,4
NA-44,Sardar Mumtaz Khan,PPP,77185,1
NA-44,Sardar Mansoor Hayyat Khan Tumman,PML-N,68501,2
NA-44,Fouzia Behram,Independent,5830,3
NA-44,Major General (R) Tajamal Hussain Malik,PIF,4787,4
NA-45,Raja Muhammad Afzal Khan,PML-N,64632,1
NA-45,Doctor Ghulam Hussain,PPP,61544,2
NA-45,Maulvi Rashid Ahmad Shad,PIF,4525,3
NA-45,Mehdi Hassan Kiyani,Independent,177,4
NA-46,Nawabzada Iqbal Mehdi Khan,PML-N,58136,1
NA-46,Shahid Nawaz Janjua,PPP,53314,2
NA-46,Raja Irshad ul Haq Kiyani,PIF,2812,3
NA-47,Brigadier (R) Ghulam Hussain Cheema,PML-N,59279,1
NA-47,Ehsan ul Haq Piracha,PPP,52170,2
NA-47,Doctor Mubashir Ahmad Gujar,PIF,3600,3
NA-47,Dr. Tasadaq Hussain Cheema,Independent,1666,4
NA-47,Inam-ul-Haq Paracha,Independent,823,5
NA-48,Liaqat Hayyat Badrana,PPP,57757,1
NA-48,Chaudhary Qadir Bakhsh Mela,PML-N,39817,2
NA-48,Doctor Khalid Ranjha,PIF,10566,3
NA-48,Rao Abdul Ghaffar Khan Advocate,Independent,2793,4
NA-48,Chaudhary Hafeez Ullah Cheema,Independent,767,5
NA-49,Ahmad Zia ur Rehman Khan Lak,PML-N,56017,1
NA-49,Mumtaz Ahmad Kahloon,PPP,54602,2
NA-49,Haji Muhammad Javaid Iqbal Cheema,PIF,9597,3
NA-49,Malik Muhammad Aslam Kachela,Independent,5562,4
NA-49,Anwar Kamal Pasha,Independent,1140,5
NA-49,Rao Aftab Ahmad,Independent,1035,6
NA-49,Chaudhary Abdul Hameed,Independent,948,7
NA-49,Iftikhar Ahmad Kahloon,Independent,825,8
NA-49,Muhammad Javid Iqbal,Independent,330,9
NA-49,Malik Muhammad Akram Kachela,Independent,202,10
NA-50,Ch. Anwar Ali Cheema,PML-N,69360,1
NA-50,Riaz Ameer alis Abdul Haq,PPP,66039,2
NA-50,Choudhary Sultan Ahmad Jajja,PIF,4558,3
NA-51,Malik Muhammad Naeem Khan,PML-N,81565,1
NA-51,Malik Muhammad Bashir Awan,PPP,67693,2
NA-51,Qari Amanullah,IJM,1313,3
NA-52,Sardar Shuja Muhammad Khan,PML-N,82146,1
NA-52,Malik Ghulam Muhammad Khan Tiwana,PML-J,51532,2
NA-53,Ubaid Ullah Khan Shadi Khel,Independent,43345,1
NA-53,Gul Hameed Rokhari,Independent,36261,2
NA-53,Maulana Abdul Sattar Khan Niazi,PML-N,15274,3
NA-53,Muhammad Maqbool Ahmad Khan Niazi,Independent,10364,4
NA-53,Sadaqat Ullah Khan,PPP,5259,5
NA-53,Haji Adam Khan,Independent,522,6
NA-53,Haq Dad Khan,Independent,225,7
NA-54,Doctor Sher Afghan Niazi,Independent,41941,1
NA-54,Maulana Abdul Sattar Khan Niazi,PML-N,30793,2
NA-54,Humair Hayyat Khan Rokhari,Independent,25508,3
NA-54,Doctor Muhammad Shakir,PIF,11953,4
NA-54,Haji Adam Khan,Independent,946,5
NA-54,Sardar Rafeeq Khan,Independent,314,6
NA-55,Muhammad Zafar Ullah Khan Dhandla,PML-N,56585,1
NA-55,Bashir Ahmad Khan,Independent,55823,2
NA-55,Malik Muhammad Afzal,PPP,2796,3
NA-55,Muhammad Ramzan Awan,Independent,770,4
NA-56,Rasheed Akbar Khan Nawani,Independent,68350,1
NA-56,Muhammad Zafar Ullah Khan Dhandla,PML-N,51102,2
NA-56,Syed Sahir Hussain Shah,Independent,819,3
NA-57,Rana Zahid Tausif Khan,PML-N,67309,1
NA-57,Umar Draz Khan,PPP,64946,2
NA-57,Mian Abdul Saboor Tariq,PML-F,2642,3
NA-57,Sardar Muhammad Akbar Arain,PIF,2327,4
NA-57,Muhammad Akbar Awan,Independent,500,5
NA-57,Mian Abdul Waheed,Independent,342,6
NA-58,Rai Arif Hussain,PPP,58917,1
NA-58,Rai Muhammad Aslam Khan,PML-N,49585,2
NA-58,Rai Muhammad Tauseen,PIF,1896,3
NA-58,Rai Muhammad Jaffar Khan,Independent,725,4
NA-59,Khan Shahadat Ali Khan Baloch,PPP,60323,1
NA-59,Alhaj Mian Nasir Ahmad Khan Baloch,PML-N,41196,2
NA-59,Muhammad Shoaib Alam,MDM,3064,3
NA-59,Mirza Muhammad Ahmad,Independent,2894,4
NA-60,Chaudhary Shahid Nazir Ahmad,PPP,62088,1
NA-60,Safdar Rehman,PML-N,45951,2
NA-60,Muhammad Amin,Independent,682,3
NA-61,Chaudhary Muhammad Ilyas Ahmad,PPP,63548,1
NA-61,Ch.Talib Hussain,PML-N,61967,2
NA-61,Choudhary Naeem Tahir,Independent,3111,3
NA-61,Bashir Muhammad Khan,PIF,3025,4
NA-62,Sardar Dildar Ahmad Cheema,PPP,45457,1
NA-62,Raja Nadir Parvez Khan,PML-N,45298,2
NA-62,Chaudhary Muhammad Bashir Randhawa,PIF,4851,3
NA-63,Haji Muhammad Akram Ansari,PML-N,62592,1
NA-63,Nisar Akbar Khan,PPP,48796,2
NA-63,Muhammad Din,PIF,4802,3
NA-63,Abdul Rasheed,Independent,690,4
NA-63,Malik Muhammad Munir Farooqi,IJM,351,5
NA-64,Chaudhary Sher Ali,PML-N,66183,1
NA-64,Mian Zahid Sarfraz,PML-J,50023,2
NA-64,Ch. Habib Ur Rehman,PIF,2511,3
NA-64,Malik Haji Akbar Ali,Independent,527,4
NA-64,Mian Muhammad Iqbal,Independent,130,5
NA-65,Mian Amjad Yaseen,PML-N,68496,1
NA-65,Mehar Abdur Rasheed,PPP,65148,2
NA-65,Rana Muhammad Tahir Khan,PIF,2744,3
NA-65,Muhammad Irshad Akhtar ( Retired ),Independent,456,4
NA-65,Khalid Rasheed,Independent,374,5
NA-65,Mehr Abdur Rauf,Independent,189,6
NA-66,Sahibzada Zafar Abbas Syed,PPP,51843,1
NA-66,Qaisar Ahmad Sheikh,PML-N,38449,2
NA-66,Amir Hussain Syed,Independent,14424,3
NA-66,Ahmad Ali Kheral,PIF,1568,4
NA-66,Zahid Aslam,Independent,1281,5
NA-66,Shahid Ali,PAT,756,6
NA-66,Muhammad Raza Shah,Independent,314,7
NA-67,Syed Asad Hayyat Shah,PPP,50273,1
NA-67,Moulana Haji Muhammad Rehmatullah,PML-N,49152,2
NA-67,Khushhal Ahmad Khan Rajoka,Independent,2470,3
NA-68,Hafiz Muhammad Azam Tariq,MDM,55004,1
NA-68,Sheikh Muhammad Iqbal S/O Muhammad Nawaz,Independent,36278,2
NA-68,Nawab Aman Ullah Khan,Independent,24624,3
NA-68,Shaikh Muhammad Akram,Independent,437,4
NA-68,Sheikh Muhammad Younis,Independent,404,5
NA-68,Muhammad Yousif Mujahid,Independent,302,6
NA-68,Sh. Muhammad Iqbal S/O Noor Muhammad,Independent,241,7
NA-68,Muhammad Yousif Sheikh,Independent,223,8
NA-69,Makhdoom Syed Faisal Saleh Hayat,PPP,61970,1
NA-69,Begum Kishwar Abid Hussain,PML-N,52471,2
NA-69,Abdul Ghaffoor Haqani,MDM,7921,3
NA-69,Syed Chiragh Akbar Shah,Independent,2411,4
NA-70,Sahibzada Muhammad Nazir Sultan,PPP,63516,1
NA-70,Khan Muhammad Arif Khan,PML-N,49553,2
NA-70,Bashir Ahmad,MDM,5853,3
NA-71,Khalid Ahmad Khan Kharal,PPP,65691,1
NA-71,Chaudhary Asard ur Rehman Ramday,PML-N,57434,2
NA-71,Maulana Muhammad Ahmad Ludhanwi,MDM,3991,3
NA-71,Muhammad Ali Raza Khan,Independent,1525,4
NA-71,Ch. Mukhtar Ahmad Nusrat,Independent,1506,5
NA-71,Choudhary Muhammad Farooq,Independent,1151,6
NA-71,Izhar Ahmad Khan,Independent,1052,7
NA-71,Javid Ahmad Khan Kharl,Independent,560,8
NA-72,Chaudhary Muhammad Ashfaq,PPP,66195,1
NA-72,Ch. Abdul Sattar,PML-N,46610,2
NA-72,Chaudhary Muhammad Naheed,Independent,522,3
NA-72,Haji Muhammad Junaid Anwaar,Independent,435,4
NA-72,Muhammad Javid Iqbal,Independent,368,5
NA-72,Abdul Sattar,Independent,270,6
NA-72,Anees Ur Rehman,Independent,129,7
NA-73,Hamza,PML-N,48419,1
NA-73,Haji Muhammad Ishaque,PPP,38214,2
NA-73,Amjad Ali Warraich,Independent,37870,3
NA-73,Muhammad Yasin,PIF,1061,4
NA-74,Chaudhary Hamid Nasir Chatha,PML-J,79036,1
NA-74,Saif Ali Chatha,PML-N,59462,2
NA-74,Colonel (R) Ghulam Sarwar Cheema,Independent,4025,3
NA-74,Ch. Liaqat Ali Cheema,Independent,544,4
NA-74,Jameel Asghar Khizri,MDM,376,5
NA-74,Malik Abdur Rehman,Independent,308,6
NA-74,Sardar Wajid Ali,Independent,272,7
NA-74,Irshad Ullah Warriach,Independent,158,8
NA-75,Chaudhary Mehdi Hassan Bhatti,PPP,81243,1
NA-75,Afzal Hussain Tarar,PML-N,57128,2
NA-76,Ghulam Dastgir Khan,PML-N,64769,1
NA-76,Alhaj Aman Ullah,PPP,53591,2
NA-76,Mazhar Iqbal Randhawa,PIF,6035,3
NA-76,Mehmood Amjad Rathor,Independent,418,4
NA-76,Zahur ul Haq Awan,Independent,354,5
NA-76,Muhammad Ihsan Ullah,Independent,317,6
NA-76,Muhammad Siddique Nadeem,Independent,278,7
NA-76,Muhammad Numan Butt,Independent,187,8
NA-76,Ghulam Qadir Khan,Independent,151,9
NA-76,Babu Muhammad Munir,Independent,118,10
NA-76,Khawja Tanveer Ahmad,Independent,59,11
NA-77,Chauhdary Muhammad Asghar,PML-J,56443,1
NA-77,Chaudhary Zafar Ullah Cheema,PML-N,52849,2
NA-77,Mehr Muhammad Saleem,Independent,10847,3
NA-77,Naseem Ullah Butter,PIF,2871,4
NA-77,Muhammad Iqbal Khan Cheema,Independent,792,5
NA-77,Ch. Muhammad Shafi Janjua,Independent,709,6
NA-77,Doctor Muhammad Ahmad,Independent,469,7
NA-77,Choudhary Ghulam Mustafa Cheema,Independent,309,8
NA-78,Chaudhary Muhammad Abdullah Virk,PPP,63854,1
NA-78,Rana Nazir Ahmad Khan,PML-N,52093,2
NA-78,Abaid Ur Rehman Madni,PIF,3526,3
NA-78,Rana Saghir Ahmad Khan,Independent,2956,4
NA-78,Zulfiqar Ali Oulakh,Independent,1152,5
NA-79,Chaudhary Ijaz Ahmad,PML-N,63689,1
NA-79,Ch. Muhammad Ashraf Warraich,PPP,61299,2
NA-79,Choudhary Muhammad Abbas Warraich,Independent,2531,3
NA-79,Khalid Mehmood Khan,Independent,1549,4
NA-79,Hakeem Chaudhary Saif Ullah Saikhu,Independent,1320,5
NA-79,Ch. Ghulam Rasool,Independent,1202,6
NA-80,Nawabzada Ghazanfar Ali Gul,,79772,1
NA-80,Chaudhary Shujaat Hussain,,74918,2
NA-80,Syed Mehmood Zaigham Shah,,7228,3
NA-80,Ghazanfar Ali,,3291,4
NA-80,Malik Muhammad Tufail,,1039,5
NA-80,Raja Muhammad Younus,,383,6
NA-80,Doctor Tariq Saleem,,288,7
NA-81,Chaudhary Ahmad Mukhtar,PPP,80759,1
NA-81,Chaudhary Shujaat Hussain,PML-N,77365,2
NA-81,Ch. Nisar Ahmad,PIF,3326,3
NA-81,Syed Shaukat Kamal,Independent,1197,4
NA-81,Syed Aashiq Hussain Bukhari,Independent,553,5
NA-81,Seth Muhammad Ashraf,Independent,435,6
NA-81,Shehzad Anwar,Independent,380,7
NA-81,Sarmad Mansoor,Independent,378,8
NA-81,Alhaj Mirza Saeed Baig,Independent,354,9
NA-81,Mian Arshad Mehmoom Mughal,Independent,198,10
NA-82,Haji Chaudhary Muhammad Asghari,PPP,78743,1
NA-82,Syed Manzoor Hussain Shah,PML-N,77379,2
NA-82,Raja Muhammad Afzal,PIF,8077,3
NA-82,Ch. Muhammad Riaz Gujjar,Independent,2879,4
NA-82,Sheikh Qamar uz Zaman,Independent,351,5
NA-82,Choudhary Qamr Zaman,Independent,213,6
NA-82,Naeem Aslam Chaudhary,Independent,95,7
NA-83,Zafar Ullah Tarar,PPP,67154,1
NA-83,Mian Waheed Ud Din,PML-N,41423,2
NA-83,Chaudhary Ghulam Rasool Advocate,PIF,18592,3
NA-83,Muhammad Hussain,Independent,2689,4
NA-83,Muhammad Ashraf Ghori,Independent,1983,5
NA-84,Nazar Muhammad Gondal,PPP,47887,1
NA-84,Chaudhary Muhammad Iqbal Bosal,PML-N,47296,2
NA-84,Allama Inayatullah,PIF,3420,3
NA-84,Umar Hayyat Laleka,Independent,2219,4
NA-85,Khawaja Muhammad Asif,PML-N,66336,1
NA-85,Mian Muhammad Shafi,PPP,43114,2
NA-85,Hafiz Muhammad Alam,IJM,3011,3
NA-85,Manzoor Ilahi Malik,Independent,373,4
NA-86,Chaudhary Akhtar Ali,PML-J,69698,1
NA-86,Ch. Ameer Hussain,PML-N,64752,2
NA-86,Professor Muhammad Amin Javid,PIF,6605,3
NA-86,Lt. Colonel (R) Mushtaq Khichi,Independent,601,4
NA-87,Syed Iftikhar ul Hassan Shah,PML-N,69559,1
NA-87,Ijaz Ahmad Cheema,PPP,69168,2
NA-87,Chaudhary Nazeer Ahmad Khan,PIF,2945,3
NA-88,Chaudhary Abdul Sattar,PML-J,59948,1
NA-88,"Ch, Sikandar Hayat Malhi",PML-N,57937,2
NA-88,Muhammad Ahmad,Independent,895,3
NA-89,Chaudhary Muhammad Sarwar Khan,PML-N,59662,1
NA-89,Zahid Hamid,PPP,44785,2
NA-89,Khalid Parvez,Independent,2787,3
NA-89,Maqsood Ahmad Sulehri,Independent,462,4
NA-90,Ahsan Iqbal,PML-N,54893,1
NA-90,Chaudhary Shafaat Ahmad Khan,PPP,38942,2
NA-90,Syed Munawar Hussain Jamaiti,Independent,5686,3
NA-90,Altaf Ahmad Khan,PIF,5054,4
NA-90,Muhammad Naseer Khan,Independent,253,5
NA-90,Haji Muhammad Abbas Khan,Independent,186,6
NA-90,Mehbool Alam Khan Mohmand,Independent,133,7
NA-90,Muhammad Naeem Ur Rehman,JMP,113,8
NA-91,Muhammad Ishfaq Taj,PML-N,36060,1
NA-91,Danial Aziz,Independent,34789,2
NA-91,Muhammad Khalid,PPP,26103,3
NA-91,Muhammad Afzal,Independent,1529,4
NA-91,Ejaz Ahmad,Independent,789,5
NA-92,Mian Muhammad Nawaz Sharif,PML-N,57866,1
NA-92,Haji Mian Aziz Ur Rehman Chan,PPP,43260,2
NA-92,Syed Munawar Hassan Shah,PIF,2131,3
NA-92,Mahmood Ahmad,Independent,477,4
NA-92,Agha Muhammad Dilawar Khan,Independent,63,5
NA-93,Humayun Akhtar Khan,PML-N,66564,1
NA-93,Chudhary Aitzaz Ahsan,PPP,62713,2
NA-93,Hafiz Salman Butt,PIF,2265,3
NA-93,Muhammad Irshad,Independent,1827,4
NA-93,Muhammad Afzal Chishti,Independent,493,5
NA-93,Haroon Akhtar Khan,Independent,314,6
NA-93,Muhammad Ihsan Ullah Khan,Independent,209,7
NA-93,Tahir Iqbal,Independent,198,8
NA-93,Chaudhary Muhammad Hussain,Independent,170,9
NA-93,Mian Ijaz Ahmad Mominjee,Independnet,131,10
NA-93,Rana Ilam ud Din Ghazi,PTI,112,11
NA-93,Major (R) Aftab Ahmad Khan Lodhi,TI,86,12
