year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
1977,NA-59,Sargodha,Punjab,Malik   Anwar Ali Noon,PPP,53978,62.4,,,29.2,4
1977,NA-60,Mianwali,Punjab,Nawab Malik Muzaffar Khan,PPP,61944,54.5,,,9.1,2
1977,NA-61,Mianwali,Punjab,Ameer   Abdullah Khan Rokhri,PPP,89319,70.7,,,41.4,2
1977,NA-62,Mianwali,Punjab,Ghulam   Hussain Khan Dhandla,PPP,81816,69.2,,,41.1,3
1977,NA-63,Jhang,Punjab,Muhammad Ali Shah,PPP,83817,71.4,,,42.8,2
1977,NA-64,Jhang,Punjab,Mehar Ghulam Haider,PPP,77967,66.4,,,32.7,2
1977,NA-65,Jhang,Punjab,Syed   Faisal Saleh Hayat,PPP,78803,81.3,,,64.9,5
1977,NA-66,Jhang,Punjab,Syed Zulfiqar Ali Bokhari,PPP,64534,61.2,,,22.3,2
1977,NA-67,Jhang,Punjab,Sahibzada   Nazeer Sultan,PPP,81142,67.8,,,37.5,5
1977,NA-68,Faisalabad Lyallpur,Punjab,Mian   Muhammad Attaullah,PPP,59723,55.9,,,13.2,4
1977,NA-69,Lyallpur Faisalabad,Punjab,Mian   Zahid Sarfraz,PNA,46074,49.7,,,2.3,4
1977,NA-70,Lyallpur,Punjab,Chaudhary Nisar Akbar,PPP,60776,55.2,,,13.7,3
1977,NA-71,Faisalabad Lyallpur,Punjab,Rana Sakhawat Ali Khan,PPP,58464,59.9,,,19.9,2
1977,NA-72,Lyallpur,Punjab,Chaudhary   Muhammad Anwar Ali Khan,PPP,58518,65.0,,,44.0,4
1977,NA-73,Lyallpur,Punjab,Major (R) Moin Uddin,PPP,74873,72.6,,,47.9,3
1977,NA-74,Lyallpur,Punjab,Chaudhary   Imtiaz Ahmad Gill,PPP,70565,62.6,,,26.5,4
1977,NA-75,Faisalabad Lyallpur,Punjab,Khan Shahdat Ali Khan Baloch,PPP,62431,69.1,,,43.6,3
1977,NA-76,Faisalabad Lyallpur,Punjab,Ghulam Nabi Chaudhry,PPP,64535,59.8,,,19.5,2
1977,NA-77,Lyallpur,Punjab,Asad   Masood,PPP,60597,60.6,,,24.1,3
1977,NA-78,Lyallpur,Punjab,Rai   Hafeez Ullah Khan Tariq,PPP,65936,67.4,,,35.9,3
1977,NA-79,Lyallpur,Punjab,Muhammad Bashir Ahmad,PPP,52311,55.9,,,11.9,2
1977,NA-80,Lyallpur,Punjab,Chaudhary   Bashir Ahmad,PPP,62522,60.7,,,21.7,3
1977,NA-81,Lahore,Punjab,S.M Masood,PPP,45453,57.2,,,14.4,2
1977,NA-82,Lahore,Punjab,Khalid Lateef Kardar,PPP,53757,61.4,,,24.1,4
1977,NA-83,Lahore,Punjab,Mian Ehsan Ul Haq,PPP,64649,67.0,,,34.3,3
1977,NA-84,Lahore,Punjab,Doctor S.M Yaqoob,PPP,45822,58.5,,,17.8,3
1977,NA-85,Lahore,Punjab,Mian Salah-ud-Din,PPP,51171,60.8,,,23.4,5
1977,NA-86,Lahore,Punjab,Malik Muhammad Akhtar Khuda Bux,PPP,49753,54.8,,,9.8,3
1977,NA-87,Lahore,Punjab,Muhammad Rasheed,PPP,58978,62.4,,,25.2,3
1977,NA-88,Lahore,Punjab,Malik Meraj Khalid,PPP,73398,62.7,,,25.4,2
1977,NA-89,Kasur,Punjab,Sardar   Ahmad Ali,PPP,59633,52.9,,,7.2,3
1977,NA-90,Kasur,Punjab,Major (R) Rehmat Khan,PPP,51774,53.9,,,8.4,3
1977,NA-91,Kasur,Punjab,Shafaat Khan,PPP,81033,65.7,,,37.4,4
1977,NA-92,Kasur,Punjab,Amjad Masood,PPP,62948,56.0,,,12.1,2
1977,NA-93,Sheikhupura,Punjab,Manzoor Hussain,PPP,85703,76.8,,,55.1,3
1977,NA-94,Sheikhupura,Punjab,Malik Mushtaq Ahmad,PPP,61757,57.7,,,17.4,4
1977,NA-95,Sheikhupura,Punjab,Muhammad Arif,PPP,73571,60.5,,,21.0,2
1977,NA-96,Sheikhupura,Punjab,Mian Shamim Haidar,PPP,86912,70.1,,,40.2,2
1977,NA-97,Sheikhupura,Punjab,Rai Rasheed Ahmad Khan,PPP,88247,76.1,,,52.3,2
1977,NA-98,Gujranwala,Punjab,Ghulam Haider Cheema,PPP,69182,50.5,,,2.7,3
1977,NA-99,Gujranwala,Punjab,Mian Saifullah Tarar,PPP,96514,67.0,,,35.9,3
1977,NA-100,Gujranwala,Punjab,Ghulam Dastgir Khan,PNA,52223,51.3,,,3.8,5
1977,NA-101,Gujranwala,Punjab,Mian   Azhar Hussain,PPP,67662,59.2,,,23.1,4
1977,NA-102,Gujranwala,Punjab,Malik Mahdi Hassan,PPP,61424,51.5,,,4.9,3
1977,NA-103,Gujranwala,Punjab,Mian   Shahadat Khan,PPP,72025,57.1,,,18.4,7
1977,NA-104,Sialkot,Punjab,Qazi Zaka Ud Din,PPP,67305,57.4,,,14.8,2
1977,NA-105,Sialkot,Punjab,Mian Masood Ahmad,PPP,84414,72.0,,,45.7,3
1977,NA-106,Sialkot,Punjab,Chaudhary Sultan Ahmad,PPP,73648,57.8,,,17.0,3
1977,NA-107,Sialkot,Punjab,Moulana Kausar Niazi,PPP,80011,66.7,,,41.7,3
1977,NA-108,Sialkot,Punjab,Hamid Nawaz Khan,PPP,90775,81.0,,,62.1,2
1977,NA-109,Sialkot,Punjab,Ghulam Sarwar Khan Advocate,PPP,81613,71.6,,,44.0,3
1977,NA-110,Sialkot,Punjab,Anwar Aziz Chaudhry,PPP,101090,84.8,,,76.8,3
1977,NA-111,Multan,Punjab,Syed   Abbas Hussain Shah,PPP,52356,48.2,,,1.2,4
1977,NA-112,Multan,Punjab,Riffat Hayat Khan,PPP,53745,56.0,,,13.0,3
1977,NA-113,Multan,Punjab,Chaudhary   Barkat Ullah,PPP,63743,55.9,,,12.8,3
1977,NA-114,Multan,Punjab,Makhdoom Muhammad Sajjad Hussain   Qureshi,PPP,58844,57.1,,,20.3,6
1977,NA-115,Multan,Punjab,Syed   Hamid Raza Gillani,PPP,73918,71.0,,,46.2,5
1977,NA-116,Multan,Punjab,Sheikh Khizar Hayat,PNA,39688,50.2,,,1.8,3
1977,NA-117,Multan,Punjab,Maulana Hamid Ali Khan,PNA,49436,52.2,,,4.5,2
1977,NA-118,Multan,Punjab,Chaudhary Abdur Rehman,PPP,63308,56.8,,,15.8,4
1977,NA-119,Multan,Punjab,Syed Nasir Ali Rizvi,PPP,64249,54.9,,,11.2,3
1977,NA-120,Multan,Punjab,Rana Taj Ahmad,PPP,61335,54.6,,,9.1,2
1977,NA-121,Vehari,Punjab,Mohammad Nawaz Khan @ Dilawar Khan   Khichi,PPP,93943,71.9,,,43.8,2
1977,NA-122,Vehari,Punjab,Mian   Riaz Ahmad Khan Daultana,PPP,78761,63.8,,,29.3,3
1977,NA-123,Vehari,Punjab,Agha   Saleem Khurshid,PPP,64253,53.6,,,8.2,3
1977,NA-124,Dera Ghazi Khan,Punjab,Maulana   Mufti Mahmood,PNA,52159,50.9,,,2.2,3
1977,NA-125,Dera Ghazi Khan,Punjab,Sardar Farooq Ahmad Khan Leghari,PPP,81878,72.0,,,43.9,2
1977,NA-126,Dera Ghazi Khan,Punjab,Mir Balakh Sher Khan Mazari,PPP,81858,75.1,,,50.8,3
1977,NA-127,Muzaffargarh,Punjab,Muhammad Ibrahim Burq,PPP,64737,49.8,,,16.7,4
1977,NA-128,Muzaffargarh,Punjab,Nawabzada Nasrullah Khan,PNA,74006,61.9,,,23.8,2
1977,NA-129,Muzaffargarh,Punjab,Dost Muhammad Khan Buzdar,PNA,73844,64.0,,,27.9,2
1977,NA-130,Muzaffargarh,Punjab,Malik Qadir Bakhash Jhakkar,PPP,51237,54.4,,,8.7,2
1977,NA-131,Muzaffargarh,Punjab,Sardar Muhammad Behram Khan Sehr,PPP,47764,53.1,,,20.4,3
1977,NA-132,Sahiwal,Punjab,Sardar Abdul Aleem,PPP,62246,53.8,,,17.3,6
1977,NA-133,Sahiwal,Punjab,Sardar   Muhammad Nasim,PPP,66107,56.9,,,25.0,4
1977,NA-134,Sahiwal,Punjab,Chaudhary   Muhammad Hanif Khan,PPP,70993,61.2,,,23.6,3
1977,NA-135,Sahiwal,Punjab,Rao Khurshid Ali,PPP,79711,63.9,,,30.3,4
1977,NA-136,Sahiwal,Punjab,Muhammad Saeed,PPP,81075,62.7,,,26.2,3
1977,NA-137,Sahiwal,Punjab,Mian   Mohammad Yaseen Khan,PPP,95616,73.0,,,47.3,3
1977,NA-138,Sahiwal,Punjab,Rao   Muhammad Hashim Khan,PPP,75771,62.9,,,27.2,5
1977,NA-139,Sahiwal VIII,Punjab,Ahmad Saeed Khan,PPP,78277,61.7,,,23.3,2
1977,NA-140,Bahawalpur,Punjab,Shahzada   Saeed- ur-Rasheed Abbasi,PPP,60653,58.3,,,20.8,3
1977,NA-141,Bahawalpur II,Punjab,Shuja Ullah Sheikh,PPP,69544,64.6,,,31.4,4
1977,NA-142,Bahawalpur,Punjab,Prince Salah Uddin Ahmad Abbasi,PPP,67891,65.4,,,34.3,3
1977,NA-143,Bahawalpur Bahawalnagar,Punjab,Sahibzada Noor Hassan,PPP,55050,52.1,,,7.2,3
1977,NA-144,Bahawalnagar,Punjab,Muhammad Rafiq Shah,PPP,61747,59.6,,,19.3,2
1977,NA-145,Bahawalnagar,Punjab,Muhammad Afzal Watto,PPP,55896,52.7,,,7.4,5
1977,NA-146,Bahawalnagar,Punjab,Muhammad Afzal,PPP,60919,55.1,,,10.2,2
1977,NA-147,Rahim Yar Khan,Punjab,Khawja   Jamal Muhammad,PPP,64049,52.3,,,4.6,2
1977,NA-148,Rahim Yar Khan,Punjab,Makhdoom Hameed-ud-Din,PPP,66082,58.5,,,17.0,2
1977,NA-149,Rahim Yar Khan,Punjab,Makhdoom Noor Muhammad Shah,PNA,58428,49.9,,,1.3,3
1977,NA-150,Rahim Yar Khan,Punjab,Bilal   Khan Sardar,PPP,65518,53.7,,,9.1,6
1977,NA-151,Sukkur,Sindh,Ali Hassan Mangi,PPP,73086,75.8,,,52.9,5
1977,NA-152,Sukkur,Sindh,Agha   Ghulam Nabi,PPP,113898,91.6,,,83.2,2
1977,NA-153,Sukkur,Sindh,Sardar   Ghulam Muhammad Khan Mahar,PPP,127981,92.6,,,85.5,4
1977,NA-154,Sukkur,Sindh,Noor   Muhammad Khan Lund,PPP,,,,,,1
1977,NA-155,Jacobabad,Sindh,Mir Mehran Khan Bajarani,PPP,,,,,,1
1977,NA-156,Jacobabad,Sindh,Haji Khair Muhammad Khan,PPP,100832,89.6,,,79.2,2
1977,NA-157,Nawabshah,Sindh,Abdul Fateh,PPP,,,,,,1
1977,NA-158,Nawabshah,Sindh,Ghulam Mujtaba Jatoi,PPP,,,,,,1
1977,NA-159,Nawabshah,Sindh,Syed Shabbir Ahmad Shah,PPP,,,,,,1
1977,NA-160,Nawabshah,Sindh,Syed Noor Ahmad Shah,PPP,83886,70.0,,,41.6,3
1977,NA-161,Khairpur,Sindh,Syed Qaim Ali Shah,PPP,104997,74.3,,,49.5,4
1977,NA-162,Khairpur,Sindh,Pir Syed Abdul Qadir Shah,PPP,120523,88.7,,,77.3,2
1977,NA-163,Larkana,Sindh,Zulfiqar Ali Bhutto,PPP,,,,,,1
1977,NA-164,Larkana,Sindh,Sardar Ahmad Sultan,PPP,,,,,,1
1977,NA-165,Larkana,Sindh,Mumtaz   Ali Bhutto,PPP,,,,,,1
1977,NA-166,Hyderabad,Sindh,Makhdoom Muhammad Zaman,PPP,,,,,,1
1977,NA-167,Hyderabad,Sindh,Moulana Shah Ahmad Noorani,PNA,60897,71.0,,,43.1,5
1977,NA-168,Hyderabad,Sindh,Muhammad Shaukat,PNA,62732,75.5,,,51.4,5
1977,NA-169,Hyderabad,Sindh,Mir Ejaz Ali Khan Talpur,PPP,88194,91.3,,,82.8,3
1977,NA-170,Hyderabad,Sindh,Syed   Umed Ali Shah,PPP,80018,83.5,,,68.3,3
1977,NA-171,Badin,Sindh,Haji Najam Uddin Khan,PPP,,,,,,1
1977,NA-172,Badin,Sindh,Haji Abdullah Halepota,PPP,54940,84.8,,,69.5,2
1977,NA-173,Tharparkar,Sindh,Peer Ghulam Rasool Shah Jillani,PPP,81700,65.8,,,35.1,5
1977,NA-174,Tharparkar,Sindh,Syed   Khadim Ali Shah,PPP,98923,83.3,,,66.5,2
1977,NA-175,Tharparkar,Sindh,Niaz Muhammad Khan,PPP,,,,,,1
1977,NA-176,Dadu,Sindh,Malik Sikandar Khan,PPP,,,,,,1
1977,NA-177,Dadu,Sindh,Rais Ullah Khan,PPP,,,,,,1
1977,NA-178,Dadu,Sindh,Liaqat Ali Khan,PPP,,,,,,1
1977,NA-179,Sanghar I,Sindh,Haji Fatehuddin Shah,PPP,57740,56.0,,,12.0,2
1977,NA-180,Sanghar,Sindh,Atta Muhammad Marri,PPP,,,,,,1
1977,NA-181,Thatta,Sindh,Muhammad Khan Somoro,PPP,78181,95.6,,,91.3,2
1977,NA-182,Thatta,Sindh,Muhammad Yousif Khan Chandio,PPP,47588,89.6,,,79.3,2
1977,NA-183,Karachi,Sindh,Sardar Sher Baz Khan Mazari,PNA,48139,56.0,,,13.4,5
1977,NA-184,Karachi,Sindh,Muhammad Azam Farooqi,PNA,54610,66.5,,,33.5,4
1977,NA-185,Karachi,Sindh,Muhammad Hassan Haqani,PNA,59688,67.5,,,35.0,2
1977,NA-186,Karachi,Sindh,Professor Ghafoor Ahmad,PNA,55139,72.0,,,44.1,4
1977,NA-187,Karachi,Sindh,Musheer Pesh Imam,PNA,46453,56.3,,,12.6,2
1977,NA-188,Karachi,Sindh,Abdul Sattar Gabol,PPP,58801,67.1,,,35.7,4
1977,NA-189,Karachi,Sindh,Muhammad Hanif Tayyab,PNA,52905,56.5,,,14.0,6
1977,NA-190,Karachi,Sindh,Air Marshal (R) Asghar Khan,PNA,44252,59.9,,,19.9,2
1977,NA-191,Karachi,Sindh,Syed Munawar Hassan,PNA,73997,69.1,,,38.2,2
1977,NA-192,Karachi,Sindh,Shah Farid ul Haq,PNA,52635,65.5,,,32.1,3
1977,NA-193,Karachi,Sindh,Abdul Hafeez Pirzada,PPP,58938,63.5,,,28.0,3
1977,NA-194,Quetta,Balochistan,Tahir Muhammad Khan,PPP,24956,57.7,,,21.2,3
1977,NA-195,Quetta,Balochistan,Yahya Bakhtiar,PPP,18264,41.3,,,3.4,4
1977,NA-196,Quetta,Balochistan,Wazir Ahmad Gogezai,PPP,28908,59.9,,,26.9,5
1977,NA-197,Sibi,Balochistan,Meer Taj Muhammad Khan Jamali,PPP,,,,,,1
1977,NA-198,Sibi,Balochistan,Meer Abdul Nabi Jamali,PPP,,,,,,1
1977,NA-199,Kalat,Balochistan,Prince Mohyuddin,PPP,,,,,,1
1977,NA-200,Kalat,Balochistan,Mir Amanullah Khan Gichki,PPP,,,,,,1
