election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,US7QMUTmUi,Anwar-Ul-Haq Ramay,Pakistan Muslim League (Nawaz),63236,0.48519911,2,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,rhk71XQ5LB,Rana Aftab Ahmad Khan,Independents,991,0.007603775,3,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,9Hl6ngL5Wr,Ch. M. Idrees,Pakistan Islamic Front,592,0.004542316,4,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,cx1S9L6nvC,Ehsan-Ul-Haq Khan,Independents,487,0.003736668,5,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,r00JCgK2wB,Syed Nadeem Hussain,Independents,213,0.001634313,6,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,q9zO6RVqTj,Mian M. Rafiq,Independents,116,0.000890048,7,Loss
10/6/93,General Election,Contested,NA-125,Sahiwal 2,Punjab,National,271235,124904,1423,YZ2T0cwr8S,Mehar Ghulam Fareed Kathia,Pakistan Peoples Party Parliamentarians,61015,0.488495164,1,Win
10/6/93,General Election,Contested,NA-125,Sahiwal 2,Punjab,National,271235,124904,1423,XjJC6RZIym,Ch. M. Ashraf,Pakistan Muslim League (Nawaz),56079,0.448976814,2,Loss
10/6/93,General Election,Contested,NA-125,Sahiwal 2,Punjab,National,271235,124904,1423,EMXgAncNIF,Maj. (R) Ahmad Mehmood,Pakistan Islamic Front,4310,0.034506501,3,Loss
10/6/93,General Election,Contested,NA-125,Sahiwal 2,Punjab,National,271235,124904,1423,hlQoFfMvmt,Ghulam Fareed,Independents,2457,0.019671107,4,Loss
10/6/93,General Election,Contested,NA-125,Sahiwal 2,Punjab,National,271235,124904,1423,ZaQHaqe3dS,Roshan Ali,Independents,1043,0.008350413,5,Loss
10/6/93,General Election,Contested,NA-126,Sahiwal 3,Punjab,National,288571,142962,2178,kViF41pO7Z,Shahnaz Javed,Pakistan Peoples Party Parliamentarians,73454,0.51380087,1,Win
10/6/93,General Election,Contested,NA-126,Sahiwal 3,Punjab,National,288571,142962,2178,YIIo7KVIOC,Rai Ahmad Nawaz,Pakistan Muslim League (Nawaz),59582,0.416768092,2,Loss
10/6/93,General Election,Contested,NA-126,Sahiwal 3,Punjab,National,288571,142962,2178,1JinMWjDMu,Molvi Bashir Ahmad,Pakistan Islamic Front,8066,0.056420587,3,Loss
10/6/93,General Election,Contested,NA-126,Sahiwal 3,Punjab,National,288571,142962,2178,45ULaKxAGg,Shahnaz Bibi,Independents,1860,0.01301045,4,Loss
10/6/93,General Election,Contested,NA-127,Sahiwal 4,Punjab,National,271602,124289,1687,0Gf4AMbxmw,Mian M. Amjad Joiya,Pakistan Peoples Party Parliamentarians,60881,0.489834177,1,Win
10/6/93,General Election,Contested,NA-127,Sahiwal 4,Punjab,National,271602,124289,1687,A9KH67d8Wj,Raja Shahid Saeed Khan,Pakistan Muslim League (Nawaz),55889,0.449669721,2,Loss
10/6/93,General Election,Contested,NA-127,Sahiwal 4,Punjab,National,271602,124289,1687,zkBitYdNDA,Abdur Rehman Alias Jami,Pakistan Islamic Front,4059,0.032657757,3,Loss
10/6/93,General Election,Contested,NA-127,Sahiwal 4,Punjab,National,271602,124289,1687,3wGiXgYZy5,Aish M. Khan Sara,Independents,2624,0.021112086,4,Loss
10/6/93,General Election,Contested,NA-127,Sahiwal 4,Punjab,National,271602,124289,1687,KC3vyb0Bde,Rana Ghazanfar Abbas Khan,Jamiat Ulama-e-Islam (Sami),836,0.006726259,5,Loss
10/6/93,General Election,Contested,NA-128,Pakpattan,Punjab,National,309198,122616,1403,DEHaah5nOs,Rao M. Hashim Khan,Pakistan Peoples Party Parliamentarians,55704,0.45429634,1,Win
10/6/93,General Election,Contested,NA-128,Pakpattan,Punjab,National,309198,122616,1403,A64ptB42Bu,M. Ahmad Khan,Pakistan Muslim League (Nawaz),42881,0.349717818,2,Loss
10/6/93,General Election,Contested,NA-128,Pakpattan,Punjab,National,309198,122616,1403,AyqW6ksIjf,Ahmad Raza Khan Maneka,Pakistan Muslim League (Haqiqi),24031,0.195985842,3,Loss
10/6/93,General Election,Contested,NA-129,Vehari 1,Punjab,National,286631,143864,1444,zrQ8Os9Le1,Mian Noor M. Khan Bhabha,Pakistan Peoples Party Parliamentarians,63622,0.442237113,1,Win
10/6/93,General Election,Contested,NA-129,Vehari 1,Punjab,National,286631,143864,1444,4fn8rrXw5q,M. Nawaz Khan Alias Dilwar Khan,Pakistan Muslim League (Nawaz),61047,0.424338264,2,Loss
10/6/93,General Election,Contested,NA-129,Vehari 1,Punjab,National,286631,143864,1444,haXxVYvTaW,Mian Faiz Hakhsh,Independents,17779,0.123581994,3,Loss
10/6/93,General Election,Contested,NA-129,Vehari 1,Punjab,National,286631,143864,1444,ITMjCHFTJC,Haji M. Aslam Khan Khichi,Independents,1416,0.009842629,4,Loss
10/6/93,General Election,Contested,NA-13,Haripur,Khyber Paktunkhwa (NWFP),National,245350,96245,1415,6w2Y1RVQfh,Gohar Ayub Khan,Pakistan Muslim League (Nawaz),69386,0.720930957,1,Win
10/6/93,General Election,Contested,NA-13,Haripur,Khyber Paktunkhwa (NWFP),National,245350,96245,1415,BWJfdbnxLv,Abdul Haq,Pakistan Islamic Front,26859,0.279069043,2,Loss
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,PgV5Bvw7om,Tehmina Aqeel Daultana,Pakistan Muslim League (Nawaz),74654,0.535369037,1,Win
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,tmUSYWTWjg,Abdul Hameed Bhatti,Pakistan Peoples Party Parliamentarians,46943,0.336644101,2,Loss
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,uZVTUGx8VL,Abdul Haq Duggal,Jamiat Ulama-e-Islam (Sami),16397,0.117588423,3,Loss
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,H6pFiWUALk,Taj M. Bhatti,Independents,713,0.005113164,4,Loss
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,mkStJ4gKzH,Abdul Majid Mian,Independents,531,0.00380798,5,Loss
10/6/93,General Election,Contested,NA-130,Vehari 2,Punjab,National,287621,139444,1306,V8yWj0LiZK,Mian Shaukat Ali Aqeel,Independents,206,0.001477296,6,Loss
10/6/93,General Election,Contested,NA-131,Vehari 3,Punjab,National,288518,143572,1890,PKoeSSMvce,Qurban Ali Chuhan,Pakistan Peoples Party Parliamentarians,77734,0.541428691,1,Win
10/6/93,General Election,Contested,NA-131,Vehari 3,Punjab,National,288518,143572,1890,BeJC3ysVhX,Ch. Nazir Ahmad,Pakistan Muslim League (Nawaz),63307,0.440942524,2,Loss
10/6/93,General Election,Contested,NA-131,Vehari 3,Punjab,National,288518,143572,1890,s4aK3Vvj7W,Qari M. Tayyab,Independents,1865,0.012989998,3,Loss
10/6/93,General Election,Contested,NA-131,Vehari 3,Punjab,National,288518,143572,1890,pmxtoInoJE,Nazir Ahmad Mithoo Dogar,Independents,666,0.004638788,4,Loss
10/6/93,General Election,Contested,NA-132,Dera Ghazi Khan,Punjab,National,352781,142778,2086,QYU1ojcGwX,Kh. Kamaluddin Anwar,Pakistan Peoples Party Parliamentarians,67432,0.472285646,1,Win
10/6/93,General Election,Contested,NA-132,Dera Ghazi Khan,Punjab,National,352781,142778,2086,uJm0ImMs9A,Sardar M. Amjad Farooq Khan Khosa,Pakistan Muslim League (Nawaz),65002,0.455266217,2,Loss
10/6/93,General Election,Contested,NA-132,Dera Ghazi Khan,Punjab,National,352781,142778,2086,Q1soNS8VcN,Molana M. Abdul Qadir Dervi,Jamiat Ulama-e-Islam (Sami),9529,0.066739974,3,Loss
10/6/93,General Election,Contested,NA-132,Dera Ghazi Khan,Punjab,National,352781,142778,2086,JThmasRuqq,Haji Saifullah Khan Saddozai,Independents,815,0.005708162,4,Loss
10/6/93,General Election,Contested,NA-133,Dera Ghazi Khan-Cum-Rajanpur,Punjab,National,367289,146881,2257,2KOdvo2bQP,Sardar Farooq Ahmad Khan Leghari,Pakistan Peoples Party Parliamentarians,95943,0.653202252,1,Win
10/6/93,General Election,Contested,NA-133,Dera Ghazi Khan-Cum-Rajanpur,Punjab,National,367289,146881,2257,JRqPg6atSQ,Sardar M. Saifuddin Khan Khosa,Pakistan Muslim League (Nawaz),50938,0.346797748,2,Loss
10/6/93,General Election,Contested,NA-134,Rajanpur,Punjab,National,352678,141846,2471,1SZkNa3p0O,Mir Balakh Sher Mazari,Independents,74183,0.522982671,1,Win
10/6/93,General Election,Contested,NA-134,Rajanpur,Punjab,National,352678,141846,2471,uK5KAmVJ70,Sardar Nasrullah Khan Dreshak,Independents,61210,0.431524329,2,Loss
10/6/93,General Election,Contested,NA-134,Rajanpur,Punjab,National,352678,141846,2471,QLX9hJQazg,M. Rafiq Pachar,Pakistan Islamic Front,6453,0.045492999,3,Loss
10/6/93,General Election,Contested,NA-135,Muzaffargarh 1,Punjab,National,236073,120838,1578,yby2LRgFug,Abdul Qayoom Khan Jatoi,Pakistan Muslim League (Nawaz),53241,0.440598156,1,Win
10/6/93,General Election,Contested,NA-135,Muzaffargarh 1,Punjab,National,236073,120838,1578,5sQEx7OEcD,Molana Shah Ahmad Noorani Siddiqi,Islami Jamhoori Mahaz,40482,0.33501051,2,Loss
10/6/93,General Election,Contested,NA-135,Muzaffargarh 1,Punjab,National,236073,120838,1578,gfZuMsrjuJ,Jameel Ahmad Hussain Bukhari,Pakistan Peoples Party Parliamentarians,27115,0.224391334,3,Loss
10/6/93,General Election,Contested,NA-136,Muzaffargarh 2,Punjab,National,223122,112404,1497,5uIfux9Ytn,Nawabzada Nasrullah Khan,National Democratic Alliance,62264,0.553930465,1,Win
10/6/93,General Election,Contested,NA-136,Muzaffargarh 2,Punjab,National,223122,112404,1497,BEFXrrAodS,Mian Atta M. Qureshi,Pakistan Muslim League (Nawaz),47702,0.424379915,2,Loss
10/6/93,General Election,Contested,NA-136,Muzaffargarh 2,Punjab,National,223122,112404,1497,FNPeP0DOts,Muzaffar Mehdi Hashmi,Independents,2152,0.019145226,3,Loss
10/6/93,General Election,Contested,NA-136,Muzaffargarh 2,Punjab,National,223122,112404,1497,gNk0oVZ1XV,Jam Niaz Rasool Ganga,Pakistan Saraiki Party,286,0.002544393,4,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,KTNmzBNgUn,Ghulam M. Mustafa Khar,Independents,51776,0.490400553,1,Win
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,B3wWNQKkEc,Ehsan Karim Qureshi,Pakistan Muslim League (Nawaz),25679,0.243220716,2,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,QMNDTvNOHN,Malik Ghulam M. Noor Rabani Khar,Pakistan Muslim League (Haqiqi),19364,0.183407685,3,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,7HFt9WGYqz,Liaqat Baloch,Pakistan Islamic Front,7004,0.06633895,4,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,nz567LPrXa,Malik Ghulam M. Fakhar-Ur-Rusul Arbi,Independents,578,0.005474574,5,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,k8fHCo08JB,Haji M. Akram Dawana,Islami Jamhoori Mahaz,413,0.003911763,6,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,lV9w4EolUW,Dr. Syed Athar Mehdi Kazmi,Pakistan Saraiki Party,336,0.003182451,7,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,I0Y7SVr2Yo,Amjad Hamid Khan Dasti,Independents,261,0.002472083,8,Loss
10/6/93,General Election,Contested,NA-137,Muzaffargarh 3,Punjab,National,233922,105579,2072,0w14Pzkqoq,Malik M. Rafiq Khar,Independents,168,0.001591226,9,Loss
10/6/93,General Election,Contested,NA-138,Muzaffargarh 4,Punjab,National,251557,115870,912,mKcyDjDutL,Malik Ghulam M. Mustafa Khar,Pakistan Peoples Party Parliamentarians,60226,0.519772158,1,Win
10/6/93,General Election,Contested,NA-138,Muzaffargarh 4,Punjab,National,251557,115870,912,0C0DZLTx02,Mian Ghulam Abbas Qureshi,Pakistan Muslim League (Nawaz),54527,0.470587728,2,Loss
10/6/93,General Election,Contested,NA-138,Muzaffargarh 4,Punjab,National,251557,115870,912,Yk0jYJgRBx,M. Ramzan Motianwala,Independents,581,0.00501424,3,Loss
10/6/93,General Election,Contested,NA-138,Muzaffargarh 4,Punjab,National,251557,115870,912,qMpOKfz4R5,Abdullah Salfi,Independents,312,0.002692673,4,Loss
10/6/93,General Election,Contested,NA-138,Muzaffargarh 4,Punjab,National,251557,115870,912,s4U0k0ewfB,Niaz Ahmad Buzdar Baloch,Independents,224,0.001933201,5,Loss
10/6/93,General Election,Contested,NA-139,Layyah 1,Punjab,National,225873,115515,966,3rwunSu07o,Malik Niaz Ahmad Jakhar,Pakistan Peoples Party Parliamentarians,64650,0.559667576,1,Win
10/6/93,General Election,Contested,NA-139,Layyah 1,Punjab,National,225873,115515,966,jnEAgtOIAE,Malik Ghulam Haider Thind,Pakistan Muslim League (Nawaz),49156,0.425537809,2,Loss
10/6/93,General Election,Contested,NA-139,Layyah 1,Punjab,National,225873,115515,966,hrFZRIfq0B,Abdur Razzaq Rahi,Independents,906,0.007843137,3,Loss
10/6/93,General Election,Contested,NA-139,Layyah 1,Punjab,National,225873,115515,966,GPxTLOZzCw,Liaqat Ali Khan Khetran,Independents,455,0.003938882,4,Loss
10/6/93,General Election,Contested,NA-139,Layyah 1,Punjab,National,225873,115515,966,SmcOYUCVpy,Mian Maqsood Ali,Independents,348,0.003012596,5,Loss
10/6/93,General Election,Contested,NA-14,Mansehra 1,Khyber Paktunkhwa (NWFP),National,248354,93108,1871,AtEVWIv40X,Sardar M. Yousaf,Pakistan Muslim League (Nawaz),58191,0.62498389,1,Win
10/6/93,General Election,Contested,NA-14,Mansehra 1,Khyber Paktunkhwa (NWFP),National,248354,93108,1871,WK2oJePz8O,Syed Qasim Shah,Pakistan Muslim League (Haqiqi),34917,0.37501611,2,Loss
10/6/93,General Election,Contested,NA-140,Layyah 2,Punjab,National,214700,103938,778,RYNBHNBvb0,M. Jehangir Khan,Pakistan Peoples Party Parliamentarians,51162,0.492235756,1,Win
10/6/93,General Election,Contested,NA-140,Layyah 2,Punjab,National,214700,103938,778,KmFFboG7de,Sahabzada Faiz-Ul-Hassan,Pakistan Muslim League (Nawaz),46480,0.447189671,2,Loss
10/6/93,General Election,Contested,NA-140,Layyah 2,Punjab,National,214700,103938,778,AwsUVLIuxP,Manzoor Ahmad Khan,Pakistan Islamic Front,6296,0.060574573,3,Loss
10/6/93,General Election,Contested,NA-141,Bahawalpur 1,Punjab,National,359953,140554,1776,cjYQnx4tNB,Nawab Salahuddin Ahmad Abbasi,Pakistan Muslim League (Nawaz),67115,0.477503308,1,Win
10/6/93,General Election,Contested,NA-141,Bahawalpur 1,Punjab,National,359953,140554,1776,jhqIzWEBS0,Sahabzada M. Usman Abbasi,Pakistan Muslim League (Haqiqi),49992,0.355678245,2,Loss
10/6/93,General Election,Contested,NA-141,Bahawalpur 1,Punjab,National,359953,140554,1776,UmiMbmBCRh,M. Abdullah,Jamiat Ulama-e-Islam (Sami),22751,0.161866614,3,Loss
10/6/93,General Election,Contested,NA-141,Bahawalpur 1,Punjab,National,359953,140554,1776,X9ORmtXCPn,Malik Farooq Ahmad,Pakistan Saraiki Party,696,0.004951833,4,Loss
10/6/93,General Election,Contested,NA-142,Bahawalpur 2,Punjab,National,289755,136974,1241,UhBLfnUBcW,Sahabzada Farooq Anwar Abbasi,Pakistan Muslim League (Nawaz),69280,0.50578942,1,Win
10/6/93,General Election,Contested,NA-142,Bahawalpur 2,Punjab,National,289755,136974,1241,N4WlmfFZ60,Tariq Bashir Cheema,Pakistan Peoples Party Parliamentarians,64480,0.470746273,2,Loss
10/6/93,General Election,Contested,NA-142,Bahawalpur 2,Punjab,National,289755,136974,1241,IZujSNjrBN,Syed Mehmood Akbar Rizvi,Pakistan Islamic Front,2809,0.020507542,3,Loss
10/6/93,General Election,Contested,NA-142,Bahawalpur 2,Punjab,National,289755,136974,1241,4yDnUXhmj7,M. Islam,Independents,405,0.002956766,4,Loss
10/6/93,General Election,Contested,NA-143,Bahawalpur 3,Punjab,National,327016,159775,3196,QiL7g5RnwL,Mian Riaz Hussain Pirzada,Pakistan Peoples Party Parliamentarians,85922,0.537768737,1,Win
10/6/93,General Election,Contested,NA-143,Bahawalpur 3,Punjab,National,327016,159775,3196,kK6hq6g1ch,Syed Tasneem Nawaz Gardezi,Pakistan Muslim League (Nawaz),69455,0.434705054,2,Loss
10/6/93,General Election,Contested,NA-143,Bahawalpur 3,Punjab,National,327016,159775,3196,bEwcJojMnR,Ch. Ghulam M. Azim,Pakistan Islamic Front,4398,0.027526209,3,Loss
10/6/93,General Election,Contested,NA-144,Bahawalnagar 1,Punjab,National,285612,139548,1663,BjhmQaemLG,Mian Abdul Sattar Laleka,Pakistan Muslim League (Nawaz),80541,0.577156247,1,Win
10/6/93,General Election,Contested,NA-144,Bahawalnagar 1,Punjab,National,285612,139548,1663,UHYmURMRop,Syed M. Asghar Shah,Pakistan Muslim League (Haqiqi),56983,0.408339783,2,Loss
10/6/93,General Election,Contested,NA-144,Bahawalnagar 1,Punjab,National,285612,139548,1663,uFcHv3QWk4,Abdul Qadir Shaheen,Pakistan Peoples Party Parliamentarians,1102,0.007896924,3,Loss
10/6/93,General Election,Contested,NA-144,Bahawalnagar 1,Punjab,National,285612,139548,1663,GaUjfR8kOI,Mian Shaukat Ali Laleka,Independents,502,0.003597329,4,Loss
10/6/93,General Election,Contested,NA-144,Bahawalnagar 1,Punjab,National,285612,139548,1663,eJJaK7ss2d,Dr. Noor M. Ghaffari,Jamiat Ulama-e-Islam (Sami),420,0.003009717,5,Loss
10/6/93,General Election,Contested,NA-145,Bahawalnagar 2,Punjab,National,293306,153574,1567,PqcnMDuyfq,Mian Mumtaz Ahmad,Pakistan Peoples Party Parliamentarians,82480,0.537070077,1,Win
10/6/93,General Election,Contested,NA-145,Bahawalnagar 2,Punjab,National,293306,153574,1567,OSnIZjO1Ne,Mian Abdul Sattar Laleka,Pakistan Muslim League (Nawaz),65077,0.423750114,2,Loss
10/6/93,General Election,Contested,NA-145,Bahawalnagar 2,Punjab,National,293306,153574,1567,wEQcAh87w2,Capt. M. Sadiq Khan Khakwani,Pakistan Islamic Front,3823,0.024893537,3,Loss
10/6/93,General Election,Contested,NA-145,Bahawalnagar 2,Punjab,National,293306,153574,1567,nPZnfhmsxz,Ghulam Rasool,Independents,1666,0.01084819,4,Loss
10/6/93,General Election,Contested,NA-145,Bahawalnagar 2,Punjab,National,293306,153574,1567,FdUTeedCL1,Abdul Sattar,Independents,528,0.003438082,5,Loss
10/6/93,General Election,Contested,NA-146,Bahawalnagar 3,Punjab,National,290636,153254,1198,RGhD1NiqvM,Ali Akbar Mazhar Wains,Pakistan Peoples Party Parliamentarians,89273,0.582516606,1,Win
10/6/93,General Election,Contested,NA-146,Bahawalnagar 3,Punjab,National,290636,153254,1198,FQYu4RDT3c,Ch. Abdul Ghafoor,Pakistan Muslim League (Nawaz),59062,0.385386352,2,Loss
10/6/93,General Election,Contested,NA-146,Bahawalnagar 3,Punjab,National,290636,153254,1198,7HZBiGDXp9,Dr. Ehsan Bari,Pakistan Islamic Front,4013,0.026185287,3,Loss
10/6/93,General Election,Contested,NA-146,Bahawalnagar 3,Punjab,National,290636,153254,1198,MoquaDaPZm,M. Siddiq,National Democratic Alliance,906,0.005911754,4,Loss
10/6/93,General Election,Contested,NA-147,Rahimyar Khan 1,Punjab,National,335580,122825,1954,t5E3yY9HHc,Syed Ahmad Alam Anwar,Pakistan Peoples Party Parliamentarians,75368,0.613621005,1,Win
10/6/93,General Election,Contested,NA-147,Rahimyar Khan 1,Punjab,National,335580,122825,1954,hsvBKtaokg,Kh. M. Asghar Koreja,Pakistan Muslim League (Nawaz),44817,0.364884999,2,Loss
10/6/93,General Election,Contested,NA-147,Rahimyar Khan 1,Punjab,National,335580,122825,1954,SNVZ8ts9Nz,Ch. Masood Ahmad,Independents,1773,0.014435172,3,Loss
10/6/93,General Election,Contested,NA-147,Rahimyar Khan 1,Punjab,National,335580,122825,1954,6d17Wf6Odw,Syed Masood Alam,Independents,867,0.007058824,4,Loss
10/6/93,General Election,Contested,NA-148,Rahimyar Khan 2,Punjab,National,296293,121819,1627,5Z1DMv9qSI,Makhdoom Shahabuddin,Pakistan Peoples Party Parliamentarians,66271,0.544012018,1,Win
10/6/93,General Election,Contested,NA-148,Rahimyar Khan 2,Punjab,National,296293,121819,1627,cBVvkMRspo,Makhdoom Rukanuddin,Pakistan Muslim League (Nawaz),45725,0.375351957,2,Loss
10/6/93,General Election,Contested,NA-148,Rahimyar Khan 2,Punjab,National,296293,121819,1627,xxn6Ah9k0r,Hafiz M. Akbar,Jamiat Ulama-e-Islam (Sami),9093,0.074643529,3,Loss
10/6/93,General Election,Contested,NA-148,Rahimyar Khan 2,Punjab,National,296293,121819,1627,nYzbHKAHrc,Mukhtiar Ahmad Azad,Pakistan Saraiki Party,730,0.005992497,4,Loss
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,iG0DkbC04V,Ch. M. Jaffar Iqbal,Pakistan Muslim League (Nawaz),79720,0.541513548,1,Win
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,8AtjCYwpFS,Zafar Iqbal Warraich,Pakistan Peoples Party Parliamentarians,62460,0.424271653,2,Loss
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,rFmhS8wtvB,Abdur Rauf Rabbani,Islami Jamhoori Mahaz,3538,0.024032551,3,Loss
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,T50lk3Fgn0,Abdul Majeed Kanju,National Democratic Alliance,686,0.004659788,4,Loss
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,ofmBF9YNqP,M. Saleem Akhtar,Independents,527,0.00357975,5,Loss
10/6/93,General Election,Contested,NA-149,Rahimyar Khan 3,Punjab,National,338487,147217,1653,8rswCsp0Ns,Iftikhar Ahmad,Independents,286,0.00194271,6,Loss
