na,candidate_name,party,votes,rank
NA-9,Syed Iftikhar Hussain Gillani,PDA,27848,1
NA-9,Molvi Niamatullah,IJI,26493,2
NA-9,Javed Ibrahim Paracha,JUI-F,25143,3
NA-9,Syed Ghalib Shah,Independent,8117,4
NA-9,Gul Shahzad Khattak,Independent,618,5
NA-10,Al Haj Muhammad Aslam Khan Khattak,Independent,27866,1
NA-10,Moulana Shaheed Ahmad,IJI,14684,2
NA-10,Afra Siab Khattak,QIP,9643,3
NA-10,Hafiz Abn-e-Amin,JUI-F,3180,4
NA-10,Sher Nawaz Khattak,Independent,285,5
NA-10,Bakhat Bibi,Independent,277,6
NA-11,Sardar Mehtab Ahmad Khan,IJI,64541,1
NA-11,Amanullah Khan Jadoon,Independent,31754,2
NA-11,Muhamamd Salim Khan,Independent,1321,3
NA-11,Nawab Khan Jadoon,Independent,364,4
NA-12,Haji Javed Iqbal Abbasi,IJI,43764,1
NA-12,Sardar Gul Khatab,Independent,29247,2
NA-12,Sardar Inyat ur Rehman,PDA,5576,3
NA-12,Muhammad Saleem Khan,Independent,5284,4
NA-12,Sardar Hukam Dad,Independent,1373,5
NA-12,Lt. Col (R) Abdul Razaq,HF,678,6
NA-13,Gohar Ayub Khan,IJI,52923,1
NA-13,Omar Asghar Khan,PDA,30970,2
NA-13,Raja Muhammad Tahir Ayub,PAT,6339,3
NA-13,Muhammad Naseem,Independent,3643,4
NA-13,Malik Abdul Sattar,JUI-F,1260,5
NA-13,Muhammad Rafique Mashwani,Independent,979,6
NA-14,Sardar Muhammad Yousaf,Independent,34787,1
NA-14,Syed Muzammil Shah,IJI,31457,2
NA-14,Syed Ghulam Nabi Shah,JUI-F,13120,3
NA-14,Muhammad Hanif Khan,Independent,9443,4
NA-14,Sajid Mumtaz Khan,PDA,726,5
NA-14,Syed Ikhlaq Shah,Independent,471,6
NA-15,Nawabzada Salah-ud-din Saeed Khan,IJI,19109,1
NA-15,Syed Qasim Shah,Independent,16115,2
NA-15,Zar Gul,Independent,11528,3
NA-15,Moulana Abdur Razzaq Aziz,JUI-F,6733,4
NA-15,Qazi Shamsul Haq,PAT,1652,5
NA-15,Badrul Islam,Independent,905,6
NA-15,Ali Muhammad,Independent,838,7
NA-15,Muhammad Aslam,Independent,519,8
NA-15,Malak Muhammad Younis,Independent,398,9
NA-16,Alam Zeb Khan,JUI-F,13556,1
NA-16,Khan Muhammad Ayub Khan,Independent,10684,2
NA-16,Malik Jan,Independent,8160,3
NA-16,Abdul Qayyum,Independent,2797,4
NA-16,Sher Ali Khan (Retired),Independent,747,5
NA-17,Molvi Muhammad Amin,JUI-F,7752,1
NA-17,Malik Said Ahmad,Independent,4607,2
NA-17,Aurang Zeb,Independent,4581,3
NA-17,Moulana Abdul Baqi,IJI,4034,4
NA-17,Gul Dad Khan,Independent,3106,5
NA-17,Aurungzeb,Independent,2265,6
NA-17,Muhammad Siraj,QIP,690,7
NA-17,Haji Ali Dad,Independent,352,8
NA-18,Fazal Karim Khan Kundi,PDA,64533,1
NA-18,Moualna Fazal ur Rehman,JUI-F,52890,2
NA-18,Haji Muhammad Ramzan,Independent,15679,3
NA-18,Qazi Abdul Latif,IJI,13619,4
NA-18,Muhammad Khalid Raza Zakori,PAT,6047,5
NA-18,Asmatullah Khan Mastikhel,JUP-N,2282,6
NA-18,Haji Nisar Ahmad,Independent,926,7
NA-18,Liaqat Ali Khan Kundi,Independent,820,8
NA-19,Maulvi Ali Akbar,JUI-F,28471,1
NA-19,Riaz Khan,PDA,12519,2
NA-19,Moulvi Abdul Rauf,IJI,11317,3
NA-19,Muhammad Sahfiq,QIP,2598,4
NA-19,Sher Muhamamd Khan,Independent,1445,5
NA-19,Muhamamd Parvez,PAT,689,6
NA-19,Abdus Samad Khan,Independent,647,7
NA-19,Naeem Khan,Independent,79,8
NA-20,Nasir Muhammad Khan,IJI,38877,1
NA-20,Ahmad Jan,JUI-F,34322,2
NA-20,Muhammad Farid Khan,Independent,1838,3
NA-20,Abdus Samad,Independent,806,4
NA-20,Khalid Latif,Independent,94,5
NA-21,Khaliq Dad Khan,IJI,24891,1
NA-21,Ubaidur Rehman,JUI-F,17480,2
NA-21,Shahzada Amani Room,PDA,15341,3
NA-21,Mian Gul Aurungzb,Independent,12894,4
NA-21,Taj Muhammad Khan,Independent,1487,5
NA-21,Mehboob Ur Rehman,Independent,1068,6
NA-22,Abdul Matin Khan,Independent,19084,1
NA-22,Haji Fazal-e-Khaliq,IJI,18901,2
NA-22,Moulana Abdul Rehman,JUI-F,11755,3
NA-22,Sattaruddin,PDA,11315,4
NA-22,Sher Bahadar,Independent,6270,5
NA-23,Muhammad Afzal Khan,PDA,32515,1
NA-23,Shaujat Ali Khan,IJI,28080,2
NA-23,Molvi Abdur Rehman,JUI-F,14664,3
NA-23,Muhammad Ayub Khan,ANP,7759,4
NA-23,Muhammad Mukhtar,PKMAP,1387,5
NA-23,Sultan Yousaf,Independent,1314,6
NA-23,Mehboob Ur Rehman,Independent,1282,7
NA-23,Sayed Allaudin,Independent,534,8
NA-24,Shahzada Muhayud Din,IJI,35269,1
NA-24,Piar Ali Alana,PDA,20628,2
NA-24,Ubaidullah,JUI-F,6282,3
NA-24,Sardar Aman Khan,Independent,1608,4
NA-24,Muhammad Jehangir Khan Jiggar (Retired),Independent,184,5
NA-25,Najmud Din,PDA,28533,1
NA-25,Sahibzada Fathullah,IJI,27147,2
NA-25,Qazi Abdus Salam,JUI-F,5851,3
NA-25,Muhammad Ayub Khan,Independent,5735,4
NA-26,Ahmad Hassan,PDA,31331,1
NA-26,Maulana Gauhar Rehman Khan,IJI,29888,2
NA-26,Abdur Rehman Khan,Independent,13436,3
NA-26,Sahibzada Khalid,JUI-F,10280,4
NA-26,Haji Muhammad Khan,Independent,5705,5
NA-27,Haji Baroz Khan,Independent,,1
NA-28,Syed Yousuf Hussain,Independent,607,1
NA-28,Abdul Manan,Independent,550,2
NA-28,Jamu Gul Parachamkani,Independent,37,3
NA-28,Akhundzada Muhammad Saeed Parachamkani,Independent,16,4
NA-28,Khan Muhammad Khan Masozai,Independent,12,5
NA-28,Muhammad Hayat Khan Parachamkani,Independent,11,6
NA-29,Spin Gul,Independent,956,1
NA-29,Noor Sayed Mian,Independent,955,2
NA-29,Haji Khalil Shah,Independent,946,3
NA-29,Akhunzada Fazal Hamid,Independent,633,4
NA-29,Alhaj Ghazi Said Jamal,Independent,619,5
NA-29,Lt. Colonel (R) Amanullah Khan,Independent,189,6
NA-29,Alim Hassan,Independent,102,7
NA-29,Subaidar Major (R) Eid Akbar,Independent,58,8
NA-29,Inayatullah,Independent,49,9
NA-30,Muhammad Ajmal,Independent,494,1
NA-30,Qadar Khan,Independent,281,2
NA-30,Mir Hawaz,Independent,209,3
NA-30,Jan Mahmood,Independent,11,4
NA-31,Haji Sakhi Jan,Independent,536,1
NA-31,Ghiasuddin,Independent,396,2
NA-31,Sultan Muhammad,Independent,16,3
NA-32,Haji Lal Khan,Independent,842,1
NA-32,Mian Shah Jahan,Independent,639,2
NA-32,Molvi Muhammad Sharif,Independent,413,3
NA-32,Haji Shah Din,Independent,12,4
NA-33,Haji Muhammad Ayub Afridi,Independent,2080,1
NA-33,Malik Nadir Khan,Independent,794,2
NA-33,Ali Akbar,Independent,48,3
NA-34,Malik Muhammad Aslam Khan Afridi,Independent,,1
NA-35,Haji Muhammad Nawaz Khokhar,IJI,56795,1
NA-35,Raja Peraiz Khan,PDA,43467,2
NA-35,Raja Abdul Qayyum,PAT,3199,3
NA-35,Siddique Butt,Independent,1315,4
NA-35,Subaidar (R) Abdullah Shah (Retired),Independent,799,5
NA-35,Rana G.M. K Pasha,PML-Q,560,6
NA-35,Syed Ali Nawaz Shah Gardezi,PDP,486,7
NA-35,Muhammad Bashir Mumtaz,JUI-F,415,8
NA-35,Chaudhary Muhammad Jamil,Independent,144,9
NA-35,Muhammad Safdar Awan,Independent,108,10
NA-35,Muhammad Shahzad Khan,Independent,104,11
NA-35,Jehangir Akhtar,Independent,68,12
NA-35,Syed Razi Jaffar Zaidi,Independent,36,13
NA-36,Shahid Khaqan Abbasi,IJI,80305,1
NA-36,Raja Muhammad Anwar,PDA,54011,2
NA-36,Caption (R) Raja Muhammad Riaz Khan,Independent,526,3
NA-37,Raja Muhammad Zaheer Khan,IJI,75784,1
NA-37,Raja Abdul Aziz Bhatti,PDA,54753,2
NA-37,Muhammad Umar,PAT,8978,3
NA-37,Raja Abdul Sabor,JUP-N,1192,4
NA-37,Muhammad Hussain Chohan,Independent,327,5
NA-38,Sheikh Rasheed Ahmad,IJI,78107,1
NA-38,Chaudhary Mushtaq Hussain,PDA,54701,2
NA-38,Sohail Asghar Malik,Independent,2332,3
NA-38,Sheikh Tariq Elahi,PAT,1711,4
NA-38,Shaikh Allah Ditta Sethi,PML-Q,1390,5
NA-38,Syed Riaz Hussain Shah,Independent,1052,6
NA-38,Sh. Siddique Ahmad,Independent,250,7
NA-38,Nasrullah Khan,Independent,203,8
NA-38,Haji Muhammad Saleem Shahid,ANP,189,9
NA-39,Muhammad Ejaz ul Haq,IJI,87829,1
NA-39,Raja Shahid Zafar,PDA,57130,2
NA-39,Syed Riaz Hussain Shah,Independent,1713,3
NA-40,Ch. Nisar Ali Khan,IJI,78530,1
NA-40,Ghulam Sarwar Khan,PDA,63021,2
NA-41,Shaikh Aftab Ahmad,IJI,71134,1
NA-41,Malik Muhammad Aslam Khan,47920,36058,2
NA-41,Iqtadar Ali Khan,Independent,880,3
NA-41,Maqbool Elahi Siddiqi,Independent,716,4
NA-42,Malik Allah Yar Khan,PPP,68458,1
NA-42,Amir Muhamamd Khan,PDA,55174,2
NA-42,Malik Lal Khan,Independent,32188,3
NA-42,Mehboob Subhani Qureishi,PAT,3121,4
NA-42,Thekedar Muhamamd Aslam,JUP-N,928,5
NA-43,Lt. General Abdul Majeed Malik,IJI,79873,1
NA-43,Sardar Muhammad Ashraf Khan,PDA,60902,2
NA-43,Muhammad Khan,PAT,6115,3
NA-43,Muhammad Sultan,Independent,880,4
NA-43,Haji Nauroz Khan,Independent,740,5
NA-43,Malik Tajammal Khan,Independent,596,6
NA-44,Sardar Mansoor Hayyat Khan Taman,IJI,79239,1
NA-44,Sardar Ghulam Abbas Khan,PDA,69593,2
NA-44,Javed Akhtar alias Javed Iqbal,JUI-F,1282,3
NA-44,Malik Fateh Khan,Independent,517,4
NA-45,Chaudhary Muhammad Altaf Hussain,PDA,58806,1
NA-45,Raja Muhammad Afzal Khan,IJI,58455,2
NA-45,Ishrat Hussain Mirza,PAT,6004,3
NA-45,Pir Syed Shabbir Ali Shah,Independent,555,4
NA-46,Nawabzada Iqbal Mehdi Khan,Independent,57177,1
NA-46,Doctor Ghulam Hussain,PDA,53430,2
NA-46,Dr. Muhammad Hussain,PAT,4354,3
NA-47,Ehsan ul Haq Piracha,PDA,55350,1
NA-47,Mian Naseer Ahmad,IJI,51092,2
NA-47,Khalil Ur Rehman Tahir,Independent,1039,3
NA-47,Inam ul Haq Paracha,Independent,776,4
NA-47,Malik Hamid Zaman Bhatti,PAT,689,5
NA-47,Syeda Nasira Naqvi,Independent,499,6
NA-47,Anwar-ul-Haq Piracha,Independent,411,7
NA-48,Mian Muhammad Nawaz Sharif,IJI,69141,1
NA-48,Liaqat Hayyat,PDA,45274,2
NA-48,Nisar Ahmad (Retired),Independent,1075,3
NA-48,Mamur Ahmad Bhatti,Independent,480,4
NA-48,Ataullah Bajwa,Independent,276,5
NA-49,Haji Muhammad Javaid Iqbal Cheema,IJI,59576,1
NA-49,Syed Ehsan Qadir Shah,PDA,55131,2
NA-49,Syed Sabir Hussain Shah Hamdani,PAT,5404,3
NA-49,Doctor Amjad Chugtai,Independent,2888,4
NA-49,Muhammad Iqbal (Retired),Independent,701,5
NA-49,Chaudhary Hashir Mehmood Hussain,Independent,212,6
NA-49,Anwar Kamal Pasha,Independent,202,7
NA-49,Malik Muhammad Aslam,Independent,183,8
NA-50,Chaudhary Anwar Ali Cheema,IJI,77073,1
NA-50,Riaz Amir alias Abdul Haq,PDA,51581,2
NA-50,Syed Nusrat Ali Shah,Independent,1000,3
NA-50,Haji Muhammad Ashraf,Independent,822,4
NA-51,Malik Muhammad Naeem Khan,IJI,84908,1
NA-51,Malik Muhammad Bashir Awan,Independent,61804,2
NA-52,Malik Khuda Bukhsh Tewana,IJI,61854,1
NA-52,Sardar Shuja Muhammad Khan,PDA,51269,2
NA-52,Allama Muhammad Salman Saifi,Independent,15089,3
NA-53,Maulana Abdul Sattar Khan Niazi,IJI,55848,1
NA-53,Doctor Sher Afghan Khan Niazi,PDA,31659,2
NA-53,Muhammad Mozam ud Din Kazmi,Independent,8377,3
NA-53,Major (R) Khaliq Dad Khan,Independent,2615,4
NA-53,Gul Hameed Khan Rokhari (Retired),Independent,1151,5
NA-53,Asghar Aziz Khan Rokhari,Independent,627,6
NA-54,Gul Hameed Khan Rokhari,IJI,69501,1
NA-54,Doctor Sher Afghan Niaqzi,PDA,34633,2
NA-54,Dost Muhammad Bachar,Independent,1329,3
NA-54,Asghar Aziz Khan Rokhari,Independent,855,4
NA-54,Muhammad Yousif Khan,Independent,373,5
NA-54,Sardar Rafiq Khan,Independent,332,6
NA-54,Malik Ghulam Muhammad Kundi,Independent,247,7
NA-55,Aziz Ahmad Khan,IJI,66846,1
NA-55,Bashir Ahmad Khan,Independent,35289,2
NA-55,Abdur Rehman Khan Advocate,PDA,1866,3
NA-56,Muhammad Zafar Ullah Khan Dhandla,IJI,52893,1
NA-56,Rasheed Akbar Khan Nawani,Independent,38695,2
NA-56,Malik Nazir Ahmad Utra,PDA,17468,3
NA-56,Syed Masood Ahmad Hussain,PAT,1724,4
NA-57,Sardar Dildar Ahmad Cheema,IJI,75202,1
NA-57,Umar Draz Khan,PDA,58590,2
NA-57,Rana Muhammad Aslam,Independent,3263,3
NA-57,Doctor Muhammad Shafiq Chaudhary,Independent,569,4
NA-57,Abu Bakar Hamza,Independent,538,5
NA-57,Sardar Iqbal Ahmad Cheema,Independent,476,6
NA-57,Chaudhary Muhammad Amin,Independent,158,7
NA-58,Rai Muhammad Aslam Khan,PDA,42857,1
NA-58,Arif Hussain,IJI,40273,2
NA-58,Rai Salah-ud-Din,Independent,15567,3
NA-58,Babu Khan Tabish,Independent,1707,4
NA-59,Alhaj Mian Nasir Ahmad Khan,IJI,46624,1
NA-59,Khan Shahadat Ali Khan Baloch,PDA,40722,2
NA-59,Allah Yar,JUP-N,7625,3
NA-59,Rai Sakhawat Ali Khan,Indepdenent,5250,4
NA-59,Mirza Muhammad Ahmad,Indepdenent,2206,5
NA-59,Umar Akbar Jatoi,Indepdenent,968,6
NA-59,Mian Shabbir Hussain Khan,Indepdenent,300,7
NA-60,Muhammad Abdullah Ghazi,IJI,56307,1
NA-60,Abdul Saboor,PDA,30275,2
NA-60,Mehdi Khan,Independent,24381,3
NA-60,Chaudhary Nasir ud Din Haidar,Independent,2169,4
NA-60,Sufi Abdul Latif Anwar Bajjar,JUP-N,386,5
NA-61,Chaudhary Muhammad Nazeer Ahmad,IJI,72351,1
NA-61,Chaudhary Muhammad Ilyas Ahmad,PDA,61967,2
NA-61,Shahid Nazir,Independent,804,3
NA-62,Muhammad Khan Junejo,IJI,57208,1
NA-62,Ghulam Mustafaq Bajwa,PDA,34925,2
NA-63,Muhammad Akram Ansari,IJI,60983,1
NA-63,Ahmad Saeed Awan,PDA,50008,2
NA-63,Maqbool Hussain Aziz,PAT,2009,3
NA-63,Sheikh Muhammad Latif Bholla (Retired),Independent,1835,4
NA-63,Qari Muhammad Ghulam Rasool,JUP-N,426,5
NA-63,Abdul Latif,Independent,241,6
NA-63,Mian Gulzar Ahmad Ansari,Independent,159,7
NA-64,Mian Zahid Sarfraz,IJI,62536,1
NA-64,Fazal Hussain Rahi,PDA,52165,2
NA-64,Sahibzada Haji Muhammad Fazal Karim,JAS,1992,3
NA-64,Sheikh Muhammad Rashid,PAT,1681,4
NA-64,Qari Muhammad Saeed Chishti,JUP-N,1025,5
NA-64,Kahwja Miraj Din,Independent,194,6
NA-64,Pir Meer Aziz Ullah Haqqani,Independent,51,7
NA-65,Chaudhary Sher Ali,IJI,67086,1
NA-65,Mehar Abdur Rasheed,PDA,63396,2
NA-65,Muhammad Naeemullah,PAT,3091,3
NA-65,Muhammad Aslam,Independent,360,4
NA-65,Muhammad Azam Butt,Independent,352,5
NA-65,Alhaj Mian Zulfiqar Ali Shahid,JUI-F,189,6
NA-65,Matloob Hussain,Independent,100,7
NA-65,Mehr Abdul Rauf,Independent,71,8
NA-66,Amir Hussain Syed,PDA,40124,1
NA-66,Riaz Ahmad Lali,IJI,39850,2
NA-66,Sahibzada Zafar Abbas,Independent,18377,3
NA-66,Ghulam Abbas Lali,PAT,5382,4
NA-66,Mirza Muhammad Sharif,Independent,1338,5
NA-66,Khursheed Aslam,Independent,1147,6
NA-67,Moulana Haji Rehmatullah,IJI,57263,1
NA-67,Syed Asad Hayyat Shah,PDA,47378,2
NA-67,Noor Akbar Khan Sipra,Independent,11850,3
NA-68,Qari Isar ul Haq Qasmi,IJI,62486,1
NA-68,Nawab Amanullah Khan Sial,PDA,33031,2
NA-68,Syed Sardar Ahmad,PAT,18603,3
NA-68,Shaikh Hakim Ali,Indepdendent,2175,4
NA-68,Riaz Majeed,Independent,1148,5
NA-68,Maulana Muhammad Anwar Cheema,JUP-N,669,6
NA-68,Sheikh Muhammad Akram,Indepdendent,277,7
NA-68,Haji Abid Hussain,Indepdendent,175,8
NA-68,Shaikh Muhammad Iqbal,Indepdendent,163,9
NA-69,Syed Faisal Saleh Hayyat,PPP,63642,1
NA-69,Syeda Abida Hussain,IJI,48048,2
NA-69,Sahibzada Muhammad Salah-ud-Din Ghazi,Independent,10058,3
NA-69,Mian Muhammad Afzal Chela (Retired ),Independent,452,4
NA-70,Sahibzada Muhammad Nazir Sultan,PDA,58892,1
NA-70,Mehar Akhtar Abbas Bharwana,IJI,58710,2
NA-70,Safdar Ali Khan,Independent,1129,3
NA-71,Chaudhary Asad ur Rehman,IJI,65540,1
NA-71,Javed Ahmad Khan,PDA,57791,2
NA-71,Khalid Kareem,Independent,1017,3
NA-71,Pirzada Noor Zaman Shah,PAT,867,4
NA-71,Shafqat Ali,Independent,725,5
NA-71,Rai Zia Ullah Khan,Independent,310,6
NA-71,Ahad Ali,Independent,299,7
NA-71,Chaudhary Muhammad Yousif Javeed,Independent,290,8
NA-71,Sardar Altaf Hussain,Independent,281,9
NA-71,Makhdoom Javed Hussain,Independent,155,10
NA-72,Muhammad Ejaz Ul Haq,IJI,76372,1
NA-72,Qazi Ghias Ud Din Janbaz,PDA,44752,2
NA-72,Muhammad Ishfaq,Independent,1054,3
NA-72,Ghulam Hussain,Independent,217,4
NA-72,Muhammad Ali Raza,Independent,102,5
NA-72,Begum Bismillah Ghias,Independent,91,6
NA-72,Chaudhary Abdul Hamid Aamer Khaloon,Independent,22,7
NA-73,Hamza,IJI,69499,1
NA-73,Haji Muhammad Ishaq,PDA,50194,2
NA-73,Abdul Hamid Aamir,Independent,329,3
NA-74,Chaudhary Hamid Nasir Chatha,IJI,89326,1
NA-74,Colonel (R) Ghulam Sarwar Cheema,PDA,54095,2
NA-74,Sahibzada Habib Ali,Independent,2628,3
NA-74,Chaudhary Muhammad Iqbal Arain,Independent,925,4
NA-74,Nasrullah Khan,Independent,542,5
NA-75,Afzal Hussain Tarar,Independent,49406,1
NA-75,Syed Muhammad Arif Hussain,IJI,47101,2
NA-75,Malik Muhammad Wazir Awan,PDA,23109,3
NA-75,Raza Ali Khan,Independent,7744,4
NA-75,Rai Muhammad Shafi,JUP-N,1936,5
NA-76,Ghulam Dastgir Khan,IJI,67697,1
NA-76,Al-Haj Aman Ullah,PDA,57897,2
NA-76,Muhammad Haroon Rasheed,PAT,2295,3
NA-76,Abdul Hakim Dar,Independent,807,4
NA-76,Hafiz Muhammad Hamid Akhtar,JUP-N,520,5
NA-76,Khalifa Muhammad Aslam,Independent,397,6
NA-76,Chaudhary Muhammad Aslam Bhatti,Independent,354,7
NA-76,Ihsan Ullah,Independent,223,8
NA-76,Meer Muhammad Tayyab,Independent,166,9
NA-76,Muhammad Tariq Salim,Independent,132,10
NA-76,Shaikh Bashir Ahmad,Independent,127,11
NA-76,Choudhary Khalid Mehmood,Independent,89,12
NA-76,Malik Muhammad Tasawar,Independent,47,13
NA-77,Chauhdary Muhammad Asgahr,IJI,59225,1
NA-77,Kh. Muhammad Aslam Lone,PDA,50328,2
NA-77,Chaudhary Zahir Pervaiz,Independent,13412,3
NA-77,Ch. Muhammad Saleem Butter,Independent,226,4
NA-77,Khawja Muhammad Aziz Lone,Independent,209,5
NA-77,Kh. Muhammad Ikram Lone,Independent,138,6
NA-77,Alhaj Nisar Ahmad Bajwa,Independent,95,7
NA-77,Kh. Muhammad Babar Lone,Independent,75,8
NA-78,Rana Nazeer Ahmad Khan,IJI,65836,1
NA-78,Chaudhary Muhammad Abdullah Virk,PDA,59139,2
NA-79,Chaudhary Muhammad Ashraf Warraich,PDA,65262,1
NA-79,Ch. Ijaz Ahmad,IJI,62051,2
NA-79,Rana Iftikhar Ahmad Khan,PAT,1486,3
NA-79,Ch. Javed Rashid Theem,Independent,828,4
NA-79,Muhammad Sarwar,Independent,431,5
NA-79,Mufti Muhammad Hussain,Independent,321,6
NA-79,Syed Maqbool Ahmad,Independent,285,7
NA-79,Chaudhary Muhammad Suleman Gujjar,Independent,144,8
NA-80,Chaudhary Tajamul Hussain,IJI,94688,1
NA-80,Nawabzada Ghazanfar Ali Gul,PDA,63797,2
NA-80,Ghazanfar Ali,Indepdenent,5026,3
NA-80,Syed Ashiq Hussain Shah,JUP-N,1736,4
NA-81,Chaudhary Shujaat Hussain,IJI,80861,1
NA-81,Chaudhary Ahmad Mukhtar,PDA,74621,2
NA-81,Khadim Hussain Qaisar,PAT,3326,3
NA-81,Mukhtar Anwar,Independent,2029,4
NA-81,Gulzar Ahmad,Independent,2017,5
NA-81,Abid Hussain Sindhu,PPI (SAG),1051,6
NA-81,Shahzad Anwar,PML-Q,705,7
NA-81,Peer Muhammad Afzal Qadri,JUP-N,329,8
NA-81,Ch. Sadiq Hussain,Independent,200,9
NA-81,Khizar Hayyat,Independent,140,10
NA-81,Muhammad Arif Mahmood,Independent,97,11
NA-81,Miss Irshad Chaudhary,Independent,62,12
NA-82,Syed Manzoor Hussain Shah,IJI,76341,1
NA-82,Haji Chaudhary Muhammad Asghari,PDA,65252,2
NA-82,Ch. Muhammad Akram,PAT,9145,3
NA-82,Ch. Muhammad Zaman (Retired ),Independent,3887,4
NA-82,Ch. Muhammad Aslam,Independent,2031,5
NA-82,Shabir Ahmad,JUP-N,1696,6
NA-82,Naeem Aslam,Independent,692,7
NA-82,Lt. Col (R) Muhammad Akhtar Rizwani,Independent,158,8
NA-82,Muhammad Zulfiqar Hussain Sahi,Independent,136,9
NA-83,Nasir Iqbal,IJI,62788,1
NA-83,Zafar Ullah Tarar,PDA,52881,2
NA-83,Javaid Akbar,JUP-N,7206,3
NA-83,Muhammad Ahsan,PAT,4390,4
NA-83,Feroz,Independent,2891,5
NA-83,Ejaz Ahmad,Independent,864,6
NA-83,Gulzar Mehmood,Independent,736,7
NA-83,Syed Muhammad Mehfooz Shah,Independent,114,8
NA-84,Chaudhary Muhammad Nawaz,PDA,41086,1
NA-84,Umar Hayyat Lailka,IJI,28884,2
NA-84,Nazar Muhammad Gondal,Independent,18283,3
NA-84,Salim Akhtar,PAI,4386,4
NA-84,Muhammad Aslam,Independent,1266,5
NA-84,Chaudhary Muhammad Iqbal,Independent,981,6
NA-85,Mian Muhammad Shafi,IJI,59515,1
NA-85,Mian Masud Ahmad,PDA,38333,2
NA-85,Arif Amin,PAT,7188,3
NA-85,Lt. Colonel (R) Muhammad Akhtar Butt,Independent,835,4
NA-85,Brigadier (R) Muhammad Anwar,Independent,143,5
NA-86,Chaudhary Ameer Hussain,IJI,67731,1
NA-86,Mina Muhammad Rasheed Akhtar,PDA,58596,2
NA-86,Ch. Muhammad Siddiuqe,PAT,8163,3
NA-86,Faiz Ahmad,Independent,2166,4
NA-87,Nazir Ahmad Khan,IJI,81137,1
NA-87,Javaid Mahmood Ghuman,PDA,50320,2
NA-87,Muhammad Akram Khan,PAT,7088,3
NA-87,Chaudhary Zulfiqar Ahmand,Independent,1265,4
NA-88,Chaudhary Abdul Sattar,IJI,72764,1
NA-88,Muhammad Ahmad,PDA,47602,2
NA-88,Muhammad Jahan Khan Bajwa,PAT,1471,3
NA-88,Alhaj Sheikh Allah Dita Sethi,PML-Q,1431,4
NA-89,Chaudhary Muhammad Sarwar Khan,IJI,67966,1
NA-89,Ch. Muhammad Akhtar,PDA,39995,2
NA-89,Alhaj Sheikh Allah Ditta Sethi,PML-Q,2325,3
NA-90,Ghulam Mustafa,IJI,60982,1
NA-90,Chaudhary Shafayat Ahmad Khan,PDA,34253,2
NA-90,Ibne Saeed,Independent,2908,3
NA-90,Abdul Qayyum Khan Bostani,PAT,1566,4
NA-90,Muhammad Suleman Malik,PML-Q,569,5
NA-90,Muhammad Sadiq Bhatti,Independent,342,6
NA-91,Muhammad Ishfaq Taj,IJI,,1
NA-92,Hamayun Akhtar Khan,IJI,57866,1
NA-92,Rafiq Ahmad Shaikh,PDA,44384,2
NA-92,Riyasat Ali,PAT,2644,3
NA-92,Pir Muhammad Ashraf,PML-Q,1541,4
NA-92,Muhammad Hussain Ansari,JUP-N,430,5
NA-92,Muhammad Yaqoob Naz,Independent,297,6
NA-92,Mian Ahsan Rasheed,Independent,166,7
NA-92,Dilawar Khan (Retired),Independent,105,8
