na,candidate_name,party,votes,rank
NA-172,Chaudhary Muhammad Iqbal,Independent,5860,3
NA-173,Bashir Ahmed Halepoto,PDA,36133,1
NA-173,Ghulam Ali Nizamani,Independent,12951,2
NA-173,Nabi Nux Bhurgri,SNF,3179,3
NA-174,Anees Ahmad Khan,HPG,44909,1
NA-174,Syed Qurban Ali Shah,PDA,44493,2
NA-174,Abdul Ghaffar,IJI,6213,3
NA-174,Muhammad Saeed,Independent,1076,4
NA-174,Caption (R) Ghulam Hussain,Independent,667,5
NA-174,Haji Muhammad Zafar,Independent,292,6
NA-174,Muhammad Yousaf,Independent,228,7
NA-174,Jawaid Ahmad,JUP-N,169,8
NA-174,Ashfaque Ahmad,Independent,157,9
NA-174,Haji Muhammad Hayat,Independent,125,10
NA-174,Muhammad Khan,Independent,109,11
NA-174,Haji Muhammad Shafi,Independent,90,12
NA-175,Muhammad Khan Junejo,IJI,32019,1
NA-175,Ali Nawaz Shah,PDA,28930,2
NA-175,Pir Aftab Hussain Shah,Independent,9886,3
NA-175,Ali Mardan Shah,Independent,814,4
NA-175,Ghulam Mustafa,Independent,353,5
NA-175,Muhammad Yousaf,Independent,226,6
NA-175,Syed Inayat Ali Shah,Independent,115,7
NA-175,Mir Bahram Khan,Independent,74,8
NA-176,Arbab Ghulam Rahim,Independent,49970,1
NA-176,Fakir Muhammad Hafeez,PDA,37938,2
NA-177,Malik Asad Sikandar Khan,PDA,53431,1
NA-177,Abdul Hafeez Pirzada,PNP,21333,2
NA-177,Javed,HPG,618,3
NA-177,Pir Muhammad Zaman Shah,Independent,312,4
NA-177,Major (R) Muhammad Akram,Independent,299,5
NA-177,Syed Abdullah Shah,Independent,60,6
NA-177,Koral Shah,Independent,47,7
NA-177,Nawab Abdul Ghani Talpur,Independent,44,8
NA-178,Haji Muhammad Bux Jamali,PDA,56243,1
NA-178,Doctor Manzoor Hussain Leghari,Independent,21535,2
NA-178,Muhammad Saffer Laghari,SNF,348,3
NA-179,Rafiq Ahmad Mahessar,PDA,52949,1
NA-179,Abdul Hameed Khan,SNA-HJ,31125,2
NA-179,Manzoor Ahmad,JUI-F,1376,3
NA-179,Mumtaz Ali,Independent,526,4
NA-179,Nisar Ahmad,Independent,97,5
NA-180,Pir Syed Ali Gohar Shah Rashdi,Independent,76853,1
NA-180,Zahoor Alam Khan Rind,PDA,23319,2
NA-180,Altaf Hussain Rind,Independent,713,3
NA-181,Jam Mashooq Ali,Independent,71405,1
NA-181,Shah Nawaz Junejo,PDA,46889,2
NA-181,Muhammad Ali Palh,Independent,1451,3
NA-181,Roshan Din Junejo,Independent,586,4
NA-181,Ahmad Saha,JUP-N,462,5
NA-181,Muhammad Ayub Shaikh,HPG,361,6
NA-181,Syed Ahsan Ali,Independent,357,7
NA-181,Muhammad Khan Junejo,Independent,154,8
NA-181,Ali Hassan,Independent,87,9
NA-182,Ghulam Hussain Alias Babu,PDA,47370,1
NA-182,Rasool Bux,AT-PG,12015,2
NA-182,Muhammad Khan Soomro,Independent,2479,3
NA-182,Jam Bijar Khan,Independent,682,4
NA-182,Allah Dino,Independent,464,5
NA-182,Sufi Muhammad Habib Khan Warsi,JUP-Niazi,412,6
NA-183,Arbab Wazir Ahmad,PDA,33774,1
NA-183,Syed Shafqat Hussain Shah Sheerazi,Independent,25562,2
NA-183,Hamzo Khan,Independent,867,3
NA-183,Muhammad Arbab Mallah,Independent,491,4
NA-183,Abdul Sattar,PNP,335,5
NA-183,Ahmad Memon,Independent,305,6
NA-183,Allah Dino Khan,Independent,200,7
NA-183,Syed Munir Hussain Shah,Independent,121,8
NA-183,Syed Ghulam Akram Shah Sheerazi,Independent,52,9
NA-184,Muhammad Irfan Khan,HPG,50042,1
NA-184,Abdul Ghani,PDA,45004,2
NA-184,Fazal Karim Khan,ANP,15120,3
NA-184,Muhammad Abdul Rehman Farooqi,JUI-F,3517,4
NA-184,Malik Mir Hazar Khan,PPI-MHK,1286,5
NA-184,M.A Khawaja,PAT,1102,6
NA-184,Muhammad Hanif,Independent,791,7
NA-184,Abdul Rauf,Independent,421,8
NA-184,Haji Ghulam Rasool,Independent,398,9
NA-184,Khalil Ahmad,Independent,242,10
NA-184,Agha Mubeen ul Haq,Independent,211,11
NA-184,Khalil Ahmad Nanitalwala,Independent,156,12
NA-184,Zarin Khan,Independent,146,13
NA-184,Umar Farooq Khan,Independent,129,14
NA-184,Chaudhary Rashid Ahmad,Independent,90,15
NA-185,Syed Salim ul Haq,HPG,93883,1
NA-185,Muhammad Affaq Khan,PDA,15563,2
NA-185,Qazi Muhammad Halim,ANP,8762,3
NA-185,Khawaja Muhammad Sharful Islam,Independent,1199,4
NA-185,Abdul Hameed,Independent,552,5
NA-185,Muhammad Iqbal,PPI-MHK,389,6
NA-186,Kanwar Khalid Younis,HPG,90497,1
NA-186,Professor Ghafoor Ahmad,IJI,21254,2
NA-186,Syed Naeem Hashmi,PDA,5168,3
NA-186,Ishrat ul Ibad Khan,Independent,383,4
NA-187,Imran Farooq,HPG,111340,1
NA-187,Syed Hussain Abbas Zaidi,PDA,3487,2
NA-187,Muzaffar Ahmad Hashmi,Independent,1356,3
NA-187,Muhammad Siddique Rathore,JUP-N,1348,4
NA-188,Syed Muhammad Aslam,HPG,142591,1
NA-188,Muhammad Usman Ramz,Independent,12410,2
NA-188,Syed Hassan Raza,PDA,5482,3
NA-189,Asif Ali Zardari,PDA,54308,1
NA-189,Muhammad Yousaf Khan Baloch,IJI,12615,2
NA-189,Liaqat,HPG,2125,3
NA-189,Ishaque,Independent,1411,4
NA-189,Ali Muhammad,JUI-F,873,5
NA-189,Hafiz Muhammad Ismail,Independent,670,6
NA-189,Muhammad Ashfaque,Independent,169,7
NA-189,Ahmad Ali Soomoro,Independent,80,8
NA-189,Syed Muhammad Jamaluddin,PAT,75,9
NA-189,Ahmad,Independent,70,10
NA-190,Muhammad Farooq Sattar,HPG,52887,1
NA-190,Moulana Shah Ahmad Noorani Siddiqui,JUP-N,35804,2
NA-190,Abid Hussain,Independent,227,3
NA-190,Abdul Qadir Ibrahim Ghanchi ( Retired),Independent,211,4
NA-190,Abdul Razzaq Noorani,Independent,164,5
NA-190,Fateh Sher Khan,Independent,130,6
NA-190,Zahid Hussain,PAT,122,7
NA-190,Abdul Majeed Batwani,Independent,87,8
NA-190,Abdul Habib,Independent,86,9
NA-190,Abdul Qadir Lakhani,Independent,56,10
NA-191,Syed Tariq Mehmood,HPG,40573,1
NA-191,Abdul Sattar,IJI,20019,2
NA-191,Ghulam Sarwar Malik,PPI-SAG,16916,3
NA-191,Khalid Zaman Kiyani,ANP,1415,4
NA-191,Zahid Hussain,PAT,909,5
NA-191,Muhammad Ramzan,Independent,224,6
NA-191,Shahid Younis,PPI-MHK,220,7
NA-191,Mushtaq Ahmad,Independent,128,8
NA-191,Muhammad Faheem Amir,Independent,122,9
NA-191,Shahzad Tariq,Independent,118,10
NA-191,Muhammad Yousif,Independent,79,11
NA-191,Syed Shakir Hussain,Independent,65,12
NA-191,Feroz Ahmad,Independent,32,13
NA-191,Ahmad Ali,Independent,32,14
NA-191,Gulzar Nadeem,Independent,29,15
NA-191,Khalil Ahmad,Independent,17,16
NA-191,Alhaj Malik Ahmad Khan,Independent,17,17
NA-192,Muhammad Rafique Essani,HPG,61938,1
NA-192,Zuhari Akram Nadeem,IJI,10654,2
NA-192,Shaikh Muhammad Saeed,PDA,9070,3
NA-192,Nawaz A Jajja,Independent,135,4
NA-193,Islam Nabi,HPG,72272,1
NA-193,Syed Munawar Hassan,IJI,21329,2
NA-193,Iqbal Yousuf,PDA,7642,3
NA-193,Muhammad Ahmad Siddique (Retired),JUP-N,190,4
NA-194,Syed Amin Ul Haq,HPG,71807,1
NA-194,Muhammad Khalil Qureishi,PDA,15400,2
NA-194,Pir Muhammad Fazal e Haq,IJI,3516,3
NA-195,Rehan Umar Farooqi,HPG,71265,1
NA-195,Sher Muhammad,PDA,33495,2
NA-195,Moulana Abdul Shakoor Khairpuri,JUI-F,1375,3
NA-196,Waseem Ahmad,HPG,90337,1
NA-196,Sardar Akhtar Ali Baloch,PDA,40983,2
NA-196,Syed Safdar Ali,Independent,984,3
NA-196,Mukhtadim Manawaruddin,Independent,680,4
NA-196,Haji Muhammad Hashim Khan,PPI-MHK,594,5
NA-197,Fateh Muhammad Muhammad Hasni,PDA,37874,1
NA-197,Hafiz Hussain Ahmad,JUI-F,34207,2
NA-197,Abdul Rahim Khan,PKMAP,16275,3
NA-197,Haji Abdul Karim,JWP,10803,4
NA-197,Aurangzaib Kansi,ANP,4425,5
NA-197,Doctor Sikandar Baloch,BNM,4398,6
NA-197,Moulvi Muhammad Shah,IJI,1515,7
NA-197,Manzoor Hussain Qadri,PAT,1046,8
NA-197,Moulana Abdul Baqi,Independent,966,9
NA-197,Nasrullah,Independent,778,10
NA-197,Agha Muhammad,Independent,634,11
NA-197,Pir Mir Azizullah Khan,Independent,177,12
NA-197,Sardar Saadat Ali,Independent,158,13
NA-197,Alhaj Malik Saeed Gul,Independent,122,14
NA-198,Mehmood Khan Achakzai,PKMAP,34003,1
NA-198,Molvi Abdul Ghani,JUI-F,28825,2
NA-198,Malik Ghulam Sarwar,ANP,8950,3
NA-198,Bashir Ahmad Khan,JWP,2469,4
NA-198,Bismillah Khan,PNP,1857,5
NA-198,Haji Abdul Salam,PDA,737,6
NA-198,Haji Tamoor Shah,Independent,561,7
NA-199,Sardar Muhammad Yaqoob Khan Nasir,IJI,15864,1
NA-199,Mir Baz Muhammad Khan Khethran,PDA,13016,2
NA-199,Molvi Abdul Aziz,JUI-F,11278,3
NA-199,Mir Haji Tareen,JWP,8706,4
NA-199,Abdullah Jan,PKMAP,5311,5
NA-199,Shahbaz Khan,Independent,304,6
NA-199,Dur Muhammad,Independent,296,7
NA-199,Khalid Mehmood,Independent,104,8
NA-199,Said Muhammad,Independent,103,9
NA-199,Ghulam Sarwar,Independent,98,10
NA-199,Sardar Asmatullah,ANP,92,11
NA-199,Haji Sheer Ali,Independent,73,12
NA-199,Muzaffar Khan Looni,Independent,57,13
NA-199,Asad Khan,Independent,53,14
NA-199,Lal Muhammad,Independent,46,15
NA-199,Amir Muhammad,Independent,32,16
NA-199,Mir Salih Jan,Independent,18,17
NA-200,Maulvi Muhammad Khan Sherani,JUI-F,15965,1
NA-200,Nawab Muhammad Ayaz Khan Jogezai,PKMAP,10038,2
NA-200,Moulvi Allah Dad Kakar,IJI,7256,3
NA-200,Haji Saleh Muhammad Khan Mandokehl,ANP,2806,4
NA-201,Mir Yar Muhammad Rind,JWP,42586,1
NA-201,Doctor Abdul Hayee Baloch,BNM,12738,2
NA-201,Abdul Hayee Bungulzai,PDA,7333,3
NA-201,Maulvi Abdur Razzaq,JUI-F,2290,4
NA-201,Mian Muhammad Umar Jan,JUP-N,402,5
NA-202,Saleem Akbar Bugti,JWP,57094,1
NA-202,Raziq Bugti,PNP,6764,2
NA-202,Hafiz Noor Muhammad,JUI-F,5436,3
NA-202,Abdul Rahim Ziaratwal,PKMAP,5046,4
NA-202,Mehrab Khan,ANP,2151,5
NA-202,Sardar Qaisar Khan Tareen,Independent,553,6
NA-202,Mir Hamza Khan ( Retired ),PDA,297,7
NA-203,Mir Nabi Bux Khan Khosa,PDA,24131,1
NA-203,Mir Zafar Ullah Khan Jamali,IJI,19645,2
NA-203,Moulvi Abdullah,JUI-F,2342,3
NA-203,Khair Bukhsh Gola,BNM,1482,4
NA-203,Manzoor Ahmad,Independent,571,5
NA-203,Muhammad Sadiq,Independent,395,6
NA-203,Sardar Sanaullah Khan,PNP,299,7
NA-203,Behram Khan,Independent,271,8
NA-204,Moulvi Muhammad Siddique Shah,JUI-F,18647,1
NA-204,Nawab Muhammad Aslam Khan Raisani,PNP,14828,2
NA-204,Baloch Mohyuddin,JWP,7773,3
NA-204,Moulvi Habib Ahmad,JUI,6676,4
NA-204,Doctor Abdul Hayee,BNM,6329,5
NA-205,Mir Bizan Bizanjo,PNP,21294,1
NA-205,Mir Muhammad Naseer Mengal,IJI,15053,2
NA-205,Molvi Faiz Muhammad,JUI-F,8593,3
NA-205,Muhammad Ayub,BNM,734,4
NA-205,Khair Jan Baloch,Independent,261,5
NA-206,Shahzada Jam Muhammad Yousaf,IJI,20487,1
NA-206,Ghulam Akbar Lasi,PDA,19828,2
NA-206,Syed Sher Jan,PNP,19678,3
NA-206,Abdul Ghaffar,BNM,1834,4
NA-206,Maulana Asadullah,Independent,1440,5
NA-206,Amanullah Ghichki,Independent,128,6
NA-207,Mir Bizan Bizanjo,PNP,26166,1
NA-207,Doctor Muhammad Yaseen,BNM,23782,2
NA-207,Molvi Abdul Ghaffar,JUI-F,3270,3
NA-207,Maulana Abdul Haque,IJI,3021,4
NA-207,Amanullah Ghichki,Independent,382,5
NA-207,Manzoor Ahmad,Independent,370,6
