na,candidate_name,party,votes,rank
NA-26,Sahibzada Safiullah,PNA,32205,1
NA-26,Muhammad Shah Khan Khesro,PPP,16398,2
NA-27,Baroz,Independent,1921,1
NA-27,Akbar Khan,Independent,1263,2
NA-27,Khanzada,Independent,864,3
NA-27,Shahzada Abdul Malik,Independent,405,4
NA-27,Muhammad Afzal,Independent,164,5
NA-27,Nadir Khan,Independent,36,6
NA-28,Baz   Gull,Independent,675,1
NA-28,Noor   Ahmad,Independent,624,2
NA-29,Shams ul Haq,Independent,2435,1
NA-29,Molvi Saad Alam,Independent,794,2
NA-29,Major General (R) jamal Dar Khan,Independent,143,3
NA-29,Major (R) Habib Ullah,Independent,55,4
NA-29,Nooran Baz,Independent,40,5
NA-29,Haji Khiyal Shah,Independent,14,6
NA-29,Syed Ali Badshah,Independent,14,7
NA-30,Sardar   Habibullah Khan,Independent,505,1
NA-30,Sultan Mehmood,Independent,441,2
NA-30,Akbar   Zaman,Independent,248,3
NA-31,Said Khan,Independent,451,1
NA-31,Sahib Jan,Independent,291,2
NA-31,Muhammad Hashim Khan,Independent,260,3
NA-32,Abdul Subhan Khan,PPP,2585,1
NA-32,Shahzada   Muhammad Din,PNA,1523,2
NA-32,Yar   Mullah Khan,PML-Q,56,3
NA-32,Sher   Bahadur Khan,Independent,48,4
NA-32,Muhammad Ayub Khan,Independent,45,5
NA-32,Muhammad Anwar Khan,Independent,36,6
NA-32,Gulzar   Jhemar,Independent,30,7
NA-32,Shattar   Khan,Independent,27,8
NA-32,Ali Khan,Independent,24,9
NA-33,Haji   Gul Sher,Independent,1116,1
NA-33,Haji   Nawab Khan,Independent,783,2
NA-33,Shakar   Ullah,Independent,32,3
NA-33,Samar   Gul,Independent,22,4
NA-34,Noor   Sher Khan,Independent,792,1
NA-34,Brigadier (R) Hayat Ullah Khan,Independent,197,2
NA-34,Nasrullah   Khan,Independent,196,3
NA-35,Zahoor   Ahmad,PPP,43794,1
NA-35,Ghafoor   Ahmad,PNA,22265,2
NA-35,Muhammad Sakhi Butt,Independent,239,3
NA-36,Colonel (R) Habib Khan,PPP,54923,1
NA-36,Zafar   ul Haq,PNA,48751,2
NA-36,Muhammad Ibrahim Advocate,Independent,1247,3
NA-36,Major (R) Muhammad Shafiq,Independent,353,4
NA-37,Raja Abdul Aziz Bhatti,PPP,69542,1
NA-37,Malik   Mehboob Hussain,Independent,29048,2
NA-37,Mirza   Khaliq Hussain,PNA,14100,3
NA-38,Syed Ali Asghar Shah,PPP,50634,1
NA-38,Air Marshal (R) Asghar Khan,PNA,40037,2
NA-38,Ghulam Mustafa Gillani,PMLQ,337,3
NA-39,Nazar   Hussain Kiani,PPP,58065,1
NA-39,Fateh   Muhammad,PNA,37347,2
NA-39,Doctor M.A Bakhat,PMLQ,245,3
NA-40,Abdul Qayyum Butt,PPP,64807,1
NA-40,Tassaduq   Hussain,PNA,34100,2
NA-40,Khan Ghulam Mustafa Khan,Independent,2986,3
NA-40,Sheikh Kamran Haidar Jillani,PML-Q,973,4
NA-40,Muhammad Ashraf,Independent,298,5
NA-41,Ahmad Waheed Akhtar,PPP,49157,1
NA-41,Sheikh Muhammad Afzal,PNA,26150,2
NA-42,Sardar Shaukat Hayat,PPP,89602,1
NA-42,Zahid Hussain Shah,PNA,21474,2
NA-43,Pir Syed Safiuddin,PPP,70866,1
NA-43,Abdul Rahman,PNA,28729,2
NA-43,Fateh Khan,Independent,4897,3
NA-44,Doctor Ghulam Hussain,PPP,70728,1
NA-44,Chaudhary Abdul Malik,PNA,38047,2
NA-44,Caption (R) Mahmood,Independent,1094,3
NA-44,Rehmat Ali,Independent,124,4
NA-45,Sardar Khizar Hayat Khan,PPP,78536,1
NA-45,Mushtaq Ahmad,PNA,31543,2
NA-45,Naib Subedar (R) Ahmed Khan,TII,5159,3
NA-46,Masood -ul-   Hassan Bhatti,PPP,72778,1
NA-46,Moulvi   Muhammad Akram,PNA,18073,2
NA-46,Sultan Khizar Hayat,Independent,2884,3
NA-46,Raja Munawar Ahmad,Independent,1199,4
NA-46,Muhammad Anwar Khan,Independent,643,5
NA-47,Zafar   Mahdi,PPP,91531,1
NA-47,Chaudhary   Zahoor Elahi,PNA,28029,2
NA-47,Muhammad Nawaz Advocate,Independent,436,3
NA-47,Chaudhary   Shujat Hussain,Independent,422,4
NA-48,Mian   Mushtaq Hussain Pagganwala,PPP,64790,1
NA-48,Chaudhary   Zahoor Elahi,PNA,39521,2
NA-48,Mushtaq   Ahmad Butt,PML-Q,2406,3
NA-48,Syed   Mahmood Shah,Independent,1499,4
NA-48,Ch. Shujat Hussain,Independent,864,5
NA-48,Muhammad Ashraf,Independent,427,6
NA-48,Chaudhary   Muhammad Arshad,Independent,265,7
NA-48,Muhammad Aslam Jura,Independent,159,8
NA-49,Atta Elahi Chaudhary,PPP,68008,1
NA-49,Muhammad Akram,PNA,36028,2
NA-49,Mian Ghulam Ahmad,Independent,1114,3
NA-49,Naik Alam,Independent,877,4
NA-50,Muhammad Sardar Khan,PPP,70003,1
NA-50,Raja Muhammad Afzal,PNA,32133,2
NA-50,Muhammad Fayyaz Chaudhary,Independent,676,3
NA-51,Chaudhary Ghulam Rasool,PPP,58247,1
NA-51,Mumtaz Ahmad Tarar,PNA,43167,2
NA-51,Muhammad Nazir,PML-Q,2254,3
NA-51,Bahadur Khan,Independent,1549,4
NA-51,Muhammad Inayat,Independent,1237,5
NA-51,Chaudhary Ghulam Ahmad,Independent,782,6
NA-52,Muhammad Gulzar,PPP,57732,1
NA-52,Allama   Inayat Ullah,PNA,26548,2
NA-52,Muhammad Bux,Independent,6705,3
NA-52,Ghulam   Rasool,Independent,1490,4
NA-53,Malik   Nasim Ahmad Aheer,PPP,55433,1
NA-53,Qari   Abdul Sami,PNA,35412,2
NA-54,Malik   Karam Bux,PPP,58327,1
NA-54,Qazi   Mureed Ahmad,PNA,21207,2
NA-54,Ghulam   Nabi Shah,Independent,7204,3
NA-54,Mian   Muhammad,Independent,1232,4
NA-54,Ameer   Abdullah,Independent,399,5
NA-55,Muhammad Zakir Qureshi,PPP,78431,1
NA-55,Syed Nusrat Ali Shah,PNA,23949,2
NA-56,Mahar   Khuda Dad Khan,PPP,56418,1
NA-56,Syed   Mazhar Hussain,PNA,28059,2
NA-56,Muhammad Akram,PML-Q,1085,3
NA-56,Chaudhary   Zaffarullah Khan,Independent,188,4
NA-57,Hafeez Ullah,PPP,77471,1
NA-57,Tufail Ahmad,PNA,36015,2
NA-57,Shabbir Ahmad,JUIH,952,3
NA-58,Malik Noor Hayat Khan Noon,PPP,61382,1
NA-58,Muhammad Akram Ranjha,PNA,30136,2
NA-58,Sher Muhammad,Independent,1617,3
NA-59,Malik   Anwar Ali Noon,PPP,53978,1
NA-59,Chaudhary   Fazal Elahi,PNA,28697,2
NA-59,Muhammad Iqbal,Independent,2952,3
NA-59,Mian   Khan,Independent,853,4
NA-60,Nawab Malik Muzaffar Khan,PPP,61944,1
NA-60,Moulana Abdul Sattar Khan Niazi,PNA,51643,2
NA-61,Ameer   Abdullah Khan Rokhri,PPP,89319,1
NA-61,Moulana   Abdus Sattar Khan Niazi,PNA,37004,2
NA-62,Ghulam   Hussain Khan Dhandla,PPP,81816,1
NA-62,Moulana   Muhammad Abdullah,PNA,33194,2
NA-62,Malik   Allah Nawaz,Independent,3282,3
NA-63,Muhammad Ali Shah,PPP,83817,1
NA-63,Muhammad Zahoor,PNA,33550,2
NA-64,Mehar Ghulam Haider,PPP,77967,1
NA-64,Moulana Rehmat Ullah,PNA,39514,2
NA-65,Syed   Faisal Saleh Hayat,PPP,78803,1
NA-65,Zafar   Jamal Khan,PNA,15875,2
NA-65,Muhammad Shafi,Independent,968,3
NA-65,Ghulam   Shabir Khan,Independent,920,4
NA-65,Muhammad Masood,Independent,350,5
NA-66,Syed Zulfiqar Ali Bokhari,PPP,64534,1
NA-66,Iftikhar Ahmad Khan Ansari,PNA,40959,2
NA-67,Sahibzada   Nazeer Sultan,PPP,81142,1
NA-67,Nawazish   Ali Khan,PNA,36316,2
NA-67,Mian   Umar Hayat,Independent,1129,3
NA-67,Malik   Falak Sher,Independent,868,4
NA-67,Haji   Sultan Khizar Hayat Sahib,Independent,233,5
NA-68,Mian   Muhammad Attaullah,PPP,59723,1
NA-68,Tufail   Ahmad,PNA,45577,2
NA-68,Gul   Nawaz Khan,PML-Q,856,3
NA-68,Amanat   Malik,Independent,675,4
NA-69,Mian   Zahid Sarfraz,PNA,46074,1
NA-69,Mian   Muhammad Iqbal,PPP,43920,2
NA-69,Muhammad Mukhtar Rana,PIM,2398,3
NA-69,Mushtaq   Hussain,Independent,346,4
NA-70,Chaudhary Nisar Akbar,PPP,60776,1
NA-70,Muhammad Siddique Randhawa,PNA,45722,2
NA-70,Muhammad Mukhtar Rana,PIM,3517,3
NA-71,Rana Sakhawat Ali Khan,PPP,58464,1
NA-71,Talib Hussain,PNA,39090,2
NA-72,Chaudhary   Muhammad Anwar Ali Khan,PPP,58518,1
NA-72,Asghar   Ali,PNA,18929,2
NA-72,Muhammad Aslam Khan,Independent,12105,3
NA-72,Muhammad Yousaf,Independent,524,4
NA-73,Major (R) Moin Uddin,PPP,74873,1
NA-73,Chaudhary   Muhammad Hussain,PNA,25481,2
NA-73,Ghulam   Jellani,Independent,2797,3
NA-74,Chaudhary   Imtiaz Ahmad Gill,PPP,70565,1
NA-74,Rehmat   Ali,PNA,40692,2
NA-74,Muhammad Aslam Khan,Independent,795,3
NA-74,Syed   Ghulam Abdul Hassan,Independent,695,4
NA-75,Khan Shahdat Ali Khan Baloch,PPP,62431,1
NA-75,Muhammad Siddique,PNA,23064,2
NA-75,Rai   Amir Khan,Independent,4878,3
NA-76,Ghulam Nabi Chaudhry,PPP,64535,1
NA-76,Muhammad Abdullah Qazi,PNA,43448,2
NA-77,Asad   Masood,PPP,60597,1
NA-77,Haji   Din Muhammad,PNA,36517,2
NA-77,Mian   Ali Hassan,Independent,2935,3
NA-78,Rai   Hafeez Ullah Khan Tariq,PPP,65936,1
NA-78,Caption (R) Doctor Nasir Ahmad,PNA,30755,2
NA-78,Ziauddin,Independent,1177,3
NA-79,Muhammad Bashir Ahmad,PPP,52311,1
NA-79,Abdul Rehman Jami,PNA,41204,2
NA-80,Chaudhary   Bashir Ahmad,PPP,62522,1
NA-80,Hamza   M.A,PNA,40145,2
NA-80,Ch. Akhtar Hussain Gill,PMLQ,407,3
NA-81,S.M Masood,PPP,45453,1
NA-81,Chaudhary Rafiq Ahmad Bajwa,PNA,33992,2
NA-82,Khalid Lateef Kardar,PPP,53757,1
NA-82,Muhammad Hanif Ramay,PNA,32672,2
NA-82,Mirza Muhammad Ibrahim,PWP,910,3
NA-82,Chaudhary Feroz Din,PMLQ,264,4
NA-83,Mian Ehsan Ul Haq,PPP,64649,1
NA-83,Khurshid Mehmood Kasuri,PNA,31559,2
NA-83,Nawabzada Zulfiqar Ali Khan,Independent,342,3
NA-84,Doctor S.M Yaqoob,PPP,45822,1
NA-84,Malik Muhammad Qasim,PML-Q,31886,2
NA-84,Syed Abul Asim Jaffari,Independent,593,3
NA-85,Mian Salah-ud-Din,PPP,51171,1
NA-85,Ameer Abdullah Khan,PNA,31498,2
NA-85,Sheikh Shaukat Ali,PML-Q,617,3
NA-85,Ghulam Mustafa Shah,Independent,440,4
NA-85,Mirza Muhammad Hanif Qadri,Independent,414,5
NA-86,Malik Muhammad Akhtar Khuda Bux,PPP,49753,1
NA-86,Obaid Ullah Anwar,PNA,40864,2
NA-86,Sheikh Shaukat Ali,Independent,107,3
NA-87,Muhammad Rasheed,PPP,58978,1
NA-87,Rehmat   Ellahi,PNA,35169,2
NA-87,Yousaf   Farooq,Independent,306,3
NA-88,Malik Meraj Khalid,PPP,73398,1
NA-88,Abdul Qayyum Khan,PNA,43629,2
NA-89,Sardar   Ahmad Ali,PPP,59633,1
NA-89,Mian   Amir Ahmad,PNA,51538,2
NA-89,Allah Ditta Taseer,Independent,1634,3
NA-90,Major (R) Rehmat Khan,PPP,51774,1
NA-90,Kamal Uddin Kamal Salapuri,PNA,43716,2
NA-90,Shahzada Jalil Sher Jan,Independent,557,3
NA-91,Shafaat Khan,PPP,81033,1
NA-91,Ehsan Elahi Zaheer,PNA,34925,2
NA-91,Qudrat Ullah,Independent,4489,3
NA-91,Siddique Ahmad,Independent,2813,4
NA-92,Amjad Masood,PPP,62948,1
NA-92,Moin Uddin Lakhvi,PNA,49394,2
NA-93,Manzoor Hussain,PPP,85703,1
NA-93,Chaudhary Murad Uddin,PNA,24218,2
NA-93,Mushtaq Ahmad,Independent,1716,3
NA-94,Malik Mushtaq Ahmad,PPP,61757,1
NA-94,Mian Abdul Latif,PNA,43138,2
NA-94,Raja Khush Bakhat ur Rehman,PML-Q,1466,3
NA-94,Chaudhary Muhammad Sadiq Rehmani,Independent,595,4
NA-95,Muhammad Arif,PPP,73571,1
NA-95,Muhammad Hussain,PNA,48036,2
NA-96,Mian Shamim Haidar,PPP,86912,1
NA-96,Mian Nazir Ahmad,PNA,37062,2
NA-97,Rai Rasheed Ahmad Khan,PPP,88247,1
NA-97,Malik Shahdat Khan,PNA,27656,2
NA-98,Ghulam Haider Cheema,PPP,69182,1
NA-98,Hamid Nasir Chattha,PNA,65512,2
NA-98,Muhammad Qasim,Independent,2225,3
NA-99,Mian Saifullah Tarar,PPP,96514,1
NA-99,Chaudhary Irshad ud Din,PNA,44746,2
NA-99,Muhammad Zahid Abbasi,Independent,2859,3
NA-100,Ghulam Dastgir Khan,PNA,52223,1
NA-100,Habib Ur Rehman,PPP,48359,2
NA-100,Abdul Ghafoor,JUI-H,924,3
NA-100,Muhammad Sharif,Independent,174,4
NA-100,Muhammad Siddique,Independent,60,5
NA-101,Mian   Azhar Hussain,PPP,67662,1
NA-101,Chaudhary   Zafar Ullah Khan,PNA,41236,2
NA-101,Muhammad Din,JUI-H,2804,3
NA-101,Shabir   Ahmad,Independent,2565,4
NA-102,Malik Mahdi Hassan,PPP,61424,1
NA-102,Syed Khalil ur Rehman Chishti,PNA,55552,2
NA-102,Saeed Ahmad Malhi,PMLQ,2191,3
NA-103,Mian   Shahadat Khan,PPP,72025,1
NA-103,Qazi   Asmat Ullah,PNA,48843,2
NA-103,Chaudhary   Gulzar Ahmad,Independent,1853,3
NA-103,Mian   Muhammad Nawaz,Independent,1741,4
NA-103,Altaf   Hussain,Independent,787,5
NA-103,Molvi   Zahid Ur Rasheed,Independent,586,6
NA-103,Asif   Hayat,Independent,342,7
NA-104,Qazi Zaka Ud Din,PPP,67305,1
NA-104,Khawja Muhammad Sardar,PNA,49925,2
NA-105,Mian Masood Ahmad,PPP,84414,1
NA-105,Chaudhary Nasir Uddin,PNA,30809,2
NA-105,Javed Muhammad Khan,PMLQ,1999,3
NA-106,Chaudhary Sultan Ahmad,PPP,73648,1
NA-106,Manzoor Ahmad,PNA,52013,2
NA-106,Khan Abdul Qayoom Khan,PMLQ,1849,3
NA-107,Moulana Kausar Niazi,PPP,80011,1
NA-107,Asad Ullah Khan Bajwa,PNA,30029,2
NA-107,Muhammad Mehmood,PML-Q,9851,3
NA-108,Hamid Nawaz Khan,PPP,90775,1
NA-108,Muhammad Iqbal Butt,PNA,21255,2
NA-109,Ghulam Sarwar Khan Advocate,PPP,81613,1
NA-109,Barak Ullah Khan,PNA,31523,2
NA-109,Muhammad Ayub Khan,Independent,788,3
NA-110,Anwar Aziz Chaudhry,PPP,101090,1
NA-110,Chaudhary   Abdul Rauf,Independent,9538,2
NA-110,Muhammad Salman,PNA,8607,3
NA-111,Syed   Abbas Hussain Shah,PPP,52356,1
NA-111,Muhammad Rafiq,PNA,51003,2
NA-111,Ali Muhammad,Independent,4016,3
NA-111,Ahmad Hayat Khan,Independent,1152,4
NA-112,Riffat Hayat Khan,PPP,53745,1
NA-112,Rao Shakir Ali,PNA,41214,2
NA-112,Noor Muhammad Chauhan,PSP,1086,3
NA-113,Chaudhary   Barkat Ullah,PPP,63743,1
NA-113,Ghulam   Haidar Wyne,PNA,49161,2
NA-113,Pir   Muhammad Sanaullah Bodla,Independent,1127,3
NA-114,Makhdoom Muhammad Sajjad Hussain   Qureshi,PPP,58844,1
NA-114,Muhammad Arif,PNA,37918,2
NA-114,Muhammad Yaqoob,Independent,3036,3
NA-114,Mansib Ali,PML-Q,2163,4
NA-114,Muhammad Iqbal,Independent,936,5
NA-114,Aziz Uddin,Independent,210,6
NA-115,Syed   Hamid Raza Gillani,PPP,73918,1
NA-115,Mian   Sajid Parvaiz,PNA,25837,2
NA-115,Syed   Muhammad Shah,Independent,2449,3
NA-115,Abdul Hameed,Independent,1448,4
NA-115,Mian   Khalid Hussain,Independent,424,5
NA-116,Sheikh Khizar Hayat,PNA,39688,1
NA-116,Sahibzada Farooq Ali Khan Advocate,PNA,38239,2
NA-116,Haji Mushtaq Ahmad,PML-Q,1090,3
NA-117,Maulana Hamid Ali Khan,PNA,49436,1
NA-117,Babo Feroz Din Ansari,PPP,45190,2
NA-118,Chaudhary Abdur Rehman,PPP,63308,1
NA-118,Khan Khurshid Ahamd Khan,PNA,45673,2
NA-118,Rana Rab Nawaz Khan Noon,Independent,2016,3
NA-118,Muhammad Khalil Khan,Independent,526,4
NA-119,Syed Nasir Ali Rizvi,PPP,64249,1
NA-119,Zafar Ullah Khan,PNA,51104,2
NA-119,Mehmood Ali Khan,Independent,1581,3
NA-120,Rana Taj Ahmad,PPP,61335,1
NA-120,Abdul Razaq Khan,PNA,51102,2
NA-121,Mohammad Nawaz Khan @ Dilawar Khan   Khichi,PPP,93943,1
NA-121,Haji Jamshid Ali Khan,PNA,36700,2
NA-122,Mian   Riaz Ahmad Khan Daultana,PPP,78761,1
NA-122,Sufi Muhammad Tufail,PNA,42611,2
NA-122,Chaudhary   Atiq Ahmad Bajwa,Independent,2140,3
NA-123,Agha   Saleem Khurshid,PPP,64253,1
NA-123,Qurban   Ali Chohan,PNA,54369,2
NA-123,Nisar   Ahmad,Independent,1204,3
NA-124,Maulana   Mufti Mahmood,PNA,52159,1
NA-124,Manzoor   Ahmad Lund,PPP,49886,2
NA-124,Ghulam,Independent,504,3
NA-125,Sardar Farooq Ahmad Khan Leghari,PPP,81878,1
NA-125,Abdullah Khan,PNA,31914,2
NA-126,Mir Balakh Sher Khan Mazari,PPP,81858,1
NA-126,Malik Abdul Majid Javed,PNA,26478,2
NA-126,Naeed Asif Jaswal,Independent,652,3
NA-127,Muhammad Ibrahim Burq,PPP,64737,1
NA-127,Molvi Muhammad Luqman,PNA,42950,2
NA-127,Ghulam Qasim,Independent,21057,3
NA-127,Muhammad Baqir Zaidi,Independent,1349,4
NA-128,Nawabzada Nasrullah Khan,PNA,74006,1
NA-128,Sardar Amjad Hameed Khan Dasti,PPP,45514,2
NA-129,Dost Muhammad Khan Buzdar,PNA,73844,1
NA-129,Mian Ghulam Abbas Qureishi,PPP,41604,2
NA-130,Malik Qadir Bakhash Jhakkar,PPP,51237,1
NA-130,Muhammad Bashir,PNA,43010,2
NA-131,Sardar Muhammad Behram Khan Sehr,PPP,47764,1
NA-131,Rehmat Ali Alvi,PNA,29438,2
NA-131,Syed Riaz Hussain,Independent,12732,3
NA-132,Sardar Abdul Aleem,PPP,62246,1
NA-132,Mehmood Ahmad,PNA,42282,2
NA-132,Parvaiz Abbas,Independent,8180,3
NA-132,Muhammad Ajmal Khan,JUI-H,1380,4
NA-132,Muhammad Rafiq,Independent,1156,5
NA-132,Ishaq Baig Badar,PML-Q,368,6
NA-133,Sardar   Muhammad Nasim,PPP,66107,1
NA-133,Nazar   Hussain Manzor,PNA,37069,2
NA-133,Nazir   Ahmad,Independent,11635,3
NA-133,Chaudhary   Muhammad Ashraf,Independent,1444,4
NA-134,Chaudhary   Muhammad Hanif Khan,PPP,70993,1
NA-134,Ch. Muhammad Nawaz Khan,PNA,43639,2
NA-134,Mushtaq   Ahmad,Independent,1421,3
NA-135,Rao Khurshid Ali,PPP,79711,1
NA-135,Mian Zafar Iqbal,PNA,41903,2
NA-135,Muhammad Ashraf,Independent,1953,3
NA-135,Mehmood Ul Hassan,Independent,1082,4
NA-136,Muhammad Saeed,PPP,81075,1
NA-136,Muhammad Abbas,PNA,47283,2
NA-136,Nazir   Ahmad,Independent,856,3
NA-137,Mian   Mohammad Yaseen Khan,PPP,95616,1
NA-137,Molvi   Noor Ullah,PNA,33735,2
NA-137,Khushi   Muhammad,Independent,1572,3
NA-138,Rao   Muhammad Hashim Khan,PPP,75771,1
NA-138,Bashir   Ahmad,PNA,42963,2
NA-138,Mian   Qasim,Independent,916,3
NA-138,Pir   Muhammad Mamtaz ul Hassan,Independent,562,4
NA-138,Mian   Muhammad Inam,Independent,253,5
NA-139,Ahmad Saeed Khan,PPP,78277,1
NA-139,Zafar Ullah Rana,PNA,48661,2
NA-140,Shahzada   Saeed- ur-Rasheed Abbasi,PPP,60653,1
NA-140,Muhammad Abdul Khaliq,PNA,39054,2
NA-140,Shabbir   Ahmad,Independent,4379,3
NA-141,Shuja Ullah Sheikh,PPP,69544,1
NA-141,Hashmat Ali,PNA,35688,2
NA-141,Musa Saeed,Independent,2075,3
NA-141,Humayun Akhtar,Independent,428,4
NA-142,Prince Salah Uddin Ahmad Abbasi,PPP,67891,1
NA-142,Mian   Allah Nawaz,PNA,32350,2
NA-142,Moosa   Saeed,Independent,3511,3
NA-143,Sahibzada Noor Hassan,PPP,55050,1
NA-143,Doctor Muhammad Ismail,PNA,47417,2
NA-143,Shahzada Hussain,Independent,3131,3
NA-144,Muhammad Rafiq Shah,PPP,61747,1
NA-144,Molvi Muhammad Sharif,PNA,41775,2
NA-145,Muhammad Afzal Watto,PPP,55896,1
NA-145,Mian   Muhammad Khaliq,PNA,48068,2
NA-145,Muhammad Amin Akuka,Independent,828,3
NA-145,Peer Muhammad Akhtar Chishti,Independent,804,4
