na,constituency_name,province,winner_name,winner_party,winner_votes,runnerup_name,runnerup_party,runnerup_votes,registered_voters,votes_polled,turnout_pct
NA-17,Mansehra Kohistan,,Haji Faqir Muhammad Khan,PNA,14190,Muhammad Ayub Khan,PPP,9538,,,
NA-18,Dera Ismail Khan,,Moulana Mufti Mehmood,PNA,65972,Gulzar Ahmad Khan,PPP,63387,,,
NA-19,Bannu,,Moulana Sadru Shaheed,PNA,30161,Muhammad Umar Jan Khan,PPP,13794,,,
NA-20,Bannu,,Ahmed Jan,PNA,33960,Anwar Kamal Khan,PPP,24402,,,
NA-21,Swat I,,Mian Gul Amirzeb,PPP,23822,Karim Bakhsh,PNA,20624,,,
NA-22,Swat,,Haji Fazal e Raziq,PNA,30140,Raheem Zada,PPP,16103,,,
NA-23,Swat,,Fateh Muhammad Khan,PPP,27458,Molvi Abdur Rehman,PNA,22126,,,
NA-24,Chitral Dir,,Muhammad Wali Khan,PPP,21518,Abdul Rehman,PNA,18379,,,
NA-25,Malakand Dir,,Gauhar Rehman,PNA,31895,Lal Muhammad Khan,PPP,24255,,,
NA-26,Dir,,Sahibzada Safiullah,PNA,32205,Muhammad Shah Khan Khesro,PPP,16398,,,
NA-27,Tribal Area,,Baroz,Independent,1921,Akbar Khan,Independent,1263,,,
NA-28,Tribal Area,,Baz   Gull,Independent,675,Noor   Ahmad,Independent,624,,,
NA-29,Tribal Area,,Shams ul Haq,Independent,2435,Molvi Saad Alam,Independent,794,,,
NA-30,Tribal Area,,Sardar   Habibullah Khan,Independent,505,Sultan Mehmood,Independent,441,,,
NA-31,Tribal Area,,Said Khan,Independent,451,Sahib Jan,Independent,291,,,
NA-32,Tribal Area,,Abdul Subhan Khan,PPP,2585,Shahzada   Muhammad Din,PNA,1523,,,
NA-33,Tribal Area,,Haji   Gul Sher,Independent,1116,Haji   Nawab Khan,Independent,783,,,
NA-34,Tribal Area,,Noor   Sher Khan,Independent,792,Brigadier (R) Hayat Ullah Khan,Independent,197,,,
NA-35,Islamabad,,Zahoor   Ahmad,PPP,43794,Ghafoor   Ahmad,PNA,22265,,,
NA-36,Rawalpindi,,Colonel (R) Habib Khan,PPP,54923,Zafar   ul Haq,PNA,48751,,,
NA-37,Rawalpindi,,Raja Abdul Aziz Bhatti,PPP,69542,Malik   Mehboob Hussain,Independent,29048,,,
NA-38,Rawalpindi,,Syed Ali Asghar Shah,PPP,50634,Air Marshal (R) Asghar Khan,PNA,40037,,,
NA-39,Rawalpindi,,Nazar   Hussain Kiani,PPP,58065,Fateh   Muhammad,PNA,37347,,,
NA-40,Rawalpindi,,Abdul Qayyum Butt,PPP,64807,Tassaduq   Hussain,PNA,34100,,,
NA-41,Campbellpur,,Ahmad Waheed Akhtar,PPP,49157,Sheikh Muhammad Afzal,PNA,26150,,,
NA-42,Campbellpur,,Sardar Shaukat Hayat,PPP,89602,Zahid Hussain Shah,PNA,21474,,,
NA-43,Campbellpur,,Pir Syed Safiuddin,PPP,70866,Abdul Rahman,PNA,28729,,,
NA-44,Jhelum,,Doctor Ghulam Hussain,PPP,70728,Chaudhary Abdul Malik,PNA,38047,,,
NA-45,Jhelum,,Sardar Khizar Hayat Khan,PPP,78536,Mushtaq Ahmad,PNA,31543,,,
NA-46,Jhelum,,Masood -ul-   Hassan Bhatti,PPP,72778,Moulvi   Muhammad Akram,PNA,18073,,,
NA-47,Gujrat,,Zafar   Mahdi,PPP,91531,Chaudhary   Zahoor Elahi,PNA,28029,,,
NA-48,Gujrat,,Mian   Mushtaq Hussain Pagganwala,PPP,64790,Chaudhary   Zahoor Elahi,PNA,39521,,,
NA-49,Gujrat,,Atta Elahi Chaudhary,PPP,68008,Muhammad Akram,PNA,36028,,,
NA-50,Gujrat,,Muhammad Sardar Khan,PPP,70003,Raja Muhammad Afzal,PNA,32133,,,
NA-51,Gujrat,,Chaudhary Ghulam Rasool,PPP,58247,Mumtaz Ahmad Tarar,PNA,43167,,,
NA-52,Gujrat,,Muhammad Gulzar,PPP,57732,Allama   Inayat Ullah,PNA,26548,,,
NA-53,Sargodha,,Malik   Nasim Ahmad Aheer,PPP,55433,Qari   Abdul Sami,PNA,35412,,,
NA-54,Sargodha,,Malik   Karam Bux,PPP,58327,Qazi   Mureed Ahmad,PNA,21207,,,
NA-55,Sargodha,,Muhammad Zakir Qureshi,PPP,78431,Syed Nusrat Ali Shah,PNA,23949,,,
NA-56,Sargodha,,Mahar   Khuda Dad Khan,PPP,56418,Syed   Mazhar Hussain,PNA,28059,,,
NA-57,Sargodha,,Hafeez Ullah,PPP,77471,Tufail Ahmad,PNA,36015,,,
NA-58,Sargodha,,Malik Noor Hayat Khan Noon,PPP,61382,Muhammad Akram Ranjha,PNA,30136,,,
NA-59,Sargodha,,Malik   Anwar Ali Noon,PPP,53978,Chaudhary   Fazal Elahi,PNA,28697,,,
NA-60,Mianwali,,Nawab Malik Muzaffar Khan,PPP,61944,Moulana Abdul Sattar Khan Niazi,PNA,51643,,,
NA-61,Mianwali,,Ameer   Abdullah Khan Rokhri,PPP,89319,Moulana   Abdus Sattar Khan Niazi,PNA,37004,,,
NA-62,Mianwali,,Ghulam   Hussain Khan Dhandla,PPP,81816,Moulana   Muhammad Abdullah,PNA,33194,,,
NA-63,Jhang,,Muhammad Ali Shah,PPP,83817,Muhammad Zahoor,PNA,33550,,,
NA-64,Jhang,,Mehar Ghulam Haider,PPP,77967,Moulana Rehmat Ullah,PNA,39514,,,
NA-65,Jhang,,Syed   Faisal Saleh Hayat,PPP,78803,Zafar   Jamal Khan,PNA,15875,,,
NA-66,Jhang,,Syed Zulfiqar Ali Bokhari,PPP,64534,Iftikhar Ahmad Khan Ansari,PNA,40959,,,
NA-67,Jhang,,Sahibzada   Nazeer Sultan,PPP,81142,Nawazish   Ali Khan,PNA,36316,,,
NA-68,Faisalabad Lyallpur,,Mian   Muhammad Attaullah,PPP,59723,Tufail   Ahmad,PNA,45577,,,
NA-69,Lyallpur Faisalabad,,Mian   Zahid Sarfraz,PNA,46074,Mian   Muhammad Iqbal,PPP,43920,,,
NA-70,Lyallpur,,Chaudhary Nisar Akbar,PPP,60776,Muhammad Siddique Randhawa,PNA,45722,,,
NA-71,Faisalabad Lyallpur,,Rana Sakhawat Ali Khan,PPP,58464,Talib Hussain,PNA,39090,,,
NA-72,Lyallpur,,Chaudhary   Muhammad Anwar Ali Khan,PPP,58518,Asghar   Ali,PNA,18929,,,
NA-73,Lyallpur,,Major (R) Moin Uddin,PPP,74873,Chaudhary   Muhammad Hussain,PNA,25481,,,
NA-74,Lyallpur,,Chaudhary   Imtiaz Ahmad Gill,PPP,70565,Rehmat   Ali,PNA,40692,,,
NA-75,Faisalabad Lyallpur,,Khan Shahdat Ali Khan Baloch,PPP,62431,Muhammad Siddique,PNA,23064,,,
NA-76,Faisalabad Lyallpur,,Ghulam Nabi Chaudhry,PPP,64535,Muhammad Abdullah Qazi,PNA,43448,,,
NA-77,Lyallpur,,Asad   Masood,PPP,60597,Haji   Din Muhammad,PNA,36517,,,
NA-78,Lyallpur,,Rai   Hafeez Ullah Khan Tariq,PPP,65936,Caption (R) Doctor Nasir Ahmad,PNA,30755,,,
NA-79,Lyallpur,,Muhammad Bashir Ahmad,PPP,52311,Abdul Rehman Jami,PNA,41204,,,
NA-80,Lyallpur,,Chaudhary   Bashir Ahmad,PPP,62522,Hamza   M.A,PNA,40145,,,
NA-81,Lahore,,S.M Masood,PPP,45453,Chaudhary Rafiq Ahmad Bajwa,PNA,33992,,,
NA-82,Lahore,,Khalid Lateef Kardar,PPP,53757,Muhammad Hanif Ramay,PNA,32672,,,
NA-83,Lahore,,Mian Ehsan Ul Haq,PPP,64649,Khurshid Mehmood Kasuri,PNA,31559,,,
NA-84,Lahore,,Doctor S.M Yaqoob,PPP,45822,Malik Muhammad Qasim,PML-Q,31886,,,
NA-85,Lahore,,Mian Salah-ud-Din,PPP,51171,Ameer Abdullah Khan,PNA,31498,,,
NA-86,Lahore,,Malik Muhammad Akhtar Khuda Bux,PPP,49753,Obaid Ullah Anwar,PNA,40864,,,
NA-87,Lahore,,Muhammad Rasheed,PPP,58978,Rehmat   Ellahi,PNA,35169,,,
NA-88,Lahore,,Malik Meraj Khalid,PPP,73398,Abdul Qayyum Khan,PNA,43629,,,
NA-89,Kasur,,Sardar   Ahmad Ali,PPP,59633,Mian   Amir Ahmad,PNA,51538,,,
NA-90,Kasur,,Major (R) Rehmat Khan,PPP,51774,Kamal Uddin Kamal Salapuri,PNA,43716,,,
NA-91,Kasur,,Shafaat Khan,PPP,81033,Ehsan Elahi Zaheer,PNA,34925,,,
NA-92,Kasur,,Amjad Masood,PPP,62948,Moin Uddin Lakhvi,PNA,49394,,,
NA-93,Sheikhupura,,Manzoor Hussain,PPP,85703,Chaudhary Murad Uddin,PNA,24218,,,
NA-94,Sheikhupura,,Malik Mushtaq Ahmad,PPP,61757,Mian Abdul Latif,PNA,43138,,,
NA-95,Sheikhupura,,Muhammad Arif,PPP,73571,Muhammad Hussain,PNA,48036,,,
NA-96,Sheikhupura,,Mian Shamim Haidar,PPP,86912,Mian Nazir Ahmad,PNA,37062,,,
NA-97,Sheikhupura,,Rai Rasheed Ahmad Khan,PPP,88247,Malik Shahdat Khan,PNA,27656,,,
NA-98,Gujranwala,,Ghulam Haider Cheema,PPP,69182,Hamid Nasir Chattha,PNA,65512,,,
NA-99,Gujranwala,,Mian Saifullah Tarar,PPP,96514,Chaudhary Irshad ud Din,PNA,44746,,,
NA-100,Gujranwala,,Ghulam Dastgir Khan,PNA,52223,Habib Ur Rehman,PPP,48359,,,
NA-101,Gujranwala,,Mian   Azhar Hussain,PPP,67662,Chaudhary   Zafar Ullah Khan,PNA,41236,,,
NA-102,Gujranwala,,Malik Mahdi Hassan,PPP,61424,Syed Khalil ur Rehman Chishti,PNA,55552,,,
NA-103,Gujranwala,,Mian   Shahadat Khan,PPP,72025,Qazi   Asmat Ullah,PNA,48843,,,
NA-104,Sialkot,,Qazi Zaka Ud Din,PPP,67305,Khawja Muhammad Sardar,PNA,49925,,,
NA-105,Sialkot,,Mian Masood Ahmad,PPP,84414,Chaudhary Nasir Uddin,PNA,30809,,,
NA-106,Sialkot,,Chaudhary Sultan Ahmad,PPP,73648,Manzoor Ahmad,PNA,52013,,,
NA-107,Sialkot,,Moulana Kausar Niazi,PPP,80011,Asad Ullah Khan Bajwa,PNA,30029,,,
NA-108,Sialkot,,Hamid Nawaz Khan,PPP,90775,Muhammad Iqbal Butt,PNA,21255,,,
NA-109,Sialkot,,Ghulam Sarwar Khan Advocate,PPP,81613,Barak Ullah Khan,PNA,31523,,,
NA-110,Sialkot,,Anwar Aziz Chaudhry,PPP,101090,Chaudhary   Abdul Rauf,Independent,9538,,,
NA-111,Multan,,Syed   Abbas Hussain Shah,PPP,52356,Muhammad Rafiq,PNA,51003,,,
NA-112,Multan,,Riffat Hayat Khan,PPP,53745,Rao Shakir Ali,PNA,41214,,,
NA-113,Multan,,Chaudhary   Barkat Ullah,PPP,63743,Ghulam   Haidar Wyne,PNA,49161,,,
NA-114,Multan,,Makhdoom Muhammad Sajjad Hussain   Qureshi,PPP,58844,Muhammad Arif,PNA,37918,,,
NA-115,Multan,,Syed   Hamid Raza Gillani,PPP,73918,Mian   Sajid Parvaiz,PNA,25837,,,
NA-116,Multan,,Sheikh Khizar Hayat,PNA,39688,Sahibzada Farooq Ali Khan Advocate,PNA,38239,,,
NA-117,Multan,,Maulana Hamid Ali Khan,PNA,49436,Babo Feroz Din Ansari,PPP,45190,,,
NA-118,Multan,,Chaudhary Abdur Rehman,PPP,63308,Khan Khurshid Ahamd Khan,PNA,45673,,,
NA-119,Multan,,Syed Nasir Ali Rizvi,PPP,64249,Zafar Ullah Khan,PNA,51104,,,
NA-120,Multan,,Rana Taj Ahmad,PPP,61335,Abdul Razaq Khan,PNA,51102,,,
NA-121,Vehari,,Mohammad Nawaz Khan @ Dilawar Khan   Khichi,PPP,93943,Haji Jamshid Ali Khan,PNA,36700,,,
NA-122,Vehari,,Mian   Riaz Ahmad Khan Daultana,PPP,78761,Sufi Muhammad Tufail,PNA,42611,,,
NA-123,Vehari,,Agha   Saleem Khurshid,PPP,64253,Qurban   Ali Chohan,PNA,54369,,,
NA-124,Dera Ghazi Khan,,Maulana   Mufti Mahmood,PNA,52159,Manzoor   Ahmad Lund,PPP,49886,,,
NA-125,Dera Ghazi Khan,,Sardar Farooq Ahmad Khan Leghari,PPP,81878,Abdullah Khan,PNA,31914,,,
NA-126,Dera Ghazi Khan,,Mir Balakh Sher Khan Mazari,PPP,81858,Malik Abdul Majid Javed,PNA,26478,,,
NA-127,Muzaffargarh,,Muhammad Ibrahim Burq,PPP,64737,Molvi Muhammad Luqman,PNA,42950,,,
NA-128,Muzaffargarh,,Nawabzada Nasrullah Khan,PNA,74006,Sardar Amjad Hameed Khan Dasti,PPP,45514,,,
NA-129,Muzaffargarh,,Dost Muhammad Khan Buzdar,PNA,73844,Mian Ghulam Abbas Qureishi,PPP,41604,,,
NA-130,Muzaffargarh,,Malik Qadir Bakhash Jhakkar,PPP,51237,Muhammad Bashir,PNA,43010,,,
NA-131,Muzaffargarh,,Sardar Muhammad Behram Khan Sehr,PPP,47764,Rehmat Ali Alvi,PNA,29438,,,
NA-132,Sahiwal,,Sardar Abdul Aleem,PPP,62246,Mehmood Ahmad,PNA,42282,,,
NA-133,Sahiwal,,Sardar   Muhammad Nasim,PPP,66107,Nazar   Hussain Manzor,PNA,37069,,,
NA-134,Sahiwal,,Chaudhary   Muhammad Hanif Khan,PPP,70993,Ch. Muhammad Nawaz Khan,PNA,43639,,,
NA-135,Sahiwal,,Rao Khurshid Ali,PPP,79711,Mian Zafar Iqbal,PNA,41903,,,
NA-136,Sahiwal,,Muhammad Saeed,PPP,81075,Muhammad Abbas,PNA,47283,,,
NA-137,Sahiwal,,Mian   Mohammad Yaseen Khan,PPP,95616,Molvi   Noor Ullah,PNA,33735,,,
NA-138,Sahiwal,,Rao   Muhammad Hashim Khan,PPP,75771,Bashir   Ahmad,PNA,42963,,,
NA-139,Sahiwal VIII,,Ahmad Saeed Khan,PPP,78277,Zafar Ullah Rana,PNA,48661,,,
NA-140,Bahawalpur,,Shahzada   Saeed- ur-Rasheed Abbasi,PPP,60653,Muhammad Abdul Khaliq,PNA,39054,,,
NA-141,Bahawalpur II,,Shuja Ullah Sheikh,PPP,69544,Hashmat Ali,PNA,35688,,,
NA-142,Bahawalpur,,Prince Salah Uddin Ahmad Abbasi,PPP,67891,Mian   Allah Nawaz,PNA,32350,,,
NA-143,Bahawalpur Bahawalnagar,,Sahibzada Noor Hassan,PPP,55050,Doctor Muhammad Ismail,PNA,47417,,,
NA-144,Bahawalnagar,,Muhammad Rafiq Shah,PPP,61747,Molvi Muhammad Sharif,PNA,41775,,,
NA-145,Bahawalnagar,,Muhammad Afzal Watto,PPP,55896,Mian   Muhammad Khaliq,PNA,48068,,,
NA-146,Bahawalnagar,,Muhammad Afzal,PPP,60919,Muhammad Qasim,PNA,49596,,,
NA-147,Rahim Yar Khan,,Khawja   Jamal Muhammad,PPP,64049,Shahzada   Mamoon Ur Rasheed Abbasi,Independent,58458,,,
NA-148,Rahim Yar Khan,,Makhdoom Hameed-ud-Din,PPP,66082,Siraj Ahmad,PNA,46837,,,
NA-149,Rahim Yar Khan,,Makhdoom Noor Muhammad Shah,PNA,58428,Doctor Muhammad Aslam Khan,PPP,56888,,,
NA-150,Rahim Yar Khan,,Bilal   Khan Sardar,PPP,65518,Makhdoomzada   Hassan Mehmood,PNA,54459,,,
NA-151,Sukkur,,Ali Hassan Mangi,PPP,73086,Molvi   Abdul Karim,PNA,22100,,,
NA-152,Sukkur,,Agha   Ghulam Nabi,PPP,113898,Muhammad Shah Amroti,PNA,10444,,,
NA-153,Sukkur,,Sardar   Ghulam Muhammad Khan Mahar,PPP,127981,Muhammad Shah Amroti,PNA,9774,,,
NA-154,Sukkur,,Noor   Muhammad Khan Lund,PPP,,,,,,,
NA-155,Jacobabad,,Mir Mehran Khan Bajarani,PPP,,,,,,,
NA-156,Jacobabad,,Haji Khair Muhammad Khan,PPP,100832,Ahmad Shah,PNA,11716,,,
NA-157,Nawabshah,,Abdul Fateh,PPP,,,,,,,
NA-158,Nawabshah,,Ghulam Mujtaba Jatoi,PPP,,,,,,,
NA-159,Nawabshah,,Syed Shabbir Ahmad Shah,PPP,,,,,,,
NA-160,Nawabshah,,Syed Noor Ahmad Shah,PPP,83886,Jan Muhammad Abbasi,PNA,34062,,,
NA-161,Khairpur,,Syed Qaim Ali Shah,PPP,104997,Syed Ghous Ali Shah,Independent,34999,,,
NA-162,Khairpur,,Pir Syed Abdul Qadir Shah,PPP,120523,Haji Atta Muhammad,Independent,15428,,,
NA-163,Larkana,,Zulfiqar Ali Bhutto,PPP,,,,,,,
NA-164,Larkana,,Sardar Ahmad Sultan,PPP,,,,,,,
NA-165,Larkana,,Mumtaz   Ali Bhutto,PPP,,,,,,,
NA-166,Hyderabad,,Makhdoom Muhammad Zaman,PPP,,,,,,,
NA-167,Hyderabad,,Moulana Shah Ahmad Noorani,PNA,60897,Elahi Bakhash Khan,PPP,23963,,,
NA-168,Hyderabad,,Muhammad Shaukat,PNA,62732,Muhammad Ashraf,PPP,20005,,,
NA-169,Hyderabad,,Mir Ejaz Ali Khan Talpur,PPP,88194,Haji Ghulam Siddique Jan,PNA,8166,,,
NA-170,Hyderabad,,Syed   Umed Ali Shah,PPP,80018,Mir Ali Ahmad Khan Talpur,Independent,14537,,,
NA-171,Badin,,Haji Najam Uddin Khan,PPP,,,,,,,
NA-172,Badin,,Haji Abdullah Halepota,PPP,54940,Ali Mir Shah,PNA,9871,,,
NA-173,Tharparkar,,Peer Ghulam Rasool Shah Jillani,PPP,81700,Mir Ali Ahmad Khan,Indepednent,38113,,,
NA-174,Tharparkar,,Syed   Khadim Ali Shah,PPP,98923,Manzoor   Hussain,PNA,19903,,,
NA-175,Tharparkar,,Niaz Muhammad Khan,PPP,,,,,,,
NA-176,Dadu,,Malik Sikandar Khan,PPP,,,,,,,
NA-177,Dadu,,Rais Ullah Khan,PPP,,,,,,,
NA-178,Dadu,,Liaqat Ali Khan,PPP,,,,,,,
NA-179,Sanghar I,,Haji Fatehuddin Shah,PPP,57740,Haji Khuda Bukhsh,PNA,45344,,,
NA-180,Sanghar,,Atta Muhammad Marri,PPP,,,,,,,
NA-181,Thatta,,Muhammad Khan Somoro,PPP,78181,Muhammad Ismail Chandio,PNA,3556,,,
NA-182,Thatta,,Muhammad Yousif Khan Chandio,PPP,47588,Molvi Noor Muhammad,PNA,5506,,,
NA-183,Karachi,,Sardar Sher Baz Khan Mazari,PNA,48139,Meer Hazar Khan,PPP,36596,,,
NA-184,Karachi,,Muhammad Azam Farooqi,PNA,54610,Hakim Saeed,PPP,27089,,,
NA-185,Karachi,,Muhammad Hassan Haqani,PNA,59688,Ali Muhammad,PPP,28724,,,
NA-186,Karachi,,Professor Ghafoor Ahmad,PNA,55139,Nawabzada Akbar Liaqat Ali Khan,PPP,21334,,,
NA-187,Karachi,,Musheer Pesh Imam,PNA,46453,Syed Imdad Hussain Shah,PPP,36064,,,
NA-188,Karachi,,Abdul Sattar Gabol,PPP,58801,Saeed Haroon,PNA,27505,,,
NA-189,Karachi,,Muhammad Hanif Tayyab,PNA,52905,Salman Ghanchi,PPP,39823,,,
NA-190,Karachi,,Air Marshal (R) Asghar Khan,PNA,44252,Syed Kamal ud Din Azfar,PPP,29581,,,
NA-191,Karachi,,Syed Munawar Hassan,PNA,73997,Jamil Uddin Aali,PPP,33086,,,
NA-192,Karachi,,Shah Farid ul Haq,PNA,52635,Professor Nabi Dad Khan,PPP,26865,,,
NA-193,Karachi,,Abdul Hafeez Pirzada,PPP,58938,Moulana Muhammad Zakaria,PNA,32973,,,
NA-194,Quetta,,Tahir Muhammad Khan,PPP,24956,Arbab Abdul Qadir Khan,PPNAP,15793,,,
NA-195,Quetta,,Yahya Bakhtiar,PPP,18264,Mahmood Khan Achakzai,PPNAP,16775,,,
NA-196,Quetta,,Wazir Ahmad Gogezai,PPP,28908,Molvi Rehmat Ullah,PPNAP,15921,,,
NA-197,Sibi,,Meer Taj Muhammad Khan Jamali,PPP,,,,,,,
NA-198,Sibi,,Meer Abdul Nabi Jamali,PPP,,,,,,,
NA-199,Kalat,,Prince Mohyuddin,PPP,,,,,,,
NA-200,Kalat,,Mir Amanullah Khan Gichki,PPP,,,,,,,
