year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2013,NA-21,Tor Ghar Cum Mansehra 2,Khyber Paktunkhwa (NWFP),Capt. (R) Muhammad Safdar,Pakistan Muslim League (Nawaz),91013,52.7,392364,45.4,27.6,9
2013,NA-22,Battagram,Khyber Paktunkhwa (NWFP),Qari Mohammad Yousif,Jamiat Ulema-e Islam (Fazl),18572,26.1,204979,36.4,7.7,17
2013,NA-23,Kohistan,Khyber Paktunkhwa (NWFP),Sarzameen,Independents,17498,33.9,127028,41.4,10.0,8
2013,NA-24,Dera Ismail Khan,Khyber Paktunkhwa (NWFP),Maulana Fazl Ur Rehman,Jamiat Ulema-e Islam (Fazl),92395,44.0,390996,56.4,11.7,33
2013,NA-25,D.i. Khan Cum Tank,Khyber Paktunkhwa (NWFP),Maulana Fazl Ur Rehman,Jamiat Ulema-e Islam (Fazl),77595,41.4,366793,53.6,16.0,19
2013,NA-26,Bannu,Khyber Paktunkhwa (NWFP),Akram Khan Durrani,Jamiat Ulema-e Islam (Fazl),78294,44.7,444059,40.6,18.9,17
2013,NA-27,Lakki Marwat,Khyber Paktunkhwa (NWFP),Maulana Fazal Rehman,Jamiat Ulema-e Islam (Fazl),85051,49.8,330921,53.2,16.5,20
2013,NA-28,Buner,Khyber Paktunkhwa (NWFP),Sher Akbar Khan,Jamaat-e-Islami,29170,23.7,360019,35.6,4.7,13
2013,NA-29,Swat 1,Khyber Paktunkhwa (NWFP),Murad Saeed,Pakistan Tehreek-e-Insaf,88513,49.5,521072,35.5,36.0,14
2013,NA-30,Swat 2,Khyber Paktunkhwa (NWFP),Salim Rehman,Pakistan Tehreek-e-Insaf,49976,31.5,460748,36.0,10.7,25
2013,NA-31,Shangla,Khyber Paktunkhwa (NWFP),Ibadullah,Pakistan Muslim League (Nawaz),30916,33.3,296723,32.6,10.0,12
2013,NA-32,Chitral,Khyber Paktunkhwa (NWFP),Iftikhar Ud Din,All Pakistan Muslim League,29772,23.8,208810,63.0,4.5,11
2013,NA-33,Upper Dir Cum Lower Din (Old Upper Dir),Khyber Paktunkhwa (NWFP),Sahibzada Tariq Ullah,Jamaat-e-Islami,42582,36.9,368035,32.6,13.7,10
2013,NA-34,Lower Dir,Khyber Paktunkhwa (NWFP),Shahib Zada Muhammad Yaqub,Jamaat-e-Islami,49475,33.1,504694,30.7,3.0,15
2013,NA-35,Malakand P Area,Khyber Paktunkhwa (NWFP),Junaid Akbar,Pakistan Tehreek-e-Insaf,51312,36.9,311172,46.1,20.9,11
2013,NA-36,Tribal Area 1,Islamabad and FATA,Bilal Rehman,Independents,9005,16.8,179304,29.9,6.3,40
2013,NA-37,Tribal Area 2,Islamabad and FATA,Mr Sajid Hussain Turi,Independents,30524,32.5,162660,58.1,1.0,31
2013,NA-39,Tribal Area 4,Islamabad and FATA,Syed Ghazi Gulab Jamal,Independents,7922,17.7,125687,35.7,0.4,36
2013,NA-40,Tribal Area 5,Islamabad and FATA,Muhammad Nazir Khan,Independents,18055,23.4,160666,48.5,4.2,34
2013,NA-41,Tribal Area 6,Islamabad and FATA,Ghalib Khan,Pakistan Muslim League (Nawaz),8022,21.4,92719,41.2,1.0,38
2013,NA-42,Tribal Area 7,Islamabad and FATA,Muhammad Jamal Ud Din,Jamiat Ulema-e Islam (Fazl),3468,27.4,108056,11.9,3.2,17
2013,NA-43,Tribal Area 8,Islamabad and FATA,Bismillah Khan,Independents,13929,32.5,168514,26.3,9.1,16
2013,NA-44,Tribal Area 9,Islamabad and FATA,Shahab Ud Din Khan,Pakistan Muslim League (Nawaz),15114,25.6,185040,32.7,5.3,26
2013,NA-45,Tribal Area 10,Islamabad and FATA,Alhaj Shah Jee Gul Afridi,Independents,29697,42.7,175036,40.3,13.7,18
2013,NA-46,Tribal Area 11,Islamabad and FATA,Nasir Khan,Independents,4135,24.5,,,3.3,24
2013,NA-47,Tribal Area 12,Islamabad and FATA,Qaisar Jamal,Pakistan Tehreek-e-Insaf,11328,23.5,121265,40.1,2.3,36
2013,NA-48,Islamabad 1,Islamabad and FATA,Makhdom Javed Hashmi,Pakistan Tehreek-e-Insaf,73878,42.7,292142,59.6,12.5,51
2013,NA-49,Islamabad 2,Islamabad and FATA,Dr. Tariq Fazal Chudhary,Pakistan Muslim League (Nawaz),94106,43.9,334241,64.6,17.1,26
2013,NA-50,Rawalpindi 1,Punjab,Shahid Khaqan Abbasi,Pakistan Muslim League (Nawaz),134439,54.4,442458,57.5,35.3,13
2013,NA-51,Rawalpindi 2,Punjab,Raja Muhammad Javed Ikhlas,Pakistan Muslim League (Nawaz),121067,50.5,452466,54.2,22.5,20
2013,NA-52,Rawalpindi 3,Punjab,Ch Nisar Ali Khan,Pakistan Muslim League (Nawaz),133143,52.0,455186,57.2,24.8,15
2013,NA-53,Rawalpindi 4,Punjab,Ghulam Sarwar Khan,Pakistan Tehreek-e-Insaf,110593,46.6,382115,62.0,3.4,13
2013,NA-54,Rawalpindi 5,Punjab,Malik Ibrar Ahmed,Pakistan Muslim League (Nawaz),76336,46.3,300816,55.5,4.6,22
2013,NA-55,Rawalpindi 6,Punjab,Sheikh Rashid Ahmed,Awami Muslim League Pakistan,88627,50.0,324022,55.5,7.5,23
2013,NA-56,Rawalpindi 7,Punjab,Imran Khan,Pakistan Tehreek-e-Insaf,80577,50.2,288423,56.1,8.3,20
2013,NA-57,Attock 1,Punjab,Sheikh Aftab Ahmed,Pakistan Muslim League (Nawaz),59920,32.9,353751,53.0,2.1,11
2013,NA-58,Attock 2,Punjab,Malik Ihtebar Khan,Pakistan Muslim League (Nawaz),85244,38.6,359058,63.5,4.9,5
2013,NA-59,Attock 3,Punjab,Muhammad Zain Ellahi,Independents,60284,31.4,309334,64.3,0.2,8
2013,NA-60,Chakwal 1,Punjab,Major Rtd Tahir Iqbal,Pakistan Muslim League (Nawaz),130821,44.3,486070,62.7,10.2,10
2013,NA-61,Chakwal 2,Punjab,Sardar Mumtaz Khan,Pakistan Muslim League (Nawaz),114282,43.0,443677,62.0,5.6,13
2013,NA-62,Jhelum 1,Punjab,Chaudhry Khadim Hussain,Pakistan Muslim League (Nawaz),102230,47.4,389451,57.1,18.2,13
2013,NA-63,Jhelum 2,Punjab,Malik Iqbal Mehdi Khan,Pakistan Muslim League (Nawaz),116013,57.0,386957,53.9,36.0,13
2013,NA-64,Sargodha 1,Punjab,Pir Muhammad Amin Ul Hasnat Shah,Pakistan Muslim League (Nawaz),151690,63.5,415491,59.7,35.4,10
2013,NA-65,Sargodha 2,Punjab,Mohsin Shah Nawaz Ranjha,Pakistan Muslim League (Nawaz),102871,54.2,323341,60.8,22.3,6
2013,NA-66,Sargodha 3,Punjab,Chudhary Hamid Hameed,Pakistan Muslim League (Nawaz),133085,62.7,384131,56.0,45.6,15
2013,NA-67,Sargodha 4,Punjab,Dr Zulfiqar Ali Bhatti,Pakistan Muslim League (Nawaz),109132,49.0,365609,63.2,5.3,12
2013,NA-68,Sargodha 5,Punjab,Muhammad Nawaz Sharif,Pakistan Muslim League (Nawaz),140828,63.1,373233,61.7,42.7,15
2013,NA-69,Khushab 1,Punjab,Sumaira Malik,Pakistan Muslim League (Nawaz),119193,59.2,336551,62.2,19.3,4
2013,NA-70,Khushab 2,Punjab,Malik Shakir Bashir Awan,Pakistan Muslim League (Nawaz),94594,45.0,343920,63.1,14.1,8
2013,NA-71,Mianwali 1,Punjab,Imran Khan,Pakistan Tehreek-e-Insaf,133224,61.6,386930,58.0,27.7,12
2013,NA-72,Mianwali 2,Punjab,Amjid Ali Khan,Pakistan Tehreek-e-Insaf,126088,54.7,371374,64.4,25.9,9
2013,NA-73,Bhakkar 1,Punjab,Abdul Majeed Khan,Pakistan Muslim League (Nawaz),97688,45.0,336765,68.4,3.0,17
2013,NA-74,Bhakkar 2,Punjab,Dr Muhammad Afzal Khan Dhandia,Independents,118196,48.0,375159,69.0,9.3,10
2013,NA-75,Faisalabad 1,Punjab,Ghulam Rasool Sahi,Pakistan Muslim League (Nawaz),130300,66.9,321768,61.7,41.7,20
2013,NA-76,Faisalabad 2,Punjab,Muhammad Tallal Choudhary,Pakistan Muslim League (Nawaz),101797,55.0,329266,58.2,35.7,27
2013,NA-77,Faisalabad 3,Punjab,Muhammad Asim Nazeer,Pakistan Muslim League (Nawaz),98057,55.9,294667,61.5,22.4,18
2013,NA-78,Faisalabad 4,Punjab,Rajab Ali Khan Baloch,Pakistan Muslim League (Nawaz),88162,49.8,301973,62.8,23.9,9
2013,NA-79,Faisalabad 5,Punjab,Choudhry Muhammad Shahbaz Babar,Pakistan Muslim League (Nawaz),118516,61.5,335868,59.5,49.9,23
2013,NA-80,Faisalabad 6,Punjab,Mian Muhammad Farooq,Pakistan Muslim League (Nawaz),96039,48.5,343277,60.0,21.0,10
2013,NA-81,Faisalabad 7,Punjab,Nisar Ahmad,Pakistan Muslim League (Nawaz),122041,59.1,344031,61.7,39.6,12
2013,NA-82,Faisalabad 8,Punjab,Rana Muhammad Afzal Khan,Pakistan Muslim League (Nawaz),126349,63.1,343634,59.1,45.0,22
2013,NA-84,Faisalabad 10,Punjab,Abid Ali,Pakistan Muslim League (Nawaz),103176,57.2,308900,59.8,33.7,17
2013,NA-85,Faisalabad 11,Punjab,Haji Muhammad Akram Ansari,Pakistan Muslim League (Nawaz),124591,63.0,331974,60.4,35.1,17
2013,NA-86,Jhang 1,Punjab,Qaiser Ahmad Sheikh,Pakistan Muslim League (Nawaz),77512,43.5,289317,63.6,17.5,16
2013,NA-87,Jhang 2,Punjab,Ghulam Muhammad Lali,Pakistan Muslim League (Nawaz),93651,45.2,367617,58.6,6.3,11
2013,NA-88,Jhang 3,Punjab,Ghulam Bibi Bharwana,Pakistan Muslim League (Nawaz),87002,50.6,277976,64.5,10.5,11
2013,NA-89,Jhang 4,Punjab,Sheikh Muhammad Akram,Pakistan Muslim League (Nawaz),74324,44.5,290555,59.0,1.6,21
2013,NA-90,Jhang 5,Punjab,Sahibzada Mohammad Nazir,Independents,52106,34.1,238856,66.9,6.9,14
2013,NA-91,Jhang 6,Punjab,Najaf Abbas Sial,Independents,91301,49.7,279042,68.1,2.3,7
2013,NA-92,Toba Tek Singh 1,Punjab,Chaudhry Khalid Javed Warraich,Pakistan Muslim League (Nawaz),91903,42.5,354476,63.2,13.9,14
2013,NA-93,Toba Tek Singh 2,Punjab,Muhammad Junaid Anwaar Chudhary,Pakistan Muslim League (Nawaz),117534,53.0,352845,64.5,9.9,14
2013,NA-94,Toba Tek Singh,Punjab,Ch Asad Ur Rehman,Pakistan Muslim League (Nawaz),103581,42.7,385561,65.1,15.1,17
2013,NA-95,Gujranwala 1,Punjab,Usman Ibrahim,Pakistan Muslim League (Nawaz),108457,65.2,318739,53.1,48.5,22
2013,NA-96,Gujranwala 2,Punjab,Engr Khurram Dastgir Khan,Pakistan Muslim League (Nawaz),105182,67.9,303568,52.0,48.5,21
2013,NA-97,Gujranwala 3,Punjab,Chaudhry Mahmood Bashir Virk,Pakistan Muslim League (Nawaz),104638,62.5,328632,52.2,43.7,16
2013,NA-98,Gujranwala 4,Punjab,Mian Tariq Mehmood,Pakistan Muslim League (Nawaz),118832,58.9,363205,57.3,40.4,21
2013,NA-99,Gujranwalla 5,Punjab,Rana Umer Nazir Khan,Pakistan Muslim League (Nawaz),97143,54.1,318029,58.4,33.5,16
2013,NA-100,Gujranwalla 6,Punjab,Azhar Qayyum Nahra,Pakistan Muslim League (Nawaz),89826,49.9,288271,64.2,10.8,14
2013,NA-101,Gujranwalla 7,Punjab,Justice (Ret) Iftikhar Ahmad Cheema,Pakistan Muslim League (Nawaz),99924,50.4,352057,58.2,19.7,17
2013,NA-102,Hafizabad 1,Punjab,Saira Afzal Tarar,Pakistan Muslim League (Nawaz),93691,53.9,284417,62.6,15.0,11
2013,NA-103,Hafizabad 2,Punjab,Choudhary Liaqat Abbas Bhatti,Independents,76199,46.8,259256,64.6,0.2,12
2013,NA-104,Gujrat 1,Punjab,Nawabzada Mazher Ali,Pakistan Muslim League (Nawaz),85113,42.5,374975,55.1,1.9,14
2013,NA-105,Gujrat 2,Punjab,Ch Parvez Elahi,Pakistan Muslim League (Qaid-e-Azam),78171,39.1,394060,51.9,6.7,24
2013,NA-106,Gujrat 3,Punjab,Ch Jaffar Iqbal,Pakistan Muslim League (Nawaz),83024,38.8,413565,53.4,12.6,18
2013,NA-107,Gujrat 4,Punjab,Ch Abid Raza,Pakistan Muslim League (Nawaz),94196,45.5,400622,52.8,16.0,19
2013,NA-108,M.b. Din 1,Punjab,Muhammad Ijaz Ahmed Chaudhary,Independents,85009,35.5,430517,57.1,4.7,17
2013,NA-109,M.b. Din 2,Punjab,Nasar Iqbal Bosal,Pakistan Muslim League (Nawaz),135501,64.4,384637,56.4,43.2,15
2013,NA-110,Sialkot 1,Punjab,Khawaja Muhammad Asif,Pakistan Muslim League (Nawaz),92848,52.7,342125,52.5,12.1,10
2013,NA-111,Sialkot 2,Punjab,Chaudhary Armaghan Subhani,Pakistan Muslim League (Nawaz),137474,61.8,399981,57.0,38.9,12
2013,NA-112,Sialkot 3,Punjab,Rana Shamim Ahmed Khan,Pakistan Muslim League (Nawaz),129571,63.5,363004,57.7,45.4,10
2013,NA-113,Sialkot 4,Punjab,Syed Iftikhar Ul Hassan,Pakistan Muslim League (Nawaz),118192,60.1,353741,57.0,33.3,10
2013,NA-114,Sialkot 5,Punjab,Zahid Hamid,Pakistan Muslim League (Nawaz),131607,61.9,381496,57.2,43.9,14
2013,NA-115,Narowal 1,Punjab,Mian Muhammad Rasheed,Pakistan Muslim League (Nawaz),71493,50.2,247582,59.8,15.7,12
2013,NA-116,Narowal 2,Punjab,Daniyal Aziz,Pakistan Muslim League (Nawaz),91409,62.5,271905,55.8,34.9,8
2013,NA-117,Narowal 3,Punjab,Ahsan Iqbal,Pakistan Muslim League (Nawaz),95481,61.7,272892,57.8,28.5,9
2013,NA-118,Lahore 1,Punjab,Muhammad Riaz Malik,Pakistan Muslim League (Nawaz),103346,62.2,334256,50.6,36.0,21
2013,NA-119,Lahore 2,Punjab,Muhammad Hamza Shehbaz Sharif,Pakistan Muslim League (Nawaz),107735,70.0,305570,51.0,43.5,18
2013,NA-120,Lahore 3,Punjab,Muhammad Nawaz Sharif,Pakistan Muslim League (Nawaz),91683,60.6,295826,51.9,26.0,25
2013,NA-121,Lahore 4,Punjab,Mehar Ishtiaq Ahmad,Pakistan Muslim League (Nawaz),114474,57.8,388441,51.8,23.3,27
2013,NA-122,Lahore 5,Punjab,Sardar Ayaz Sadiq,Pakistan Muslim League (Nawaz),93389,51.3,326028,56.5,4.9,20
2013,NA-123,Lahore 6,Punjab,Muhammad Pervaiz Malik,Pakistan Muslim League (Nawaz),126878,73.1,347941,50.5,49.7,24
2013,NA-124,Lahore 7,Punjab,Shaikh Rohale Asghar,Pakistan Muslim League (Nawaz),119312,69.6,322562,53.9,44.8,19
2013,NA-125,Lahore 8,Punjab,Khawaja Saad Rafique,Pakistan Muslim League (Nawaz),123416,55.6,429485,52.7,17.5,19
2013,NA-126,Lahore 9,Punjab,Shafqat Mehmood,Pakistan Tehreek-e-Insaf,97785,49.9,359492,55.0,3.8,18
2013,NA-127,Lahore 10,Punjab,Waheed Alam Khan,Pakistan Muslim League (Nawaz),102080,63.8,330154,49.2,35.2,22
2013,NA-128,Lahore 11,Punjab,Muhammad Afzal Khokar,Pakistan Muslim League (Nawaz),124107,56.4,418384,53.4,20.8,27
2013,NA-129,Lahore 12,Punjab,Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (Nawaz),94007,63.8,273648,55.1,39.5,24
2013,NA-130,Lahore 13,Punjab,Sohail Shoukat Butt,Pakistan Muslim League (Nawaz),88842,55.4,290930,56.5,35.1,23
2013,NA-131,Sheikhupura 1,Punjab,Rana Afzaal Hussain,Pakistan Muslim League (Nawaz),73742,48.4,273993,57.3,21.1,12
2013,NA-132,Sheikhupura 2,Punjab,Rana Tanveer Hussain,Pakistan Muslim League (Nawaz),93140,58.1,291232,56.9,37.3,23
2013,NA-133,Sheikhupura 3,Punjab,Mian Javed Latif,Pakistan Muslim League (Nawaz),68909,44.0,291283,55.3,23.9,21
2013,NA-134,Sheikhupura 4,Punjab,Sardar Muhammad Irfan Dogar,Pakistan Muslim League (Nawaz),44397,30.3,250183,60.8,2.2,15
2013,NA-135,Sheikhupura 5,Punjab,Muhammad Barjees Tahir,Pakistan Muslim League (Nawaz),82150,50.7,285289,59.2,25.6,28
2013,NA-136,Sheikhupura 6,Punjab,Chudhary Bilal Ahmed Virk,Pakistan Muslim League (Nawaz),73775,43.9,285503,61.3,22.3,14
2013,NA-137,Sheikhupura 7,Punjab,Rai Mansab Ali Khan,Pakistan Muslim League (Nawaz),61329,36.3,287484,61.1,3.1,14
2013,NA-138,Kasur 1,Punjab,Salman Hanif,Pakistan Muslim League (Nawaz),75694,41.6,282555,66.7,26.0,16
2013,NA-139,Kasur 2,Punjab,Waseem Akhtar Sheikh,Pakistan Muslim League (Nawaz),102565,56.1,301506,62.6,40.4,17
2013,NA-140,Kasur 3,Punjab,Rasheed Ahmad Khan,Pakistan Muslim League (Nawaz),69212,38.0,291601,64.4,10.3,18
2013,NA-141,Kasur 4,Punjab,Rana Muhammad Ishaq Khan,Pakistan Muslim League (Nawaz),96737,51.5,309577,63.0,15.9,17
2013,NA-142,Kasur 5,Punjab,Rana Muhammad Hayat Khan,Pakistan Muslim League (Nawaz),85243,49.1,278336,64.6,11.2,13
2013,NA-143,Okara 1,Punjab,Ch Nadeem Abbas Rebera,Pakistan Muslim League (Nawaz),90652,55.1,272742,62.9,31.2,13
2013,NA-144,Okara 2,Punjab,Muhammad Arif Ch,Pakistan Muslim League (Nawaz),105162,62.2,293394,59.1,40.5,28
2013,NA-145,Okara 3,Punjab,Syed Muhammad Ashiq Hussain Shah,Pakistan Muslim League (Nawaz),89025,52.1,293394,60.6,33.6,12
2013,NA-146,Okara 4,Punjab,Rao Muhammad Ajmal Khan,Pakistan Muslim League (Nawaz),109998,67.2,278408,60.9,50.5,15
2013,NA-147,Okara 5,Punjab,Muhammad Moeen Wattoo,Pakistan Muslim League (Nawaz),87266,55.1,264607,61.9,18.3,10
2013,NA-148,Multan 1,Punjab,Malik Abdul Ghaffar Dogar,Pakistan Muslim League (Nawaz),81830,40.8,350801,58.4,8.5,11
2013,NA-149,Multan 2,Punjab,Makhdoom Javaid Hussain Hashmi,Pakistan Tehreek-e-Insaf,83640,44.5,338005,56.2,5.2,26
2013,NA-150,Multan 3,Punjab,Makhdoom Shah Mahmood Qureshi,Pakistan Tehreek-e-Insaf,92761,48.6,373331,51.7,6.9,18
2013,NA-151,Multan 4,Punjab,Skindar Hayyat Khan Bosan,Pakistan Muslim League (Nawaz),95714,48.2,362313,56.2,19.6,18
2013,NA-152,Multan 5,Punjab,Syed Javed Ali Shah,Pakistan Muslim League (Nawaz),81015,42.4,332921,58.5,8.6,15
2013,NA-153,Multan 6,Punjab,Dewan Ashiq Hussain Bukhari,Pakistan Muslim League (Nawaz),94413,44.7,349714,61.9,2.0,13
2013,NA-154,Lodhran 1,Punjab,Muhammad Siddique Khan Baloch,Independents,86177,38.0,370150,63.9,4.5,21
2013,NA-155,Lodhran 2,Punjab,Abdul Rehman Khan Kanju,Independents,85452,39.0,356995,63.8,11.4,12
2013,NA-156,Khanewal 1,Punjab,Mohammad Raza Hayat Hiraj,Independents,79675,42.3,314492,62.8,5.5,14
2013,NA-157,Khanewal 2,Punjab,Muhammad Khan Daha,Pakistan Muslim League (Nawaz),96162,48.5,334495,60.8,15.5,10
2013,NA-158,Khanewal 3,Punjab,Aslam Bodla,Pakistan Muslim League (Nawaz),94050,46.7,323568,63.7,10.9,15
2013,NA-159,Khanewal 4,Punjab,Choudhary Iftikhar Nazir,Pakistan Muslim League (Nawaz),116903,58.7,320985,63.8,24.5,16
2013,NA-160,Sahiwal 1,Punjab,Syed Imran Ahmad Shah,Pakistan Muslim League (Nawaz),99553,54.7,306875,60.9,33.8,19
2013,NA-161,Sahiwal 2,Punjab,Chaudhary Muhammad Ashraf,Pakistan Muslim League (Nawaz),94012,52.3,304942,60.8,28.0,16
2013,NA-162,Sahiwal 3,Punjab,Rai Hasan Nawaz Khan,Pakistan Tehreek-e-Insaf,88974,49.6,306359,59.7,7.4,10
2013,NA-163,Sahiwal 4,Punjab,Chaudhry Muhammad Munir Azhar,Pakistan Muslim League (Nawaz),89126,51.2,276191,64.5,12.7,8
2013,NA-164,Pakpattan 1,Punjab,Sardar Mansab Ali Doggar,Pakistan Muslim League (Nawaz),67984,41.5,260811,65.1,1.4,6
2013,NA-165,Pakpattan 2,Punjab,Syed Muhammad Athar Hussain Shah Gillani,Pakistan Muslim League (Nawaz),71804,43.5,270634,63.3,10.0,11
2013,NA-166,Pakpattan 3,Punjab,Rana Zahid Hussain Khan,Pakistan Muslim League (Nawaz),87209,46.1,292076,67.3,20.0,14
2013,NA-167,Vehari 1,Punjab,Chaudhary Nazeer Ahmed,Pakistan Muslim League (Nawaz),99907,50.2,331598,62.3,28.3,23
2013,NA-168,Vehari 2,Punjab,Sajid Mehdi,Pakistan Muslim League (Nawaz),69049,36.8,312836,61.9,7.8,13
2013,NA-169,Vehari 3,Punjab,Tahir Iqbal Ch,Independents,89673,44.9,321145,63.6,8.4,22
2013,NA-170,Vehari 4,Punjab,Saeed Ahmed Khan Manais,Pakistan Muslim League (Nawaz),83895,42.4,319983,63.7,1.4,13
2013,NA-171,Dera Ghazi Khan 1,Punjab,Sardar Muhammad Amjad Farooq Khan Khosa,Pakistan Muslim League (Nawaz),62849,34.1,347789,54.7,3.0,16
2013,NA-172,Dera Ghazi Khan 2,Punjab,Hafiz Abdul Karim,Pakistan Muslim League (Nawaz),49230,31.1,345974,47.4,6.2,15
2013,NA-173,Dera Ghazi Khan 3,Punjab,Sardar Awais Ahmad Khan Leghari,Independents,82521,44.9,358766,53.3,12.1,9
2013,NA-174,Rajanpur 1,Punjab,Sardar Muhammad Jaffar Khan Leghari,Pakistan Muslim League (Nawaz),101705,48.2,369102,59.9,18.9,16
2013,NA-175,Rajanpur 2,Punjab,Doctor Hafeez Ur Rehman Khan Drishak,Pakistan Muslim League (Nawaz),110573,51.5,355184,64.4,17.1,14
2013,NA-176,Muzaffargarh 1,Punjab,Malik Sultan Mehmood,Pakistan Muslim League (Nawaz),88322,42.9,338237,63.6,6.5,19
2013,NA-177,Muzaffargarh 2,Punjab,Jamshaid Ahmad Dasti,Independents,103327,46.6,357013,64.4,24.1,20
2013,NA-178,Muzaffargarh 3,Punjab,Jamshed Ahmad Dasti,Independents,79417,38.0,349646,61.8,7.7,19
2013,NA-179,Muzaffargarh 4,Punjab,Makhdoomzada S B A Sultan,Pakistan Muslim League (Nawaz),110197,53.8,341765,62.2,18.0,14
2013,NA-180,Muzaffargarh 5,Punjab,Ashiq Hussain Khan,Independents,72044,39.5,296167,63.5,8.2,12
2013,NA-181,Layyah 1,Punjab,Sahibzada Faiz Ul Hussain,Pakistan Muslim League (Nawaz),119403,52.1,348176,68.6,16.6,10
2013,NA-182,Layyah 2,Punjab,Syed Muhammad Saqlain Bukhari,Pakistan Muslim League (Nawaz),85292,33.5,388333,67.9,4.0,13
2013,NA-183,Bahawalpur 1,Punjab,Makhdoom Syed Ali Hassan Gillani,Pakistan Muslim League (Nawaz),61891,38.9,296231,55.9,9.1,15
2013,NA-184,Bahawalpur 2,Punjab,Mian Najibuddin Awaisi,Pakistan Muslim League (Nawaz),94429,55.1,291600,60.5,17.6,13
2013,NA-185,Bahawalpur 3,Punjab,Muhammad Baligh Ur Rehman,Pakistan Muslim League (Nawaz),88379,51.7,334038,52.2,13.1,18
2013,NA-186,Bahawlpur 4,Punjab,Mian Riaz Hussain Peerzada,Pakistan Muslim League (Nawaz),74491,38.7,310421,63.9,6.8,10
2013,NA-187,Bahawalpur 5,Punjab,Tariq Basheer Cheema,Pakistan Muslim League (Qaid-e-Azam),92972,50.4,282844,67.4,2.2,11
2013,NA-188,Bahawalnagar 1,Punjab,Syed Muhammad Asghar,Independents,90537,45.8,303678,68.2,0.6,10
2013,NA-189,Bahawalnagar 2,Punjab,Alam Dad Laleka,Pakistan Muslim League (Nawaz),95060,53.2,309222,60.0,27.1,14
